Experiments,Time,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,pH,Lactate,Butyrate,Acetate,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CC-CH-DF-ER-RI-5Inulin-1Pectin,0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0,0.0,0.0006666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.16666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-ER-RI-5Inulin-1Pectin,1,,,,,,,,,,,,,,,,6.34323613036873,,,,0.0,0.0,0.8333333333333333,0.16666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-ER-RI-5Inulin-1Pectin,2,0.028102626526487425,0.0035449450574704,0.1417842347420441,0.38649037410800424,0.2367380290638695,0.0,0.25032489812381226,0.008874364132219426,0.03878931375041535,0.0,0.19662158271743524,8.536804036305e-05,6.522634060125e-05,0.0,0.053463281240552975,6.18925166631791,,,,0.0,0.0,0.8333333333333333,0.16666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-ER-RI-5Inulin-1Pectin,3,0.04638022976439385,0.001077345355821425,0.13800883708548758,0.35084840576828275,0.20291639189561173,0.0,0.415449624633952,0.007451058590578725,0.028325796084220548,0.0,0.28515800321311846,0.0,0.0,0.0,0.042680465467719225,6.166595646166927,0.010384290000000001,18.010154575,25.5345995255,0.0,0.0,0.8333333333333333,0.16666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0006666666666666,0.0,0.0,0.0006666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
AC-BA-BH-BL-BU-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,1,,,,,,,,,,,,,,,,6.35772246342438,,,,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
AC-BA-BH-BL-BU-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,2,0.05075164309550325,0.13125597996087474,0.14133134721773213,0.15357297597021424,0.139782931083335,0.0,8.201599248695e-05,0.006983741068929125,0.41367925905167324,0.0,0.12042543510065404,0.047043267854606975,0.000136174412653375,0.0,0.03995076652064472,6.141146311228417,,,,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
AC-BA-BH-BL-BU-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,3,0.10559824178250721,0.141588119897376,0.12026774957224104,0.3100152850876803,0.14803260608458801,0.0,0.008200208654413075,0.0024511582282390754,0.38860893265607577,0.0,0.21808459990488474,0.017418561673150774,0.002988640548734625,0.0,0.045800429048415324,6.162548620602222,0.036991585,15.33874945,35.222516559,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666
AC-BA-BH-BL-BU-CH-DF-ER-RI-4Inulin-1Pectin-1Starch,0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0,0.0,0.0006666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
AC-BA-BH-BL-BU-CH-DF-ER-RI-4Inulin-1Pectin-1Starch,1,,,,,,,,,,,,,,,,6.386206920160215,,,,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0
