Experiments,Time,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,pH,Lactate,Butyrate,Acetate,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
BA-BH-BL-BU-CC-CH-DF-ER-PC-1AcGum-1Inulin-3Starch-1Xylan,0,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0,6.7,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666
BA-BH-BL-BU-CC-CH-DF-ER-PC-1AcGum-1Inulin-3Starch-1Xylan,1,,,,,,,,,,,,,,,,6.038003481677283,,,,0.1666666666666666,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666
BA-BH-BL-BU-CC-CH-DF-ER-PC-1AcGum-1Inulin-3Starch-1Xylan,2,4.3331538079025e-05,0.4357793560734899,0.0023172976064056,0.0290117483261953,0.0777439863930186,0.0,0.0962819484975452,0.0578077370632524,0.052231641458117,0.0,0.1010104398409296,0.0,0.0036636436555945,0.0,4.3331538079025e-05,5.924480298852238,,,,0.1666666666666666,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666
BA-BH-BL-BU-CC-CH-DF-ER-PC-1AcGum-1Inulin-3Starch-1Xylan,3,0.0,0.495278833458702,0.0037670978315553,0.0187516255336252,0.0875308274441862,0.0,0.2396338849408114,0.0559483123643502,0.0067232808101747,0.0,0.0594678402095252,0.0,0.0400110495653321,0.0,7.8549286662e-05,5.861609531902495,8.472973252500001,4.7477718200000005,46.137916677,0.1666666666666666,0.0,0.1666666666666666,0.0,0.5,0.1666666666666666
BA-BH-BL-BU-CC-CH-DF-ER-PC-1Inulin-5Starch,0,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.8333333333333333,0.0
BA-BH-BL-BU-CC-CH-DF-ER-PC-1Inulin-5Starch,1,,,,,,,,,,,,,,,,5.97631216390357,,,,0.0,0.0,0.1666666666666666,0.0,0.8333333333333333,0.0
BA-BH-BL-BU-CC-CH-DF-ER-PC-1Inulin-5Starch,2,2.5599578252075e-05,0.2002022321371922,0.0016863182885443,0.0344985964694319,0.0306256019381639,0.0,0.152299100355844,0.0723627310344073,0.0905325265583573,0.0,0.1126459753528127,2.5599578252075e-05,0.0002217318514464,0.0,0.0,5.714455088399215,,,,0.0,0.0,0.1666666666666666,0.0,0.8333333333333333,0.0
BA-BH-BL-BU-CC-CH-DF-ER-PC-1Inulin-5Starch,3,5.2900197945375e-05,0.5642930074088165,0.0002059521868787,0.0489092094584937,0.013431207897101,0.0,0.0915461272566091,0.0060304885230549,0.0630690876388339,0.0,0.0234065321896167,0.0021115263914978,0.1397393387905442,0.0,0.0,5.370752484691015,6.386181605,1.7259321725,51.4579967345,0.0,0.0,0.1666666666666666,0.0,0.8333333333333333,0.0
BA-BH-BL-BU-CC-CH-DF-ER-PC-PJ-1AcGum-1Inulin-4Starch,0,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0006666666666666,0.0006666666666666,0.0,0.0006666666666666,0.0,0.0006666666666666,0.0006666666666666,0.0,6.7,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0
BA-BH-BL-BU-CC-CH-DF-ER-PC-PJ-1AcGum-1Inulin-4Starch,1,,,,,,,,,,,,,,,,6.09711989707032,,,,0.1666666666666666,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0
