ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs
0.0,0.011393470919174944,-0.0005636883650924605,-0.004393755963959383,0.017185462963002024,-0.00219245429250581,-0.008110653896640231,-0.0017504707240214121,0.0005432245400472777,-0.008250890849883804,-0.011574426024605768,-0.00018821782073906798,-0.00037941416429454553,0.004740986540739688,-0.003882563631350359
0.004753228368444586,0.0,-0.00407505808970585,-0.006798637916385189,0.002977378871310633,-0.0015698518871646431,0.0005322983446782185,-0.0048521281140889334,-9.999205997928651e-05,-0.002009347526940297,-0.0013568682704369226,0.003020756511465253,-0.003945724430685879,-0.0006391565703430699,0.0018281206463817003
0.004933046492454663,0.00020434350713012831,0.0,-0.004157468919430887,-0.021495151931056083,-0.011137156285396566,-0.015682276417978452,-0.008432041641778111,0.00015711881396080382,0.00891359846391007,-0.009974548911080757,-0.004143485324847697,-0.008537270804575635,-0.0022011600770225894,-0.007756715402996118
-0.0007851521606026746,-0.00079715940415532,-0.0008551210145022292,0.0,0.0007397163727446444,0.0003297658708598269,-0.0012860177565390885,4.882576347610494e-06,-0.0012646414419510113,-0.00455921371519235,0.00013085771109783622,-0.0011568907058743822,-0.0005644586742949708,-0.0018706887508382036,0.001175292748948073
0.014084246040087066,-0.005376746293677391,0.008614926777004433,0.0029185435525325046,0.0,-0.014431909756173852,0.0077843315266387545,0.02104804697413441,0.003367352744379927,0.06979833092701947,-0.008028706075022376,-0.00507482806497658,0.004571013035877677,-0.00040213629844379673,-0.008456893323574712
0.006681134621452566,0.005447984693019924,-0.0008004288228727249,-0.0004391404829353474,-0.00160159998808682,0.0,-0.008330847281863759,-0.004891290152028223,0.0008240066682311982,-0.025085358483669457,0.0008859816140903793,-0.0076124562767338755,0.0008300414231718127,-0.004246198362113756,0.007362747816791626
-0.0017070985903748376,-0.0009655985885363706,-0.01617523432941304,-0.015016649059871918,0.016734904347406928,-0.007125549368154302,0.0,-0.004326912238582596,0.0006550773534594138,0.01167943730324565,-0.010447738274765951,0.0006522934699036645,-0.0090007796263726,0.00501433423433224,-0.011872564512469734
-0.008827772504648867,-0.0014087763838969043,-0.0005986593894903213,-0.0040754241638539905,-0.004186655383694208,-0.005734036105459972,-0.010619007983006358,0.0,0.00013267768694982693,0.0026252473549254448,-0.0038440854541200668,-0.001980226335768554,-0.004732298552923708,0.000310343309126406,-0.007639017069568217
0.016283153016338904,-0.004938287503324041,-0.007689289406886222,0.0008814799701561964,0.01679394870974656,-0.01468853555897937,-0.03421337503862968,0.007934210845401947,0.0,0.017369328995145622,-0.0035730768121470997,-0.00385741054824893,0.005251111186183389,0.0013326309421244648,-0.012645838461990952
-0.0037226874327134906,-0.013959244065955447,-0.006695032900894117,0.009561210236079696,-0.000997305802562652,0.013521490947465756,-0.023573474430364044,0.028545495924485898,0.005451716044095187,0.0,0.006265646154943081,-0.006816553170559121,0.007406046992197836,-0.015718550753338455,-0.017634283654573188
-0.00246257919990729,-0.001477287154938032,-0.0021004259570124163,-0.0035037075246825903,0.0032361889303475174,0.0007505999828722792,0.0007356754560701815,0.0025283892874465564,0.0003852390682499396,-0.0034145544759546557,0.0,-0.0009003700594796448,-0.0023221116232631134,-0.00042861869997559156,-0.002018920721023585
-0.005730449253098989,-0.007219628877954108,-0.006379174660759054,-0.003094359232306124,0.0047166630978219245,0.008383242888848076,-0.0023697739491659927,0.003993378329964217,-0.000148569060212136,-0.0009902138180602374,-0.004697968294747051,0.0,-0.005481564226264854,-0.004116207468871656,0.0010477289908288115
0.008374577174641783,-0.0036591463504058487,-0.003125943200318649,0.0067389015718880615,-0.00834927875227986,-0.0057857624239965235,-0.005589423977924191,0.007544707372106553,0.0007066460685030622,-0.00625271756092516,-0.0015979468379568908,-0.005704326867167738,0.0,-0.008077482083680016,0.0019186389257648978
0.002509154059632503,-0.007456253613591182,0.010201405753221721,0.008189973635625536,-0.10657011941473254,-0.004050798105513609,0.005002940069351464,-0.004550960069254659,-9.071415897524439e-05,0.011456566765837423,-0.010035555245208242,0.00615826454771186,0.0024859861235771645,0.0,0.01385077631262065
0.0015034646988626595,-0.0025304714980974034,-0.0032939225973366987,-0.004778235156538486,-0.007092543270894364,0.0005729061810752709,0.0017502474751743286,-0.004250127628495467,0.002396989304775419,0.00023707480819791792,-0.00193859709278414,0.0024004623436193204,0.003135241423495695,0.004633927027593675,0.0
