motifs,butyrate
AC-Xylan,12.26444037482702
AC-BU-Inulin,15.848078003437722
AC-BU-CH-Inulin,17.189964397964843
AC-BU-CH-RI-Inulin,18.00451078420552
AC-BL-BU-ER-RI-Xylan,18.85695083327783
AC-BH-BL-BU-ER-RI-Xylan,19.74976760159866
AC-BH-BL-BU-ER-RI-Starch-Xylan,20.625204417799864
AC-BH-BL-BU-DF-ER-RI-Starch-Xylan,20.85818898099338
AC-BH-BL-BU-DF-ER-FP-PJ-RI-Xylan,20.3694164224919
AC,2.435650382789245
