ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs
0.0,0.014134011165995984,0.0018886602641972465,-0.002317442580629022,0.007059077809037356,-0.003493657658520252,-0.00591939908941317,0.0014199944992815084,0.0011712262391074862,-0.012064403888435514,-0.012024726640985728,0.0001709528077876626,0.0021959777606301036,-0.0009363855038390541,-0.000515746339984603
0.0010237741586108752,0.0,0.003605094394214022,-0.006428266802858816,-0.021815440384534843,-0.005544008970998979,-0.009030427454963361,-0.007235052821060322,0.0009420488200031125,0.0047976996146373956,-0.0050344367485917665,-0.004241317399029583,-0.0034782786177083615,-0.003817583488508516,-0.00039768016898288343
-0.005663445531200264,-0.022057805791837165,0.0,-0.01283875467211929,0.0027395487370360273,-0.0015573205417213278,-0.003351189095911073,-0.0009554225697130943,-0.0009224978472463444,0.005724438078750128,-0.009581921697457143,-0.0024339721653599553,-0.008466728939677192,-0.0011628117935717,-0.010399883863716007
-0.005070631335019909,-0.002181284456200916,0.001216251308479757,0.0,0.008131937215474637,0.0005923645798490912,0.003094914599655083,-0.004766323079502827,-0.0009700483610776339,-0.005181713383777266,-0.003578810494919681,-0.0009426257133416788,-0.0007429028253893539,-0.0029467789477498722,0.002096411068146529
0.028852231438304912,-0.08129554596506498,0.0020627717875402636,0.0005568292981693912,0.0,-0.012300593198882815,0.01678058765058668,0.024192559926261,0.006314474395756704,0.07806419269797986,-0.014366412256145631,0.0021271554788083948,0.025096638409857205,-0.0032449061614041484,-0.029810815651162448
0.001994978679458656,0.006163720919668654,-0.0009252688411413313,0.0015708687910497413,0.015233192816950373,0.0,-0.015032164995992131,-0.005304841726362411,-0.0014923848844830866,-0.030346224471140576,-0.001044980137372743,-0.006659573167549291,-0.0008215610817205166,-0.001577404968705679,0.015525238615749757
-0.004216911164260248,-0.015967158538637092,-0.004506474821654537,-0.0048428629672034595,-0.002254446624839838,-0.012017834272795246,0.0,0.0010836156443881318,9.01405313911457e-05,0.008799919502336164,-0.01001278231595546,0.0034530476553861263,-0.005988120814191007,-0.0007057861124770693,-0.0012408748973063784
-0.010984375463953358,-0.011675553846314298,-0.0013312692889385336,-0.0073943059735601,0.0041721542636998475,-0.006434578889932683,-0.0071530437577613445,0.0,0.0005772197322486589,0.0013111845519423113,-0.007904893812447763,-0.004651277485116062,-0.008334240168485512,-0.0033822148210552712,-0.013737635917824812
0.0026037777138868306,0.008563449738780872,-0.005222881975868046,-0.004321557845848087,0.018544658323925656,-0.010242082911508804,-0.013477768352933378,0.007213622658422255,0.0,0.0046930795919331875,-0.008152214213262827,0.0011973535958456985,0.006695379457611461,-4.5017844070356015e-05,-0.006846471086232166
0.002536679262396429,-0.020821771180818387,-6.9139500238656e-05,0.008715599112904125,-0.02510474973507749,-0.0018251562755264555,-0.017585555334582212,0.022484301636421497,0.004853931146389,0.0,-0.0036574391505300803,-0.00278765601269281,0.0063802417183921,-0.008507760396683599,-0.019002157512405356
-0.003935273302931279,-0.004740816617870379,0.007254388417387443,0.0027545105782877605,-0.00223951076344814,-0.00040934959453317577,-0.0010332008067966702,-0.0072373220938558025,-0.000711119895194887,0.0006649450605537501,0.0,0.0012280504363268124,0.0007870106409817885,-0.005639191520450209,-0.020355712800554177
-0.007173593464224949,-0.006402089206613132,-0.0021298781239302623,0.00037734996644051585,-0.0014002000315485106,0.002454656518394086,-0.0075531284789719585,0.001460662182307425,-0.00042289264801120423,-0.00033223373848837915,0.0025617186181021304,0.0,0.009388127904464375,0.0001895634436427746,-0.0053499548406498966
-0.002843275345910465,-0.05912352370515061,-0.01619980347797444,-0.0070273222251446285,-0.08482581172559293,-0.009829187219450948,-0.014326127104510955,0.007434989280584912,-0.0012972420809472306,-0.008338844308525665,-0.015124439513164627,-0.014749134277941762,0.0,-0.01202719349370189,-0.012813178494981706
-0.007668014614548258,-0.046076531766648596,0.006493716018845627,0.006107056047956885,-0.04406228024689166,0.010229233583829047,0.012555938815829856,0.00031105985176306403,-0.003806829029072032,0.014519237191282537,-0.0077779222395026925,-0.00013345231454004366,-0.007223606219789069,0.0,0.00715771980219746
0.012259098612155319,-0.10498354200260097,0.014052790455728202,0.013635397413489922,-0.044992122766447366,0.004196117515872904,-0.028959186962259232,-0.011242592562304138,0.0028962231126049005,0.01026523516582073,-0.0075725086729358385,-0.00904265832148181,0.0025009710229347546,-0.002511048351849785,0.0
