Experiments,Time,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,pH,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"EL, AcGum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0
"EL, AcGum",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005200001100699,0.0,0.0,0.0,0.0,0.0,6.8826911315543535,1.0,0.0,0.0,0.0,0.0,0.0
"EL, ArGal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0
"EL, ArGal",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000002036492,0.0,0.0,0.0,0.0,0.0,7.0021212816280665,0.0,1.0,0.0,0.0,0.0,0.0
"EL, Inulin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,1.0,0.0,0.0,0.0
"EL, Inulin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010799999038378333,0.0,0.0,0.0,0.0,0.0,7.008583029579847,0.0,0.0,1.0,0.0,0.0,0.0
"EL, Pectin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,1.0,0.0,0.0
"EL, Pectin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3435333246986067,0.0,0.0,0.0,0.0,0.0,7.3534360096029365,0.0,0.0,0.0,1.0,0.0,0.0
"EL, Starch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0
"EL, Starch",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214633340636889,0.0,0.0,0.0,0.0,0.0,7.3618778268573335,0.0,0.0,0.0,0.0,1.0,0.0
"EL, Xylan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0
"EL, Xylan",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007433333744605333,0.0,0.0,0.0,0.0,0.0,6.953331998579,0.0,0.0,0.0,0.0,0.0,1.0
"EL, none",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
"EL, none",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010000045100833337,0.0,0.0,0.0,0.0,0.0,6.989999704828793,0.0,0.0,0.0,0.0,0.0,0.0
"ER, AcGum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0
"ER, AcGum",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019966666897138333,0.0,0.0,0.0,0.0,6.930137149522143,1.0,0.0,0.0,0.0,0.0,0.0
"ER, ArGal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0
"ER, ArGal",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004066667209069,0.0,0.0,0.0,0.0,6.9676252453242755,0.0,1.0,0.0,0.0,0.0,0.0
"ER, Inulin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,0.0,0.0,1.0,0.0,0.0,0.0
"ER, Inulin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005399999519189,0.0,0.0,0.0,0.0,6.973757892747588,0.0,0.0,1.0,0.0,0.0,0.0
"ER, Pectin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,1.0,0.0,0.0
"ER, Pectin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5152333353956541,0.0,0.0,0.0,0.0,6.855532503850504,0.0,0.0,0.0,1.0,0.0,0.0
"ER, Starch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0
"ER, Starch",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053599995871385336,0.0,0.0,0.0,0.0,6.880283817811267,0.0,0.0,0.0,0.0,1.0,0.0
"ER, Xylan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0
"ER, Xylan",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006833333522081,0.0,0.0,0.0,0.0,6.946035943945813,0.0,0.0,0.0,0.0,0.0,1.0
"ER, none",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
"ER, none",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020000090201733288,0.0,0.0,0.0,0.0,6.9780831492839965,0.0,0.0,0.0,0.0,0.0,0.0
"FP, AcGum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0
"FP, AcGum",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01463333517313,0.0,0.0,0.0,6.924890671594933,1.0,0.0,0.0,0.0,0.0,0.0
"FP, ArGal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0
"FP, ArGal",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007333334535360334,0.0,0.0,0.0,6.972560490020637,0.0,1.0,0.0,0.0,0.0,0.0
"FP, Inulin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,0.0,0.0,1.0,0.0,0.0,0.0
"FP, Inulin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021666660904883337,0.0,0.0,0.0,6.983655846800353,0.0,0.0,1.0,0.0,0.0,0.0
"FP, Pectin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,0.0,0.0,0.0,1.0,0.0,0.0
"FP, Pectin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011033333837986,0.0,0.0,0.0,6.864089519235094,0.0,0.0,0.0,1.0,0.0,0.0
"FP, Starch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0
"FP, Starch",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017066662510236,0.0,0.0,0.0,6.95124663261345,0.0,0.0,0.0,0.0,1.0,0.0
"FP, Xylan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0
"FP, Xylan",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001333334793647,0.0,0.0,0.0,6.945342441164596,0.0,0.0,0.0,0.0,0.0,1.0
"FP, none",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
"FP, none",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005333336691063333,0.0,0.0,0.0,6.976550530515913,0.0,0.0,0.0,0.0,0.0,0.0
"PC, AcGum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0
"PC, AcGum",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026200001438459002,0.0,0.0,6.925146124375527,1.0,0.0,0.0,0.0,0.0,0.0
"PC, ArGal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0
"PC, ArGal",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03030000006159167,0.0,0.0,6.96217340502729,0.0,1.0,0.0,0.0,0.0,0.0
"PC, Inulin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,0.0,0.0,1.0,0.0,0.0,0.0
"PC, Inulin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8089666689435641,0.0,0.0,5.6235842814564805,0.0,0.0,1.0,0.0,0.0,0.0
"PC, Pectin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,0.0,0.0,0.0,1.0,0.0,0.0
"PC, Pectin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050333375732103,0.0,0.0,5.9770522504702335,0.0,0.0,0.0,1.0,0.0,0.0
"PC, Starch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0
"PC, Starch",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022666652997336664,0.0,0.0,6.96736056859066,0.0,0.0,0.0,0.0,1.0,0.0
"PC, Xylan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0
"PC, Xylan",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5136999947329364,0.0,0.0,5.682807346080313,0.0,0.0,0.0,0.0,0.0,1.0
"PC, none",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
"PC, none",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00223333388567,0.0,0.0,6.976486199684341,0.0,0.0,0.0,0.0,0.0,0.0
"PJ, AcGum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0
"PJ, AcGum",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020400000115236,0.0,6.928046884421306,1.0,0.0,0.0,0.0,0.0,0.0
"PJ, ArGal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0
"PJ, ArGal",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10830000415444367,0.0,6.90144677040096,0.0,1.0,0.0,0.0,0.0,0.0
"PJ, Inulin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,0.0,0.0,1.0,0.0,0.0,0.0
"PJ, Inulin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022666652997333334,0.0,6.95351168714571,0.0,0.0,1.0,0.0,0.0,0.0
"PJ, Pectin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,0.0,0.0,0.0,1.0,0.0,0.0
"PJ, Pectin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04949999849001566,0.0,6.880283817811267,0.0,0.0,0.0,1.0,0.0,0.0
"PJ, Starch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0
"PJ, Starch",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004166662693023667,0.0,6.946035943945813,0.0,0.0,0.0,0.0,1.0,0.0
"PJ, Xylan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,0.0,0.0,0.0,0.0,0.0,1.0
"PJ, Xylan",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04880000030001,0.0,7.14784656833967,0.0,0.0,0.0,0.0,0.0,1.0
"PJ, none",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
"PJ, none",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003133331735929,0.0,6.86709720389358,0.0,0.0,0.0,0.0,0.0,0.0
"RI, AcGum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,1.0,0.0,0.0,0.0,0.0,0.0
"RI, AcGum",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011699999372164331,6.684910521175993,1.0,0.0,0.0,0.0,0.0,0.0
"RI, ArGal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,0.0,1.0,0.0,0.0,0.0,0.0
"RI, ArGal",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007266669223706001,7.110297478227106,0.0,1.0,0.0,0.0,0.0,0.0
"RI, Inulin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,0.0,0.0,1.0,0.0,0.0,0.0
"RI, Inulin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007733332614104,6.978097759996241,0.0,0.0,1.0,0.0,0.0,0.0
"RI, Pectin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,0.0,0.0,0.0,1.0,0.0,0.0
"RI, Pectin",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06439999987681701,7.223107482600376,0.0,0.0,0.0,1.0,0.0,0.0
"RI, Starch",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,0.0,0.0,0.0,0.0,1.0,0.0
"RI, Starch",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03396666546662667,7.071446030550393,0.0,0.0,0.0,0.0,1.0,0.0
"RI, Xylan",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,0.0,0.0,0.0,0.0,0.0,1.0
"RI, Xylan",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007133333633343332,6.77412160156767,0.0,0.0,0.0,0.0,0.0,1.0
"RI, none",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006667,6.7,0.0,0.0,0.0,0.0,0.0,0.0
"RI, none",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004766667882601334,6.8560846719133,0.0,0.0,0.0,0.0,0.0,0.0
