Experiments,DFabs<--ACabs,DFabs<--BAabs,DFabs<--BHabs,DFabs<--BLabs,DFabs<--BUabs,DFabs<--CAabs,DFabs<--CCabs,DFabs<--CHabs,DFabs<--DFabs,DFabs<--ELabs,DFabs<--ERabs,DFabs<--FPabs,DFabs<--PCabs,DFabs<--PJabs,DFabs<--RIabs,DFabs<--pH,DFabs<--Lactate,DFabs<--Butyrate,DFabs<--Acetate,DFabs<--AcGum,DFabs<--ArGal,DFabs<--Inulin,DFabs<--Pectin,DFabs<--Starch,DFabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*FP, AcGum",0.0012102216228165406,0.00027818065644665235,-5.072025412862999e-05,0.0007357774488627908,0.003564749573442069,-0.003912124046209183,-0.008895323667675257,5.030909045175974e-05,0.02155657046220519,0.009383680639280512,-0.007037597569552335,1.129405573010499e-05,0.0038672333227639842,0.002509889203039083,-0.002950196713209152,-0.023354413143613126,0.0,0.0,0.0,0.047884785568510946,-0.0015518963353877715,-0.04751414779912342,-0.013314797070554711,-0.006316490877758374,-0.0025072401846674354,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*FP, ArGal",0.0013427640904079801,-0.0017175901528786524,0.0002957686375487931,0.001663410015065562,0.00467410723255439,-0.00438038345426321,-0.0037289354171265252,0.00027177285403013246,0.016347474504939535,0.00791397840631279,-0.0023254662599753247,-0.0004813096435232594,0.006468462107533757,0.0011696217818693692,-0.002096689101308584,-0.032494891521266916,0.0,0.0,0.0,-0.0015565518018874252,0.04930994142185558,-0.03879248297180641,-0.009119724478911271,-0.01188353289934722,-0.0072319994731382875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*FP, Inulin",0.0016295813447372506,0.0015898793224583985,0.004601360532370481,0.002918121382932771,0.011653133629059252,-0.007911359361288221,-0.01616585867818107,0.0007803637652911914,0.02484060518443585,0.015185231684961099,-0.008041384895755486,-0.0015067639997736976,0.008573126423765313,0.003838188370520418,-0.0017350610006939278,-0.056013929318975315,0.0,0.0,0.0,-0.014858360566537486,-0.00968935083428567,0.0538216992112046,-0.01362080747092312,-0.01615646795962344,-0.010084214417094535,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*FP, Pectin",0.0018250025182285098,-0.0010914445380595594,-0.0009485018202526997,0.0008492857607250854,-0.0007831401953643002,-0.005445124278353018,-0.014072178551419214,0.00029176554049957916,0.02998376569626006,0.00042134219949895626,-0.0035259299674494714,-0.0006877703355117281,0.007982105541635642,0.0012617604569955306,-0.0031740761903876606,-0.05023541006174956,0.0,0.0,0.0,-0.010138882698321887,-0.006813603068955922,-0.04166908695616506,0.05995754989880053,-0.01805248818444935,-0.012422435879707337,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*FP, Starch",-6.740312346003358e-05,-0.004934476129710674,-0.001011312272061002,0.002162699147381566,0.005123077969659459,-0.006179127092049882,-0.008836957507512786,-0.00025771531361070446,0.018976798504590987,0.011378542452373287,-0.003988721413029867,0.00013762926174835707,0.006768509312109514,0.002336951087821613,-0.002796968157318505,-0.03290252935479988,0.0,0.0,0.0,-0.004417007182809438,-0.009596356258473614,-0.04456873715770515,-0.01166423268785531,0.06263920044187794,-0.004654121769761497,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*FP, Xylan",1.2837465513837426e-05,-0.0033102777786552903,0.00015549106184731864,9.986831044608893e-05,0.006000578234141523,-0.0032831853323362086,-0.005417751078917221,1.6116352582519058e-05,0.020871930820020763,0.007375863639807162,-0.007392187491059304,0.00034129587594758387,0.005536628504368391,0.0022195330414582375,-0.0013929011842066595,-0.027394349070435222,0.0,0.0,0.0,-0.002349849217994646,-0.005355862355367704,-0.05127774704247714,-0.013099388998340478,-0.008699917060069064,0.05999101074751127,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*FullComm, *AcGum",-0.00026101636107672373,-0.0022794425707649093,0.0006961472654207182,0.0017035548964684669,0.003728395153514363,-0.004179748977449809,-0.005689330060373654,-0.0005057906359434133,0.016945935784077104,0.011054779871959576,-0.002250039699402723,-0.0007045416720211518,0.003557820365848867,0.0020026606473733085,-0.0022425674325363197,-0.029200445425442676,0.0,0.0,0.0,0.05740251199257645,-0.0030866580744358632,-0.04593639085407961,-0.01411100389097225,-0.009926873992451209,-0.003070215289904314,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*FullComm, *ArGal",0.0024795002473348917,-0.0028206575628031377,-0.000520690664310347,0.0017981208979406143,0.0018132955733348008,-0.005069483594799583,0.0005040973831306798,0.0002738154882734481,0.015233750565146862,0.008249302706257865,0.005048008999702604,-0.0012467878159474234,0.007664075183936139,0.001653202829713171,-0.0034964210794053295,-0.03377795193175024,0.0,0.0,0.0,-0.0011566561392762444,0.0515806840529496,-0.04387138244949959,-0.009770902859216389,-0.01479547819292004,-0.0061236852458254835,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*FullComm, *Inulin",0.0017507217858325353,0.002238985999402674,0.0023779890398410233,0.002233829273080283,0.012928254438394848,-0.006126522018828176,-0.01854221780869094,0.00048311326314102543,0.023238443276760248,0.014172021084549753,-0.009574072725054892,0.0002760610610923983,0.008826499234207651,0.0027068476057188085,-0.0012604048001495266,-0.05708771836012601,0.0,0.0,0.0,-0.013846885760060768,-0.009467049523849379,0.06085552032528954,-0.013801512557335876,-0.017427282390946687,-0.011306881134144285,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*FullComm, *Pectin",8.46298580819888e-06,-0.0019256129251285037,-0.000376450764861975,0.0024067184041169556,9.305577386509318e-05,-0.0050173416920006285,-0.01219579475169832,0.001466327643191273,0.02183435018089685,0.007002021177587184,-0.004319275390695442,-0.00017572233792055773,0.006561432750048962,0.0008705053461546248,-0.0021216341819275506,-0.03271547815339131,0.0,0.0,0.0,-0.008391030400314116,-0.006886732232841577,-0.03740501976995306,0.07245628265155989,-0.015304680901833555,-0.012216635354879225,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*FullComm, *Starch",0.0020187623460184456,-0.004691199245439336,-0.0007894255898215544,0.0011551032994281168,0.0033690963448448625,-0.006344817997041074,-0.01009982207790017,-5.095758729360287e-05,0.027459626949646255,0.008563037509606646,-0.003631762391464277,-9.4780491834339e-05,0.006787096793678673,0.0009391107325526804,-0.0022936249134892757,-0.028354800311340533,0.0,0.0,0.0,-0.0060921324366195635,-0.009535390624607154,-0.044551534728909076,-0.012671490960161793,0.05863774606958032,-0.00608010485768318,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*FullComm, *Xylan",0.0008176516335118923,-0.002116950367662039,0.0005694186585870656,0.0013536544161086724,0.005105021507902579,-0.0038441260802474894,-0.005895623686638745,-0.00037042779170654033,0.029066409455104303,0.010292278292842886,-0.007975560489364646,-0.0006417085687545209,0.005508994179015809,0.0015507997521622603,-0.0012626726417378949,-0.03046900099312717,0.0,0.0,0.0,-0.0034706355953081094,-0.006864475066011604,-0.053921261538158766,-0.01421518764543262,-0.007016791418533435,0.0574479420313781,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*FullComm, AcGum",-6.678694012490176e-05,-0.0037218578041277135,-0.00018708345226266164,0.0015812486427074128,0.0035804738087410275,-0.0033976012197407812,-0.004464413457634774,0.00044732999733903227,0.02080372815105048,0.008174832578409801,-0.004391758225180886,-0.000769122872840275,0.0038046207278966894,0.0005924612639302548,-0.0022294035892594945,-0.029287734343246982,0.0,0.0,0.0,0.05512916886671024,-0.0022136146524413067,-0.045516327412968335,-0.012544382258572361,-0.008411286771297455,-0.0032647613673047592,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*FullComm, ArGal",0.00018076524815776034,-0.0039767711897465315,-5.614681338721368e-06,0.0017696910317648547,0.006003399293192407,-0.004357229306955229,-0.01477256211536852,0.00047430601817640376,0.019920917646112764,0.005562296211719512,-0.004118433608250183,0.0004916604845361273,0.007713118156587536,0.0015784837864339354,-0.00262106171216477,-0.029319774283265522,0.0,0.0,0.0,-0.0013248007388954814,0.05776700136167082,-0.043195996491069144,-0.009192135809836065,-0.009253860986368222,-0.005675663062455978,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*FullComm, Inulin",0.0011513484201648018,0.001269080996174704,0.005480090303515847,0.002490867151116783,0.011353870269588449,-0.006870443868366155,-0.014935215332291342,0.0006929363547400997,0.02281739784912629,0.008392563116821376,-0.011466130656613548,0.00037979326295581756,0.00920495776459575,0.004042284216054462,-0.001128692339089783,-0.052612385572018965,0.0,0.0,0.0,-0.012574096809733998,-0.007970082339915361,0.05542203762145204,-0.012823200598359112,-0.016254273155196147,-0.012414965152063152,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*FullComm, Pectin",-5.5541943081400715e-05,-0.0012430545382879,-0.000950187099250879,0.0018637451969764443,0.003942573065446182,-0.004345505056394771,-0.01475026481361552,0.00047273654152046597,0.030840834128585737,0.005451170609078625,-0.004636077836833215,-0.00027857783165845024,0.006325820303437386,0.0011318757317282935,-0.0009096560339358743,-0.03534614456648177,0.0,0.0,0.0,-0.007583096450702711,-0.006203036032278428,-0.03897655200213194,0.06597118549556896,-0.01499322642318227,-0.012081276496702976,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*FullComm, Starch",-0.00015770518474958229,-0.002452356701886112,-0.00012449645183303128,0.0009840874848040667,0.003999728678979656,-0.004932316561991519,-0.003691396345807746,-0.00028608416122469,0.010450295934622936,0.00990015178241513,-0.003055965548211879,-0.0009360554407943378,0.0057836396772075775,0.0014643824100494375,-0.0018185443820601165,-0.028274530829353772,0.0,0.0,0.0,-0.005967843454669822,-0.009884330396625129,-0.045445510406385774,-0.012852715382521805,0.06619408461688596,-0.005248774366283958,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*FullComm, Xylan",-7.65732404860606e-06,-0.004323388592086053,0.0007739005762745032,-0.0017971294390206989,0.00485297204079953,-0.002148362284695561,-0.0001456963643431673,-0.0012414584528993473,0.023755683895539156,0.0070518212697722685,-0.008666339294815605,-0.0007153395614163428,0.00438899834386327,0.0022217496196654703,-0.0023939469626004057,-0.027008966642685914,0.0,0.0,0.0,-0.0027099882540377713,-0.005834624284709041,-0.05217772620814769,-0.012985729187388311,-0.00720376711169427,0.05996273641897873,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*PC, *AcGum",0.0009764014523137699,-0.005335845977745273,-0.001246208631518212,0.0020117282511835743,0.0027170040983368043,-0.005247283572839065,-0.015126631842418152,0.0004962627132507885,0.026073383172465995,0.010592294365844943,-0.001907036495818333,0.000444958912716672,-0.002768581800840118,0.003181028613312677,-0.0025204239836470648,-0.03877880473197862,0.0,0.0,0.0,-0.002737588337199254,0.006655620751394467,-0.020350450626151123,0.004586608591066166,0.0023920717276632785,0.00953923322768374,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*PC, *ArGal",0.0022838250767778265,-0.004398071710020305,-0.0013143980723213068,0.0018800885416567325,0.004093973279337992,-0.005293654423545707,-0.0076138853806663655,-0.0012413882379504768,0.015743264598263938,0.012479614534161305,-0.004792439717460763,0.0001834317516874179,-0.0017331678132441913,0.003348574946549805,-0.0026321162791414694,-0.03315888283943588,0.0,0.0,0.0,0.008721317560835317,-0.006590487547218799,-0.02431445734914054,0.0033435989492996182,0.003747278897261078,0.010905716387047008,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*PC, *Inulin",0.0009505512294444165,-0.002403715852309357,-0.001053506464443423,0.0010433247295970258,0.0020072908056053256,-0.004799006179991095,-0.006370941187170418,-0.0003229484605518252,0.020464570447802543,0.008426681291311978,-0.0038230574859136886,-0.0005353416248478674,-0.0018878472528674397,0.0005921789428049866,-0.003418864997273141,-0.028853880952705035,0.0,0.0,0.0,0.008297244317152284,0.007677693500776185,-0.043932468671013004,0.004263529237359762,0.004275568705052139,0.013050683399831705,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*PC, *Pectin",0.0011979956772517077,-0.002802486274052751,-0.000687293464487248,0.001759939835491506,0.0035398497178473253,-0.004928141402249986,-0.011485118496824397,0.0004246213185516275,0.02209073936905373,0.008911762461066244,-0.006868465786630457,-0.00019136259162967813,-0.0013135142641311338,0.0025745546174320306,-0.0011706506003710353,-0.030307208443568514,0.0,0.0,0.0,0.00880977800623937,0.0028876025788486,-0.02174975975501266,-0.01060089823366566,0.004672982023859565,0.008882805207236246,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*PC, *Starch",0.0004339107210663225,-0.0018238504214042961,-1.5657288445667748e-05,0.0009565734406086528,0.0050011808221990415,-0.0046095888011834845,-0.0077592617290263835,0.0004797407595271416,0.01601062509315935,0.008584583044390788,-0.005526046546345407,-0.00015313713557340918,-0.001945060195231979,0.0018583177910609682,-0.0022489292343909092,-0.03130020041188056,0.0,0.0,0.0,0.010112978529862383,0.004643795356493104,-0.023073924068700184,0.005632251065901734,-0.010829804893583058,0.009219248093325983,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*PC, *Xylan",0.0008993250690400599,-0.0024272084845737983,-0.0014911882291463287,0.0019440720992332156,0.0036415910940955985,-0.00582675201818347,-0.009432494596324182,-0.00027525285258889247,0.018043303418565883,0.008515000346709383,-0.0010651882958005775,-0.00021303673867474883,-0.002207697541876273,0.0019671372747556734,-0.0036982283724302585,-0.03412864548916167,0.0,0.0,0.0,0.00936721639877016,0.006858284696936607,-0.020268487849018794,0.0031497553329576143,0.006121155562048609,-0.0058249312808567825,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*PC, AcGum",1.2824106961489612e-05,-0.0018733479184183217,-0.0003701928376474154,0.0008358328721740032,0.004013670364564115,-0.0032158250107683912,-0.007543949557637626,0.00044767062264410023,0.021201438343321735,0.007576688583940266,-0.0024090364761650564,-0.0002793935567817906,-0.0007901867783882394,0.004538899101316929,-0.0013658728721466934,-0.03407911817797205,0.0,0.0,0.0,0.05081192091107367,-0.002402257216586308,-0.03643161456862634,-0.01201320581984791,-0.00819683225825429,-0.004820375469597904,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*PC, ArGal",-0.00038675068962303033,-0.0029308030432598164,-0.0014875565130602236,0.0015884952348741625,0.0064836646548726345,-0.0027472873218357587,-0.0015540057014335293,-0.00038307157599113404,0.030057508662681687,0.006817620361054486,-0.0013525182906199574,-0.0008076521737331692,-0.0023187779889188025,0.0017146926474842152,-0.0017949962345036577,-0.03383276378227906,0.0,0.0,0.0,-0.003939438165927475,0.053152012105353856,-0.04420374560254541,-0.006561323272233659,-0.012198767899112268,-0.00966679426756772,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*PC, Inulin",-0.0008763529732823375,-0.0015024474534121423,-0.0013200693475929177,0.0025001650066538293,0.006797760926525702,-0.004448542671108788,-0.023137816138226876,0.0010253846238959929,0.024837516615675258,0.016543976718729193,-0.006234435625374318,0.00039569416168061034,-0.0028052102334120057,0.0034568682837892665,-0.0005249613032422281,-0.04316572887822986,0.0,0.0,0.0,-0.00860788424414667,-0.009277192154391245,0.05639947397803719,-0.01319392472166907,-0.01591371929950335,-0.007300802875648844,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*PC, Pectin",0.0009547233987938268,-0.001563020074232059,-0.000851766727864742,0.0021165664290839978,0.0006146030178801573,-0.004541531719944692,-0.01365302831273187,0.0008887952244417231,0.02097183089025996,0.007430021546103735,-0.003795375949279829,0.0007302904755554404,-0.002252652231942524,0.001240660300986334,-0.002092937185344372,-0.032233385736630725,0.0,0.0,0.0,-0.006996177319775929,-0.004185686145316471,-0.029766701326112855,0.06921470440754834,-0.015466215657916936,-0.013115969097072426,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*PC, Starch",6.92323188890145e-06,-0.004011821455576204,-0.001395636790178039,0.0017053945972160852,0.006861524468457158,-0.005852836334908549,-0.00185637359761379,-0.0002929594012146647,0.015646049663085828,0.011860177947038952,-0.0018907126835124063,-7.388578897172773e-05,-0.0024346632561223075,-0.0005531814288009296,-0.0032470148446207686,-0.030087176668034357,0.0,0.0,0.0,-0.004227136967873031,-0.007781194126741453,-0.03365539167753675,-0.013709318136627029,0.05592862076380036,-0.007291635989465498,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*PC, Xylan",0.00036742417649789175,-0.0032684197073633015,0.00011817395517771894,0.0006193443624810736,0.006722183874384926,-0.0021443627080456776,-0.0074548275057565085,-0.001074663161892782,0.013469792726365002,0.009397008193826132,-0.006821722428907046,-0.0005176082050258464,-0.001429062915796583,0.003180424860593947,-0.0016161679154769932,-0.026919784373180437,0.0,0.0,0.0,-0.00191358562389558,-0.003813536627726121,-0.04360953547060489,-0.011750172989612277,-0.00744252836331725,0.05954936166886578,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.0,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*PJ, *AcGum",0.0010846120373091909,-0.0018772892823273482,0.0004457343826917082,0.0011997096105055367,0.005154888357289812,-0.005436400379985571,-0.013518702132119375,-5.478911271149403e-05,0.020106103984131055,0.010663250445980916,-0.010011238498105247,-0.000587953137741848,0.007044797538017685,0.00018430159850554124,-0.0017747099037197498,-0.039140194690024305,0.0,0.0,0.0,-0.0033112273162061515,0.005854458710686728,-0.023948441445827487,0.002722800274125554,0.008459406469694591,0.010388616199859164,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.0,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*PJ, *ArGal",-0.00014478060501542966,-0.0011614820547401897,0.0005796712552281945,0.002000281990251758,0.004730260587212715,-0.004158107206564058,-0.00622416125271808,4.515244879505778e-05,0.01955836452543735,0.01035556339066137,-0.008974000401794911,-0.00011265586553649486,0.007075733992863786,-0.0003096244399520479,-0.0009214335984804411,-0.0423062376068397,0.0,0.0,0.0,0.007631494585763323,-0.0048078507168049164,-0.02596716599030928,0.0026047923500564962,0.0048946071026677454,0.009259312652390111,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.0,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*PJ, *Inulin",0.000612061314962127,-0.002276382249864665,1.4524002644148401e-05,0.0011200740289959038,0.0024699997393922367,-0.0044991147162562065,-0.011767061015760355,0.0015380584651773618,0.024068322555924008,0.007569492848759346,-0.0031450829384001818,-0.000728567672724073,0.007166683910922569,0.0002891431935131557,-0.0037227038751271643,-0.03588361982764168,0.0,0.0,0.0,0.008751280822537164,0.005060885401273315,-0.0410529058833014,0.004856992050666703,0.003269618046893313,0.009936039092188532,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.0,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*PJ, *Pectin",-0.00021717133169824423,-0.0011431924998760222,0.0007063661007718612,0.0006450496224517182,0.004935106748545711,-0.006155447070910172,-0.007466651507737962,0.0010825168578462176,0.018815101390196518,0.01263345399024812,-0.008552079791711133,-0.0004826297001405202,0.008911247675053097,0.00015353019095279907,-0.0019556226919997814,-0.036451232936233285,0.0,0.0,0.0,0.008263718313114211,0.007874894201416861,-0.02970081311227246,-0.012585118914192377,0.007522870249707589,0.006813852563500407,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.0,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
