Experiments,CCabs<--ACabs,CCabs<--BAabs,CCabs<--BHabs,CCabs<--BLabs,CCabs<--BUabs,CCabs<--CAabs,CCabs<--CCabs,CCabs<--CHabs,CCabs<--DFabs,CCabs<--ELabs,CCabs<--ERabs,CCabs<--FPabs,CCabs<--PCabs,CCabs<--PJabs,CCabs<--RIabs,CCabs<--pH,CCabs<--Lactate,CCabs<--Butyrate,CCabs<--Acetate,CCabs<--AcGum,CCabs<--ArGal,CCabs<--Inulin,CCabs<--Pectin,CCabs<--Starch,CCabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*AC, Starch",-0.035799233716997225,0.00503222725608132,-0.002534757429225878,0.00432505387812853,-0.005509690981019625,-0.004057351039214568,0.0672890294444832,-0.003973844701593576,0.0029694098776037055,0.027525509450245986,-0.007987765297293663,0.0021236794712868596,-0.0002152683653614734,-0.000510981865227221,-0.001498891440304844,-0.029316837310113694,0.0,0.0,0.0,-0.01655160138552839,-0.011684396778318012,-0.06826766263016244,-0.010889968096532601,0.09471265141936866,-0.011355102678591559,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*AC, Xylan",-0.030199400680986314,-0.008275893455879254,-0.004781139757145535,0.0011004093255509045,-0.0021868390691551307,-0.0060889041864059185,0.030974031900140375,-0.007970319349657405,0.000971300236203454,0.010823625082319434,-0.011450984826819464,-0.0004885604706677541,-0.005622465864501216,-9.82066006823021e-05,0.00014195389706980188,-0.015041222220117395,0.0,0.0,0.0,-0.011064933782274076,-0.014917225776748226,-0.03112706310369752,-0.015194376470013095,-0.026284137805077167,0.013477901301600715,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*BA, *AcGum",0.011719865947961804,-0.00014184782450849385,-0.005988186607983976,0.005209597623483701,0.0021295302090319724,-0.0010939850285649323,0.07813064080409028,-0.006404427703131325,0.0019760315831411955,0.03182840537279843,0.00016213521700013516,0.000797825821421366,-0.005607403923164716,0.0011990837346423776,-0.0038761722194877546,-0.015935848981819375,0.0,0.0,0.0,-0.015455853146585548,0.022256245047531344,-0.04006871418519453,0.006540907468985429,0.012725160253996198,0.006423193172297695,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*BA, *ArGal",0.012303153483027763,-0.001342776312746785,-0.006073387878184968,0.0046860937029123305,-0.00021324422887780407,0.00031374036249789044,0.07572835235433145,-0.004420869851654225,0.004006799882785843,0.030346543812616308,-0.010537013404748658,0.0012074548276987942,-0.004430193860422481,0.001724521063945511,-0.001592555923218076,-0.009828961755741729,0.0,0.0,0.0,0.015999228774823925,-0.01230096562003548,-0.0312516679072922,0.006640774208036339,0.01335113111206076,0.008581421517513016,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*BA, *Inulin",0.006957779662175612,0.0038991432941772705,-0.004015244198116388,0.004743059362200174,-0.0052555770393122375,-0.0023847390812906377,0.078123641342602,-0.0037613433904268505,0.003215871053663168,0.03200443011793224,-0.00850200421092185,0.001833929338238454,-0.0031525787880474863,0.0028045741468667963,-0.0015831774879585642,-0.018415870605544612,0.0,0.0,0.0,0.015885735814544288,0.017336957071992492,-0.07410936327481811,0.00947362301024524,0.012366591150110419,0.00822378685189919,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*BA, *Pectin",0.01247374625368552,0.0017478904466737394,-0.007229679917747322,0.006550094238059085,-0.0010138812830502346,0.001187206317077985,0.08005837241357022,-0.0029451650144024346,0.0026197824796492424,0.0387381186708808,-0.00693872630596161,0.0002547677098350059,-0.0034231167896227434,0.001945032497698611,-0.00300273270092227,-0.01296908867968754,0.0,0.0,0.0,0.01401224592869932,0.020577648668126627,-0.029762143103236507,-0.011297165453433993,0.014565552296963602,0.006782153001563113,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*BA, *Starch",0.008675656555728477,0.0026416085728190163,-0.005215514312413602,0.006494774828580294,0.0025199720229614896,-0.001035389338027351,0.08008846921676938,-0.0050362613831054105,0.0021301906251094574,0.03033770729194989,-0.012060382061383936,0.0011419598317959094,-0.0033636799827218068,0.0028218553418462976,-0.00023246664215217707,-0.012962845546955414,0.0,0.0,0.0,0.016082425496794964,0.019558846828612416,-0.03399390764873136,0.010288211185146461,-0.022381861494346098,0.005939038003032854,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*BA, *Xylan",0.009931598901748655,0.0031322903152216585,-0.005310643931681459,0.004061490321023899,-0.0006986220587383643,-0.0037354657053947442,0.08572552292184397,-0.004435060969130563,0.0027721034193580805,0.03816758580505848,-0.011111412000927055,-0.00010779169134118482,0.0002158816124905234,0.0014432422613555747,-7.506900551643916e-05,-0.019638959033922713,0.0,0.0,0.0,0.014174234833229672,0.018385950797660786,-0.03784908129748973,0.008714072880419817,0.010859968387945134,-0.006948255994780497,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*BA, AcGum",0.007032523568380961,0.011295447488400069,-0.0033432494273239926,0.004965125207196582,-0.0006053818186575712,-0.0030303318696943177,0.0698955583843318,-0.0007986239851875709,0.002880516865036706,0.03199740570038557,-0.012659409374675967,0.0026438641141761417,1.0673647577112857e-05,0.00462105306712064,-0.001144738461483609,-0.019945841472257267,0.0,0.0,0.0,0.07718267640268262,-0.009903013049201532,-0.07426706040447408,-0.013754547482187102,-0.024759588488800957,-0.005272900963371448,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*BA, ArGal",0.00836384509436109,0.0066997966508973725,-0.004601483602415432,0.004473774616013874,0.002253692065450275,-0.004475705484774983,0.06488531257279893,-0.0017367189580743965,0.0029988976364785963,0.02323305274613879,-0.012817951938645407,0.001958017179911788,0.000726116753437301,0.0006624653224240676,-0.0014417664842172084,-0.02144142939624462,0.0,0.0,0.0,-0.011030265898867088,0.10953267125582151,-0.10824260756712069,-0.010586803054267709,-0.024821517626670266,-0.007242726009677752,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*BA, Inulin",0.02347318451512943,0.0029565437747673565,-0.007521920380267233,0.010091863901100373,0.016402680294757537,-0.006377629336308347,0.11414753008633852,0.0022864792631431072,0.005294749028980732,0.04628464869816195,-0.02675523724068295,0.003940305655652826,-0.014408274425024337,-0.00018183054233138587,-0.0025894546711986706,-0.006934113577008252,0.0,0.0,0.0,-0.017128279527479955,-0.030329905101521438,0.18637840581211176,-0.03238130141388287,-0.03162021845240484,0.0007793022150343142,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*BA, Pectin",-0.006004717305979943,0.008412786190482703,-0.005089008201929656,0.001733921119435268,-0.007208797413517127,-0.0007038240405646241,0.05514839330518788,-0.004963174624876541,-0.0006596958264708541,0.017633288516239687,-0.007311846779828721,-0.0026326788690957167,-0.003090396283025092,0.000985457914119418,-0.0011478226801211204,-0.02297575317323208,0.0,0.0,0.0,-0.012167490310966967,-0.011549206873909996,-0.0985926681723107,0.0382991806587035,-0.017600137584588747,-0.005292460214007985,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*BA, Starch",0.015341608114540578,-0.004903449483893133,-0.006779984012246132,0.0008915890821001745,-0.0053857230496677485,0.0013555896180597231,0.0723384395072406,-0.0006345979666168045,0.006243814480575649,0.0338710352812301,0.0076561130786483985,-0.0016950695352120808,-0.004231092923066836,-0.002660928097638222,-0.0013032489676367157,-0.018231758580289106,0.0,0.0,0.0,-0.01799545935947787,-0.014955696781927891,-0.07892783121629193,-0.010918125703253527,0.08336118411611428,-0.011060641899027607,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
