Experiments,CCabs<--ACabs,CCabs<--BAabs,CCabs<--BHabs,CCabs<--BLabs,CCabs<--BUabs,CCabs<--CAabs,CCabs<--CCabs,CCabs<--CHabs,CCabs<--DFabs,CCabs<--ELabs,CCabs<--ERabs,CCabs<--FPabs,CCabs<--PCabs,CCabs<--PJabs,CCabs<--RIabs,CCabs<--pH,CCabs<--Lactate,CCabs<--Butyrate,CCabs<--Acetate,CCabs<--AcGum,CCabs<--ArGal,CCabs<--Inulin,CCabs<--Pectin,CCabs<--Starch,CCabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"CA, Starch rep3",-0.0033041292666034267,0.00269649601456794,0.002441003383560614,0.00285756692290306,-0.0008046614988283673,-0.0015202962911941781,-0.05885663317347116,0.001904187852686103,-0.0013104755871675236,-0.00900876578620889,0.0056565814126621605,-0.00038500045510855493,0.0023118196563287207,-0.0001403091001239698,0.00021051772954788997,-0.011281264979730952,0.0,0.0,0.0,-0.004726108735935253,-0.0030159617723389096,-0.01724822627211159,-0.00835472309115258,0.03833812021396377,-0.0033423577452247792,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CA, Xylan rep1",-0.005610817674208771,0.002336354384368116,0.0024564236063848843,0.004624593627046456,0.0002855224263938981,-0.001352672370320017,-0.043432096161625605,0.0030003624443303454,-0.0006137017296119156,-0.008653245466676627,0.006696004762568256,-0.0007636597583239722,0.002442818839441646,-0.0008244820243932984,0.0003602223978801213,-0.01031013828448274,0.0,0.0,0.0,-0.004025347161699425,-0.0037015364691615096,-0.011743914491750978,-0.009402160644531248,-0.00824646911837838,0.019595318311317403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CA, Xylan rep2",-0.004497480023313653,0.0038263344798575736,0.0024224392866546464,0.003994687186046081,-0.0004522702368822965,-0.0009141274609348989,-0.04293133833191612,0.002216820412061432,-0.00015716961838982256,-0.008162585415623404,0.005955736210400406,-0.00011782002381303048,0.0016278668323701083,-0.0006193393434990521,-7.573049515485732e-05,-0.008936273337087847,0.0,0.0,0.0,-0.00384059196507389,-0.003277429237284443,-0.01000363645905798,-0.007725289359011434,-0.008987989903173664,0.013772566247392785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CA, Xylan rep3",-0.005362533896484158,0.004304323497820984,0.0023085448586127977,0.0013381051847880542,0.0008217477019537581,-0.002034382914954963,-0.04352948835288936,0.002947629696943543,-0.00102707124907862,-0.008450497297400779,0.00490012192929333,-0.000773326239802621,0.0010842690278183335,8.112749592824371e-05,-8.761564438993213e-05,-0.007211479751223868,0.0,0.0,0.0,-0.0035845695334402006,-0.004019812934777954,-0.008864258961244062,-0.007953886545517229,-0.008099347681484438,0.016329781081188807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CA, none rep1",-0.004277720552953807,0.0050390472974289535,0.0022807941043918784,0.0015144399519671095,-0.00033701554279435766,-0.0014842051572420383,-0.025492854595861647,0.0026023849032141937,-0.0009149450199170548,-0.009602443613111973,0.006592838181690736,-0.00033000325614755796,0.002307692068544302,-0.0007913665439594864,0.0005273725295608691,-0.0069900919124484045,0.0,0.0,0.0,-0.003820048675618387,-0.002681467668576674,-0.014321453655985267,-0.00786012533374808,-0.007002724835818463,-0.001840723200955173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CA, none rep2",-0.005188862376592374,0.0038948743113062594,0.00288196794350039,0.0033673292432319047,-0.0001916096867485475,-0.0017968345060944552,-0.027439237081191756,0.002528352246365764,-0.0007133604992519725,-0.00769231443716721,0.006447244926609777,-0.0009661826118826863,0.0018662486462430522,-0.0011143918233838949,0.00015540094538168473,-0.008563507361845536,0.0,0.0,0.0,-0.0034422114728526643,-0.0026725330169905313,-0.013445628745989367,-0.007704842056740413,-0.005502130853181536,-0.0015903922610662196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CA, none rep3",-0.005796356062320144,0.003352367847480558,0.0026840414276177236,0.0017322502590038564,5.5107000199226906e-06,-0.0014973714101043617,-0.02467978238720785,0.0022786805236881427,-0.0005219624970446931,-0.009467568451708014,0.005452672612260689,-0.0007097474654967126,0.0015999935431913902,-0.001286891861395402,0.0003967988863587376,-0.008065603788603435,0.0,0.0,0.0,-0.003315594629807905,-0.0028206775134260002,-0.010610528784719379,-0.008511218089949,-0.005417169931937347,-0.0016844634542411004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CC, AcGum rep1",-0.011955271088941531,0.018685488677160304,0.004102421907538715,0.0070739024674350585,-0.007053452374582939,0.01447253793478012,0.06413715962997892,0.0049213312396948995,-0.0024477990615096945,-0.014269518754021687,0.015676916089247574,-0.0015784123810854824,0.0035087412900545382,-0.002132071930576457,0.0022156035527586978,-0.03518790554932572,0.0,0.0,0.0,0.07369052997028287,-0.007138454866680233,-0.07404960799623618,-0.024101566543633282,-0.021150423176586632,-0.005404471727934751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"CC, AcGum rep2",-0.008915578546849164,0.01565199216658419,0.004940922534601253,0.006553095867010681,-0.0031854864616285682,0.010649264515800911,0.06403077570213513,0.005187470035796814,-0.0017948062751780847,-0.0167264006964185,0.01762557816099037,-0.0019694786281748253,0.00373470738530159,-0.002796980653974144,0.002745253731581296,-0.0339050965146585,0.0,0.0,0.0,0.07290587626058948,-0.007083314423534006,-0.07322955646298147,-0.02400198311290958,-0.02277170171791857,-0.0056288752975788975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"CC, AcGum rep3",-0.010113384266468607,0.014594300368970093,0.0059471022981134325,0.006842483126304365,-0.004690854109146375,0.011273881962353535,0.06370202243328094,0.0095977158234878,-0.001771345043724235,-0.016711338460445407,0.01509193160317161,-0.0014666303450411012,0.006150999712673099,-0.0023196215250275366,0.003139007958498868,-0.03394798195158893,0.0,0.0,0.0,0.07300236807966774,-0.0072170551087368615,-0.07590211916376244,-0.025488309213383627,-0.022064861834726543,-0.005632635168731217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"CC, ArGal rep1",-0.006505071866241368,0.009887090166184035,0.005003758987242526,0.008463860983875665,-0.008740826211869718,0.006507711647586386,0.05466628669337792,0.007491312013431029,-0.0010717476802793394,-0.016174207031726836,0.01412989949976856,-0.002161315544085069,0.0029885961149226535,-0.0014885453033176325,-0.000525812747126278,-0.03830584041096947,0.0,0.0,0.0,-0.009372928040948782,0.07308725089173426,-0.08509581422263929,-0.020985441407696766,-0.014173098091374743,-0.009196017540313978,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"CC, ArGal rep2",-0.012181393991817129,0.010937087031250653,0.0033334198526360783,0.00531640833413059,-0.004994932460513981,0.0052678010917522645,0.06745149651372975,0.004200570505451071,-0.0018319277871738807,-0.01700667006725615,0.01405092937025157,-0.0029241711206056827,0.0020814597674391503,-0.001957532905719501,-0.0007348119433630593,-0.04039049467918548,0.0,0.0,0.0,-0.009965498935092576,0.08593776377425953,-0.09252188250422476,-0.02101703676310452,-0.015190010318024598,-0.009431471892378545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"CC, ArGal rep3",-0.010203567296266557,0.013689358186992734,0.0019414040547880288,0.0067915694889697205,-0.009843696948479523,0.007001746957275002,0.06232739653438331,0.005279057286679745,-0.0019243636727333071,-0.01564387099648064,0.01256041275168007,-0.0021237686039371926,0.0013050493089990193,-0.0017742588167840793,-0.0005317336490208471,-0.04134662865576419,0.0,0.0,0.0,-0.009814439249986954,0.07840320782227951,-0.0822068484669382,-0.02091867203062231,-0.015455262691459875,-0.009082990258254788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"CC, Inulin rep1",-0.023088080412284905,-0.0035507278618487435,0.01828769605268132,0.029258041500367902,-0.002014593597162854,0.0212809487499974,0.12762215218760753,0.04312041187150912,0.006771699627014724,-0.019595045396550128,0.020276393934407024,-0.0029419598051092844,0.021709707203236495,0.005662217116491363,0.005100876624611288,-0.05725756125016645,0.0,0.0,0.0,-0.01401114338839596,-0.015789473215964706,0.20312124527652156,-0.03414312778548763,-0.02441840929063884,0.01293932118876414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"CC, Inulin rep2",-0.013240249685265798,-0.006001555431972851,0.03009345228021795,0.03221461776982653,-0.004056619537824937,0.023153496774082828,0.12840760500593618,0.02912539043548433,0.0018159928342158195,-0.018616765686734153,0.020510425171391528,-0.0025014299696142096,0.0184749048338695,0.00665787294168364,0.008585669574412437,-0.05734260485930876,0.0,0.0,0.0,-0.014542797028341076,-0.019212145412510085,0.20778024179691623,-0.036539281715046286,-0.026908594830469656,0.0104829640686512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"CC, Inulin rep3",-0.022019310810349205,0.003647693209350107,0.02046437679705295,0.029891752068969334,-0.00864169315519658,0.019526435892012986,0.13272894084114925,0.02766618339175528,1.8719949505548898e-05,-0.015269314138726757,0.022701075310734186,-0.004948563497852195,0.01753266183490103,0.00410604522648183,0.008876469541679729,-0.058148902444676916,0.0,0.0,0.0,-0.013015796460888603,-0.018740446191619742,0.2218175764212554,-0.035937861830673434,-0.026215602637014602,0.012300150011750782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"CC, Starch rep1",-0.01512129669501023,-0.0010363892838358931,0.005007329224185507,0.004449862414462998,-0.005470972460779278,0.011873411410911517,0.06670920059762218,0.005389795570888301,-0.002310376942835068,-0.015160751207308336,0.009564827460456978,-0.000503534955734555,0.002848753617568452,-7.407873868942386e-05,0.0006551254202019074,-0.05757050613449378,0.0,0.0,0.0,-0.017271108789877452,-0.009671004394238647,-0.08734720455990597,-0.025092969831417903,0.08515292050147599,-0.016696173670617015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CC, Starch rep2",-0.02008176377551122,0.0021496204625476474,0.007361831634559413,0.005589695467867637,-0.008890690420838919,0.013332062268799,0.060665912875397625,0.006933444873853162,-0.0030220176956870333,-0.0171453304622661,0.01166846231642094,-0.0009068356454372411,0.0029439520429481157,-0.0016285399720072753,0.0010201567716219197,-0.056328168030489574,0.0,0.0,0.0,-0.016939965483139856,-0.009218080951408908,-0.07991345958614891,-0.025696331713009966,0.08282287718558855,-0.016391973678361284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CC, Starch rep3",-0.021528014662590893,0.002951133220710539,0.005115741945125838,0.0019469533115625394,-0.004646767042577266,0.01216267672113397,0.0734220963208513,0.0021991839225996646,-0.0007374482872811252,-0.016309899725019936,0.011008870293470948,-0.0017642928388985734,0.0024236715551127076,0.0024647740545597975,-0.00043803553012284664,-0.055109519375996154,0.0,0.0,0.0,-0.016803184283727946,-0.00930011430924589,-0.08336518356068567,-0.024573000984435725,0.0761901375346563,-0.016984919692305003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CC, Xylan rep1",-0.0037134485725652065,0.0081651352413676,0.005416319089179691,0.008849388059567321,-0.001623866700313307,0.007826322056353094,0.05044568626040762,0.008790441067381338,0.0001860089329156016,-0.015127703679556197,0.0118440334092487,0.0008301055092703208,0.008957780758765611,-0.0001952971111644404,-0.0008491014384410622,-0.03624038994312287,0.0,0.0,0.0,-0.00884189179675146,-0.01009942067279057,-0.019698713357475667,-0.022261448709124866,-0.02276680984280326,0.04285800089212981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CC, Xylan rep2",-0.0019351006434722392,0.014097385247322645,0.006865134516900235,0.010136117603291165,0.0024635595354166894,0.006761075867847966,0.05677168096669696,0.01081999642943794,-0.0012889759344133457,-0.016568276093087413,0.012437687458639797,-0.00012906569987535167,0.009430503205142235,0.0016162519360130487,-2.5130815126679165e-05,-0.05053624233061616,0.0,0.0,0.0,-0.009113949638876047,-0.010837456038729711,-0.03164915398440577,-0.023704774924977256,-0.026195808110589337,0.05333567092703148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CC, Xylan rep3",-0.004860623251985419,0.012117038792507218,0.006403637643564831,0.014943058809096162,-0.0027332235669547877,0.00968108819289641,0.05824849012561821,0.01229548079046336,-0.0010284897109324271,-0.01464016378941861,0.013813267038627102,-0.0006566948138854715,0.01052437334236774,0.0003390476175329897,0.00046714968640695844,-0.04946587071161379,0.0,0.0,0.0,-0.00994304231960665,-0.010476085875522002,-0.025431381690908562,-0.02684529034928842,-0.027091782455417244,0.047091146057302295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CC, none rep1",-0.006806219338693403,0.011615329753946175,0.005113197497346184,0.005760826868089763,-0.0012806204909628091,0.006752190166576344,0.034776940951970495,0.009033658578991889,-0.0004012164812196385,-0.013797870142893355,0.010930277346210047,-0.0006013523245399643,0.0038133948025378312,-0.0011627553843639104,0.00033173002302646444,-0.03255582692609592,0.0,0.0,0.0,-0.010743242163549773,-0.006248743862591003,-0.05994474582374096,-0.023137654750184578,-0.011726274954324418,-0.00876287755979733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CC, none rep2",-0.006898329542441802,0.01421566472134807,0.0031449561091986557,0.006954887116497214,-0.00034348290413618166,0.006826070045883007,0.03463523539291186,0.00624616366218437,-0.0005352366783402166,-0.017259400100870567,0.012946440689265731,0.0008438880877061325,0.002817783122035589,-0.00105740158056671,0.0010643967071717437,-0.030697558352893048,0.0,0.0,0.0,-0.009583736752921885,-0.006858453591438856,-0.06371390226889741,-0.022730691832574933,-0.012254761477763004,-0.006804384785619649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CC, none rep3",-0.005536970838227056,0.015736735324290665,0.005243307667022402,0.004135997356338935,-0.0022149458629163806,0.00986645902761004,0.03737664909186689,0.005266510851003905,-0.00018610682338476161,-0.014358612857758997,0.010849107304079966,-0.0014872555265372435,0.0035369365594603813,-0.0014431448179212476,-5.246081135489961e-05,-0.028342575214125896,0.0,0.0,0.0,-0.009850986484776844,-0.006994676786390219,-0.06927913989533077,-0.021776229095729915,-0.012161928415298461,-0.00736852396956899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CH, AcGum rep1",-0.006194046766243195,0.006086693016642874,0.0023607229441404347,0.0022575139288197863,-0.002544302591546016,0.005080442316830159,-0.05230704222213139,-0.0011421021886847227,-0.0005077319287440986,-0.00884958810765635,0.006653407483615661,-0.0008606426858089184,0.00193384190513329,-0.0009450935098257927,0.0018800724636424673,-0.010480082874948327,0.0,0.0,0.0,0.02930244998837059,-0.0028831205110658284,-0.018124370104209944,-0.00734207050705498,-0.008427796052260832,-0.0018297745253552094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"CH, AcGum rep2",-0.005171365372159265,0.003718658661977811,0.0021092566949400047,0.0026976610042832123,-0.0023516004160046566,0.0038594605401158335,-0.04967052856629543,-0.0005861919441006396,-0.0005887447805567215,-0.008694824681363324,0.0072542113844643935,-0.0011474910039793362,0.0018324306641112683,-0.0007033972882411692,0.0010654681108214629,-0.008924183269793336,0.0,0.0,0.0,0.02658348240635612,-0.002791579809378492,-0.018333383351564408,-0.007679540613158182,-0.008102652853862805,-0.001257766044952653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"CH, AcGum rep3",-0.006140723733062094,0.003178390589627353,0.0023129007965326316,0.0028338060697371313,-0.0029892875355753026,0.004992925680496477,-0.0496322023157369,-0.0008631798760457472,-0.00057759370993484,-0.0072003779086199675,0.006392240060324017,-0.0007613353702155026,0.002045412002639337,-0.0013054839623245324,0.0012153105336156751,-0.010580352050336923,0.0,0.0,0.0,0.030922959297895434,-0.0027856005897576165,-0.020616343996741556,-0.007728803621774369,-0.008266660872508179,-0.0013286200165748595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"CH, ArGal rep1",-0.0054088789156892065,0.006318466023287991,0.0021261154860258103,0.0026424005898562346,-0.004354579364034264,0.004373741143129089,-0.058997398611496804,-0.0008174168792637919,-0.001119791276075622,-0.009828668578781865,0.00735271569680084,-0.0017001671581105744,0.001162195432592524,-0.0007230962338772707,0.0006055518138137722,-0.011345936185257002,0.0,0.0,0.0,-0.0039015165818008513,0.040540983077477326,-0.017962580523030323,-0.007321999625048855,-0.006226578652858736,-0.002296181205998765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"CH, ArGal rep2",-0.007780481119724836,0.0027054281939159737,0.002617757340723819,0.002092059342698619,-0.002678364420478995,0.004685645445503972,-0.05602320754731243,-0.0006856111775745053,-0.001476442624222147,-0.007939860414374958,0.006450363509356975,-0.0006414398347789595,0.001371141130273992,-0.0003694670071656052,8.418242023749643e-05,-0.010481953011317685,0.0,0.0,0.0,-0.004375551722266456,0.0380782160433856,-0.014618465687063605,-0.008032779883254655,-0.007634591148658232,-0.0022291983697902058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"CH, ArGal rep3",-0.007159482992508193,0.005320315489714796,0.0031195307556878427,0.002466520900753412,-0.003158444281328809,0.0052013029090382835,-0.057369668802077126,-0.0007170417362993415,-0.0007918706874955778,-0.008611535142091188,0.006575577611272986,-0.0013929674164815367,0.0007618717070330277,-0.001316255144774914,0.0012030177157033566,-0.010071267560124398,0.0,0.0,0.0,-0.004233573126521978,0.0404891781068661,-0.020759044086391273,-0.00763501717624339,-0.006685140681537715,-0.002118626917627724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"CH, Inulin rep1",-0.008853358111598273,-0.0011457782949913621,0.009666480946947227,0.0074903226609934455,-0.0012145220014182002,0.008556329641829839,-0.10137214665047146,-0.003507656048644672,-0.0005670567669651721,-0.008769009621305897,0.006435753736983647,-0.0009347739375450405,0.0025853925333781673,0.001822140210054137,0.001925468976524744,-0.012916031059893696,0.0,0.0,0.0,-0.00704744320701469,-0.006702855916863138,0.0711042071235451,-0.011467745541171597,-0.011304694319313224,-0.0006656449863856481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"CH, Inulin rep2",-0.021034265512769875,0.0015511526031927606,0.007739413526247849,0.005599878440526397,-0.003486207567832685,0.00674801581962542,-0.0888755317878994,-0.001982157751917837,-0.002710234282368965,-0.010609376298433,0.006480549743229694,-0.0020051547614010896,0.004461188133467327,-0.00034904372963038123,0.0007973911105231819,-0.009309904460202563,0.0,0.0,0.0,-0.006370434175160798,-0.007203762392428786,0.07503819374198265,-0.011578372466293245,-0.00891929379579696,-0.0008646647259593007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"CH, Inulin rep3",-0.010816912410611454,0.0019676236571236102,0.003978251808068967,0.006290224628014999,-0.003493019403381781,0.007189804715189066,-0.10431755276904867,-0.00238671196793968,-0.0010340174084359959,-0.008952542614530434,0.007451318973167378,-0.0005335835367441182,0.008090203397653319,-0.00010747536339543017,0.0013317372954704532,-0.0145476866310293,0.0,0.0,0.0,-0.00500299438156865,-0.0048884151740507635,0.07617700021375308,-0.012241945940662512,-0.010378230576488102,-0.0006576971303332933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"CH, Starch rep1",-0.008117644681849263,0.002753780135376887,0.002350868745283649,0.002063819061626088,-0.00047193317250771944,0.002757566811686213,-0.05253209333189512,-0.001026848307387395,-0.0009184505485675544,-0.00619657822969285,0.0065509757060896266,-0.0005815278298475512,0.0019951063259081403,-0.0006215679814869708,0.0009116625176234685,-0.015901227457956836,0.0,0.0,0.0,-0.005825788957828823,-0.0031093497201800328,-0.01590564883906733,-0.008932503163814545,0.03605542943558909,-0.0021806670454415414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CH, Starch rep2",-0.008055410439317876,8.210822262547259e-05,0.00262194412337108,0.0035103959827260545,-0.002019174559549853,0.00533903639424931,-0.055899531969969926,-0.0010586516931653028,-0.001447590542110528,-0.0065076232532208615,0.007158868895335632,0.00010396609252149472,0.0017294847897507922,-0.00033434197645295825,0.0005551784621043649,-0.015680693553929977,0.0,0.0,0.0,-0.005893527692691845,-0.003340984684499827,-0.018496257872744042,-0.009031413424421441,0.04225628371604464,-0.002474685544994742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CH, Starch rep3",-0.006019176105883988,-0.00024108084088022086,0.0024258440191095524,0.0016833240809765746,0.0009403572705659002,0.0053292455422607335,-0.05171484548598528,-0.000900060598823157,-0.0012106897106224845,-0.009386447664688935,0.004874463389542969,0.00032325659624554844,0.0004586285420439461,0.00015152091329748184,0.00029557373036037763,-0.011466034278273583,0.0,0.0,0.0,-0.005375926128842612,-0.002805291586978868,-0.017058339979160918,-0.007798489636995576,0.03265688121996143,-0.002045333815569227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"CH, Xylan rep1",-0.007395955117588693,0.00455037760463628,0.0024029362675818534,0.0020848244801163675,0.0019258526712656017,0.003878786577419803,-0.04606016591191291,-0.0012216666611758146,-0.0009805066341703592,-0.008168589608235794,0.004675277403809807,0.0002198302508755168,0.0021932162175124343,-0.0004297614131461487,0.0005271817608313127,-0.009836389361457391,0.0,0.0,0.0,-0.00395563796501268,-0.003827955428172243,-0.008734956007789481,-0.007354808500544593,-0.0062247649512507715,0.014850253808227453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CH, Xylan rep2",-0.009640521071851253,0.00033361008221452964,0.003772638084536249,0.002880042957311327,0.002298399501226167,0.002667507173662836,-0.03850158623335037,-0.0012834992937066345,0.0002875421738082719,-0.007965438904410059,0.004235968254506589,-0.00011983459307388692,0.0021168868175961766,-0.0003451617536219683,8.209480480714172e-05,-0.010201787599785763,0.0,0.0,0.0,-0.004106527390805157,-0.004455079206011512,-0.009240600896829909,-0.00835076211189682,-0.007722469009459018,0.016375957690179348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CH, Xylan rep3",-0.008843673660673878,0.006990012401206927,0.0027864001792940233,0.003687511144036597,-0.0016683045097372743,0.003594612231986089,-0.04390778902579437,-0.001373605514791879,0.0007993774691765948,-0.007066154280169445,0.004570126100019976,-0.0006842689927328705,0.002234477661550045,-0.0007432601160623811,-7.7929280020974e-05,-0.009319367154755375,0.0,0.0,0.0,-0.004379363513805649,-0.0043965412642468105,-0.008784270963885567,-0.008302968801422552,-0.008061294741928578,0.016063654111190276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CH, none rep1",-0.0017153842781077733,0.005306503789668732,0.001352014226669616,0.002273927913470701,-0.0013328574597835543,0.002846205109222369,-0.026545814621177586,-0.0009215649014169519,-0.0010270747643980115,-0.009480877986008471,0.005882781645791099,-0.00110033122653311,0.0022447397085753355,-0.0008162062310359693,0.0009085547145117417,-0.008650679402053356,0.0,0.0,0.0,-0.0041121382638812055,-0.002604531527242878,-0.015209501771764323,-0.006442674838683821,-0.005804414762692018,-0.001933295601470903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
