Experiments,CHabs<--ACabs,CHabs<--BAabs,CHabs<--BHabs,CHabs<--BLabs,CHabs<--BUabs,CHabs<--CAabs,CHabs<--CCabs,CHabs<--CHabs,CHabs<--DFabs,CHabs<--ELabs,CHabs<--ERabs,CHabs<--FPabs,CHabs<--PCabs,CHabs<--PJabs,CHabs<--RIabs,CHabs<--pH,CHabs<--Lactate,CHabs<--Butyrate,CHabs<--Acetate,CHabs<--AcGum,CHabs<--ArGal,CHabs<--Inulin,CHabs<--Pectin,CHabs<--Starch,CHabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*AC, *AcGum",0.018691668090495193,-0.0029027391225099567,0.0025107002190568216,-0.005871741930869492,-0.00932627986100587,-0.00800726239654151,-0.01584777413105423,-0.006388222561641172,0.0003360274772752421,0.002394107062030921,-0.010845504264262588,-0.003544728976081719,-0.0025130342522805384,-0.0016350342367183067,-0.0032327687266198073,-0.047856223776259206,0.0,0.0,0.0,-0.00994745473292741,0.0027994959090243705,-0.02173838315023617,0.005290815620259806,0.005706780346279795,0.013550721806558691,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*AC, *ArGal",0.014311218197372825,-0.00242512811313976,0.000644820992919532,-0.0015168619697744192,-0.00719406615265391,-0.00806659803471782,-0.016012570966373794,-0.002932144433937289,-0.00012626680799505843,0.0026634721796620973,-0.009308073889802803,-0.003273192904889583,-0.0007676235450939696,-0.00237416432323781,-0.003937836567109281,-0.05087957574223931,0.0,0.0,0.0,0.006695882193744182,-0.01102741324427453,-0.019183067747137763,0.002674080201170661,0.007326196323741566,0.015600088729777122,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*AC, *Inulin",0.003926797068931839,-0.002356090088459579,0.0007975182106549091,-0.0012940259142355482,-0.00679440965706652,-0.0077834062142805634,-0.015533090931448069,-0.0055701731314713315,-0.0010397719117728151,0.005701552873308009,-0.00944446123797785,-0.0052085284888744345,-0.0043318838084285905,-0.0017759974131529971,-0.003917564126578243,-0.04233308656649157,0.0,0.0,0.0,0.00979851696640253,0.004719894037327982,-0.032360935214568266,0.0012404330989176566,0.0073322123356840815,0.011949798861010509,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*AC, *Pectin",0.0039233223721385,-0.003233072178607638,0.0021665750443935388,-0.0052129652689803735,-0.0065678554299202834,-0.007902921688827601,-0.012606786039065232,-0.009121338894421403,0.00037568747997283934,-0.003404139483516867,-0.008006208257919008,-0.004789616963402791,-0.001086284839971499,-0.0006013979187065908,-0.0025889584726907985,-0.04695160230791028,0.0,0.0,0.0,0.0025540984455834723,0.006215732700445434,-0.023562287332659415,-0.015451538803225216,0.007805661342360757,0.008528653071685275,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*AC, *Starch",0.007466409250416539,-0.0019002946669405168,0.0007470656457272441,-0.0029805328629233605,-0.008906998061998326,-0.007650721723383124,-0.015488023124635219,-0.008153331760655752,-0.0007015494562008166,0.0038697761872952628,-0.010284539379856803,-0.002933686575429006,-0.0025675276192751798,-0.002683695524253627,-0.003669970350509341,-0.04842848664996298,0.0,0.0,0.0,0.00884257071736184,-0.0005157746577804731,-0.017596684318374498,0.004527341950346122,-0.013957789492878044,0.012612332203848796,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*AC, *Xylan",0.002402260499921711,-0.004523175612769345,0.0019040504131804816,-0.0004263893751935529,-0.010064738809385083,-0.006328923099420288,-0.015134060694412753,-0.00565962875769897,0.00033603286201303555,0.0017320081286809651,-0.01056159365244887,-0.002583411959084597,0.0028212261470881364,-0.002037413438612763,-0.004978850446641445,-0.04976198790086941,0.0,0.0,0.0,0.011235434663566675,0.004577637575566769,-0.01938575142486529,-0.0004858397929505868,0.006221463812345809,-0.009328293095935473,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*AC, AcGum",-0.015620554733005436,-0.0008007005297324886,-0.00480043492533944,-0.000520487343045799,-0.005372829982502894,-0.0033616737106984314,-0.01206234277988022,-0.007208172939717769,-0.001084315522827885,-0.018057170852341434,-0.0015753000195730816,-0.004058446826582607,-0.0060540621456774794,-0.002637096233665943,-0.0005275468799200919,-0.03389367670159448,0.0,0.0,0.0,0.03302529829130932,-0.00696907197887247,-0.020920121019536796,-0.006841754534027794,-0.008110711720179428,-7.800022986802221e-05,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*AC, ArGal",-0.019090636094862765,0.00040817936374382374,0.001057412549853325,-0.007949150986969473,-0.006521166251464323,-0.009446917365897787,-0.01417789191346277,-0.0029820819503881724,0.0007406877658583909,0.003908101763914931,-0.01438635737381198,-0.0037111584672873676,-0.004395433149554514,-0.004146962907503952,-0.0015143025835806666,-0.041053290993652555,0.0,0.0,0.0,-0.005014134411784736,0.03984234283593568,-0.025576987869360225,-0.008139655220914973,-0.013889882611957461,-0.007090555940839377,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*AC, Inulin",0.009160015400160442,-0.0001678813892331983,0.005613310557197441,-0.004063436314463614,0.00690523863177408,-0.008473021239042283,-0.012196411768143824,-0.003506358733231372,0.0015963639623739515,-0.01749085659330541,-0.010600221956318075,0.0027190855382518346,-0.0008713203770193197,0.0008338891172950912,-0.0025596893341703845,-0.05456216071478345,0.0,0.0,0.0,-0.009490053694356569,-0.009671636884185401,0.035453161241656005,-0.0067264539274302405,-0.010188492228361693,-0.004729440727017142,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*AC, Pectin",0.02022679745473645,-0.00040013954382051107,-0.0005751241235570476,0.000886331559582191,-0.009219970852136612,-0.010442550392313439,-0.014389489279551932,0.012505004991861905,-0.0007343998822298913,0.0026223249123855084,-0.007958900911564178,-0.003973337201909585,-0.004932836311107332,-0.0032117319784381176,-0.003839206712489779,-0.03894632628695531,0.0,0.0,0.0,-0.011761522811244833,-0.008609093329445884,-0.016335192857818173,0.07958189251747999,-0.014676387929780915,-0.008365561376241122,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*AC, Starch",-0.023344697603447876,0.004229267964308912,0.0009492002698508179,-0.006043371849439361,-0.008700758018954237,-0.018647444895045325,-0.021330186954953454,-0.005783263383941217,-0.0007873607122085316,-0.0029892220957712695,-0.00898260476914319,-0.004424087154594334,-0.00405325538394126,-0.010449541705575856,-0.0001899870518933646,-0.02640563438223167,0.0,0.0,0.0,-0.005280838544395838,-0.008920174948871136,-0.007073515094816688,-0.0009628377550027603,-0.004858607968146151,-0.003051371916451237,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*AC, Xylan",0.00044441578740423484,0.00017910640009424935,-0.0034024068645455634,-0.0018626977063038131,-0.006057331301271915,-0.004866633591326799,-0.008954377242109991,-0.013953507976098496,-0.010259758589619939,-0.012372654019431634,-0.004889531345529988,-0.006077229742976753,-0.005475733422420243,-0.004045402211221782,0.004173724231394855,-0.03190958267585797,0.0,0.0,0.0,-0.005004741366613994,-0.008658791885457259,-0.03389974500306628,-0.010709767124869608,-0.006640594777735797,0.008832556801763447,0.0,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*BA, *AcGum",-0.0063977445695887905,0.002857961945913054,0.0021586054732853706,-0.004602439897981557,-0.004228126542134717,-0.006195111030882056,-0.010129559625956143,-0.0047649615427309815,-0.0035598166354677894,-0.0010302098061550733,-0.0054971510815349485,-0.00043121591549028084,0.0008215139230543917,-0.0053194704922762785,-0.0014482144063169304,-0.03539288433099335,0.0,0.0,0.0,-0.008327753614972939,-0.022299225408245218,-0.012107852206311444,0.0018168841302394865,-0.018266286914321504,0.004931454421444372,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*BA, *ArGal",-0.004158268039199439,0.004323465322906322,0.002888694696805694,-0.00424123998392712,-0.0032736072621562255,-0.005014996034177866,-0.010275987335904081,-0.0025648282231255006,-0.002161914025518028,-0.009298706115646795,-0.008738380978730592,-0.0011346763948147948,-0.0016318562525239866,-0.011354901319877667,0.0003264520893042734,-0.04480249210176142,0.0,0.0,0.0,-0.007643942927772349,-0.011320422305302186,-0.013604469407688486,-0.00138741568408229,-0.01439231264997612,0.006817873516543346,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*BA, *Inulin",-0.0035937328094785862,0.0031481054391373302,0.0022696898809888154,-0.008989774903113194,-0.010624305629594759,-0.004146610366349871,-0.011754018325697295,-0.008447606461969289,-0.0036084857752377336,7.60003924369901e-06,-0.008701497688889505,-0.002676508294587786,-0.001278373798863454,-0.006947964832864025,-0.0025045629421418356,-0.039581373188305985,0.0,0.0,0.0,0.004157357422465627,0.0003625564446503473,-0.01107103389433839,0.001955536776645616,-0.002264421528035944,0.008579479394988583,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
