Experiments,CHabs<--ACabs,CHabs<--BAabs,CHabs<--BHabs,CHabs<--BLabs,CHabs<--BUabs,CHabs<--CAabs,CHabs<--CCabs,CHabs<--CHabs,CHabs<--DFabs,CHabs<--ELabs,CHabs<--ERabs,CHabs<--FPabs,CHabs<--PCabs,CHabs<--PJabs,CHabs<--RIabs,CHabs<--pH,CHabs<--Lactate,CHabs<--Butyrate,CHabs<--Acetate,CHabs<--AcGum,CHabs<--ArGal,CHabs<--Inulin,CHabs<--Pectin,CHabs<--Starch,CHabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*BA, *Pectin",-0.00546671368859031,0.00027237524701790287,0.0014406060766090057,-0.005539167452264917,-0.008517540395259857,-0.00772677565501495,-0.01050515908070586,-0.009989538067443805,-0.002264696403660558,-0.004638369161296974,-0.007913067127493296,-0.0017495237121527842,0.0016527362743561926,-0.009656603712249886,-0.0004262527281587783,-0.04552454660900615,0.0,0.0,0.0,-0.00019356999546289415,-0.006554948484355752,-0.009145768765698782,-0.005197110467336395,0.004459739662706852,0.007926528518172824,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*BA, *Starch",-0.0026397200402888373,0.005558155856349253,0.001552902588790113,0.006935359324243933,-0.0071898774091492985,-0.005302609228952365,-0.012480973184786056,-0.00701039310883392,-0.0006319119747389457,-0.0012699298865415825,-0.002297043688595295,-0.004102194641124117,0.0010198739306493244,-0.004660229703242128,0.0018290991065177053,-0.04460136046463793,0.0,0.0,0.0,-0.015261652340943161,-0.01959512765773318,-0.006810867031189529,-0.0018541954999620267,-0.01222425969486887,0.005790284380994059,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*BA, *Xylan",-0.0008189275657588796,-0.0008253809640353369,0.0031959910690784465,-0.006976187141104179,-0.00923506044190038,-0.006577966551889073,-0.015937496410174803,-0.010657300840724599,-0.00047354706986383943,-0.0012095843932845363,-0.008282237598164518,-0.003140395507216453,-0.00016552017155018698,-0.004439814497124065,-0.001061379299922423,-0.03832435177469795,0.0,0.0,0.0,-0.003464662131260743,-5.771085281263825e-05,-0.0035826460576870224,-0.004112061885270205,0.0015071926672350295,-0.004673841761594469,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*BA, AcGum",0.0012797911600633107,-0.010749901275743136,-0.00045902172272855625,-0.004637745523994618,-0.005467272634533318,-0.007465875819325446,-0.00839245225556872,-0.004956640926274385,-0.00916821241378784,-0.019633946239270946,-0.00491442624818195,-0.00751028180799701,0.0020193105190992344,-0.002465412532064048,-0.0035130593587051726,-0.03027267706326462,0.0,0.0,0.0,0.0353307806565003,-0.007709534760903228,-0.023059938614341344,-0.007609768679196185,-0.011860729239203715,-0.0043531616743315345,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*BA, ArGal",0.000303184227509932,-0.004830095805227757,-0.0008880201456221682,-0.0012880093434994857,-0.007869172766804695,-0.005382588200948454,-0.010182990076189691,0.002494989112019538,0.0006316744908690451,-0.008495116917924449,-0.009640668085352942,-0.0018428586355664501,0.0006248458034612919,-0.003182200704785909,-0.0027339136668226936,-0.04829169027507305,0.0,0.0,0.0,-0.01000599318607287,0.0332221839373762,-0.01766058845276183,-0.007033213068815794,-0.01196264709938656,-0.00627890569581227,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*BA, Inulin",-0.010939953547309745,-0.01096288834783164,0.001940088912167332,-0.004095932309600442,-0.024322568262842566,-0.005886165076358752,-0.004655986150557344,-0.004847805120728233,-0.0001927975565195082,-0.0027884171835400834,-0.007822524244812402,0.0007824795252897521,-0.0053287541053511885,-0.011649635525589636,0.0005971401421861201,-0.0501267848265442,0.0,0.0,0.0,-0.009529023133218286,-0.003399279540912672,-0.028199996711178264,-0.002758832844820889,-0.006143046363510868,-0.0015880924564870918,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*BA, Pectin",-0.01841733972118659,-0.0019029113413258037,-0.0007645802403038201,-0.0009572642465884031,-0.012273621752180835,-0.006349127797240559,-0.012080114175650207,0.00042362933470444143,-0.0011440425941889943,0.009690213934941726,-0.010197182677008889,-0.003493181189352816,-0.002979656573046338,-0.0011190515688874508,-0.003141270984302868,-0.03765197642824866,0.0,0.0,0.0,-0.011443660486150871,-0.010247332860123028,-0.009652154648845848,0.03622250037098473,-0.012746090828017755,-0.007500065453350544,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*BA, Starch",-0.0008721905743533918,-0.009391861564733766,8.299179036508862e-05,-0.008043885965916243,-0.008553149578246204,-0.015176566832444883,-0.017466378852047704,-0.005316899608482015,-0.0008439497311006889,-0.006356656263497743,-0.010604727887971836,-0.00554872025820342,8.873882618817353e-05,-0.013327105116437784,-0.002437819157811728,-0.020788550847633317,0.0,0.0,0.0,-0.004859087700870903,-0.013415201936255804,-0.006830803470855409,-0.0025087226825681605,0.00018001050772992094,-0.0024102798646146585,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*BA, Xylan",0.0059913620183413676,0.0018651718239892604,0.0012430823255668983,-0.0011530419743873857,-0.0004549888352101499,-0.0031164877489209177,-0.005486553975126959,-0.004639957357536662,-0.0003963890366933566,-0.0011484738100658763,-0.002728428261523897,-0.0005273389511487699,-0.0014183326844464648,-0.001516174182973125,-0.00023471630093726244,-0.004331755126741801,0.0,0.0,0.0,0.0018083449961109595,-0.0028485208715904836,0.00629854779690504,0.001294329745525664,0.0026396347006613563,0.013318273628299886,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*BH, *AcGum",-0.006902921477502044,-0.0025149834020571273,0.0008830864016305307,-0.0007802005010572342,-0.00953422356058251,-0.00465708101676269,-0.008761282258413055,-0.009682196951047944,0.002508644813841039,-0.007102255513044919,-0.006109849749640986,-0.0012054584141481977,-0.001210586713118987,-0.006230998228896748,-0.0011021587489680811,-0.04279199586334554,0.0,0.0,0.0,-0.004750024784695019,0.004381191842257978,-0.002500729320401494,-0.006796779395504432,-0.0005332965810190548,-0.015367049178616567,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*BH, *ArGal",-0.0037556523863564836,0.0017225722663781846,-0.00043614512478763376,-0.0031799823181195702,-0.008492101634090598,-0.005868352800607684,-0.008300665315579285,-0.012025440799241716,-0.0024897562712430958,0.0005542959476059144,-0.005514527884396639,-0.0024830154363404615,-0.003712961951440033,-0.008120825470171192,-0.0011796956814148208,-0.03985800763422793,0.0,0.0,0.0,0.006431710337373344,-0.008456854711879385,-3.841904076662894e-05,-0.022741530537605283,0.0018197250501676054,-0.004024208011952315,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*BH, *Inulin",-0.0021337366104125974,-0.0019467570023103183,-0.001190713119100441,-0.00299941852011464,-0.00902006861161102,-0.006714301529255781,-0.010169041766361757,-0.005611897612159901,-0.0007932016964663166,-0.0013904115659269436,-0.008368649279529398,-0.0017682929167693309,-0.0038922289149327717,-0.002730445506220515,-0.001188340271738443,-0.0402209456434304,0.0,0.0,0.0,0.004131298082118684,0.0009645917740735137,-0.006298032101582398,-0.01738940761170604,0.003985161994668571,-0.00012666900726881846,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*BH, *Pectin",-0.00035309018397873255,0.0005626832761547778,0.0024000533466989344,0.0013679126108234593,-0.006898552375760946,-0.018807109685784036,-0.011155256293714045,-0.005231414393267848,-0.00016655772924423253,-0.003943236863071269,-0.0047836667197671805,-0.0027208180657841956,-0.01440776250917803,-0.013689113079824233,0.0014703077687458564,-0.03846039666370912,0.0,0.0,0.0,0.0019236831434748384,-0.002357360172000799,-0.01372364411977204,-0.006205648248168555,-0.0030070164020765916,-0.015381708219647405,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*BH, *Starch",0.005635671175339005,-0.003073847358199683,-0.0012948276915333485,-0.0041020742261951605,-0.007718800753355026,-0.0056266575035723776,-0.011103959361260586,-0.016524360173127865,0.0001954486559737823,-0.00750652739270167,-0.007002666406333447,-0.003500546372749588,-0.00493172836913304,-0.002345672862773592,-0.0012458911741321727,-0.03810593008995056,0.0,0.0,0.0,0.005042571117254821,-0.0009329814633185226,-0.0015413998101245275,-0.023079409653490236,-0.006634928011758759,0.003269902918149124,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*BH, *Xylan",-0.004431643557142127,-8.65613872354484e-06,0.0007727194035595141,-0.0033740535175258448,-0.009711155681447549,-0.0069695460796356185,-0.010068918215957555,-0.009029971496625381,0.002558482621203768,-4.318109967491701e-05,-0.006648437106473879,-0.0004990712959658031,-0.007101042829453944,-0.005956754088401794,-0.0004571881009773773,-0.04239073136652058,0.0,0.0,0.0,-0.0003626369143074216,-0.0067516864971681086,-0.007916180640459061,-0.016808987757699057,0.003573999750343236,-0.0015835876288739113,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*BH, AcGum",0.0011866155131296677,0.005730781009928748,2.2762827575206355e-05,-0.00015904711728746194,-0.002169851135801186,-0.0012702082876454698,-0.002871690074151212,0.0029735447297042058,-0.0008019316331906754,-0.0030310761962424617,-0.0032139204442501066,-0.0002755017206072807,-0.001114214861934835,-0.001698515022342855,0.0004339260201562539,-0.014917614063756034,0.0,0.0,0.0,0.03163640261373736,-0.0017608818750489835,-0.003549215018071912,-0.0007966400242664598,-0.0004229582236571748,0.0005268163640390744,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*BH, ArGal",0.0036603795127435157,-0.0001875576139851046,-0.010007054297761482,-0.004599886082790113,-0.00432936027307402,-0.013596511523831976,-0.017751903466202992,0.0010981195115230286,7.328991524197858e-05,-0.006012375747615642,-0.006158206327395007,-0.00594005304304036,-0.008568348813463342,-0.007961125417866493,-0.0027828774127093207,-0.04094835063611919,0.0,0.0,0.0,-0.004594180594113741,0.03235120583664288,-0.01770894437012347,-0.005526812709867954,-0.010679814815521244,-0.0025630596551028165,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*BH, Inulin",-0.002969109151851047,0.020318245562640107,-0.0004909210110252552,-0.0020094318891113456,-0.004298377446830272,-0.005854145664383065,-0.002179436256939715,0.00028021894056688717,-0.0010132666236974972,-0.004454440874132243,-0.002946036657826466,0.009583506492728537,-0.0014980119094252587,-0.003567475371740082,0.0010887674750252197,-0.011413011340932415,0.0,0.0,0.0,-0.0011920871111479664,-0.0038841319185766304,0.006205936148762702,0.007123266834427009,0.0018945559588345608,0.005732972371307287,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
