Experiments,CAabs<--ACabs,CAabs<--BAabs,CAabs<--BHabs,CAabs<--BLabs,CAabs<--BUabs,CAabs<--CAabs,CAabs<--CCabs,CAabs<--CHabs,CAabs<--DFabs,CAabs<--ELabs,CAabs<--ERabs,CAabs<--FPabs,CAabs<--PCabs,CAabs<--PJabs,CAabs<--RIabs,CAabs<--pH,CAabs<--Lactate,CAabs<--Butyrate,CAabs<--Acetate,CAabs<--AcGum,CAabs<--ArGal,CAabs<--Inulin,CAabs<--Pectin,CAabs<--Starch,CAabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"PC, ArGal rep2",-0.013127121539278464,-0.008992033856497572,-0.0007615639387883928,-0.004528861198235641,-0.011629294141788373,-0.07550171692262997,0.004379391011527991,0.001016656817360357,0.0008424876410175461,0.011513886439867994,-0.02975496090609919,0.004475520519031721,0.0005060716532170738,0.0015388024293563585,-0.008524098006839103,0.022578722004863345,0.0,0.0,0.0,0.006153357303278012,-0.031160096915608112,-0.006566937995905225,0.001889633038504557,0.00046641484918919423,0.007959033034064552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"PC, ArGal rep3",-0.013977639402516865,-0.010022617436268115,0.004964001368392595,-0.004491427738896825,-0.008172083151611413,-0.10303167206150565,0.006588318656114015,0.003442169871519911,0.0008609139783815889,0.01693338437175209,-0.01608872499316931,0.007269264415583829,-0.005343020287427035,0.0006305743144317113,-0.010090879767455839,0.026992034255103627,0.0,0.0,0.0,0.004384024344723334,-0.036273942369629046,-0.0011766990206458362,0.0026495993882417676,-0.001148356077345936,0.007876068661836058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"PC, Inulin rep1",-0.028869567980820486,-0.01989441224966537,0.006509722759100523,-0.00316936831921339,-0.01584675924175165,-0.11546244479715823,0.008673184188929468,0.006380397878925909,0.002006951983679425,0.015394345711578022,-0.01900848687711087,0.010564103966409506,0.0021114306558262215,0.0038722529787231577,-0.005322127963670276,0.021632628798146137,0.0,0.0,0.0,0.004874016615477473,0.0030573293160308505,-0.009032247857275338,0.00012921256775205915,-0.0029714394445446396,0.007144568643786691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PC, Inulin rep2",-0.019554728039286356,-0.026196029006757517,0.005109777860343456,-0.0007012041116302658,-0.01978664365173741,-0.11538114807145158,0.008862586817280816,0.008735988658260214,0.008705874119292606,0.006296863406896592,-0.019356646607206627,0.0071195262839848375,-0.0033973297663033018,0.0005193712799386542,-0.007333214514973486,0.02394800441339612,0.0,0.0,0.0,0.007316270846534861,0.003659104969013821,-0.00025552480904893394,0.0012717376446182067,-0.004755583469840616,0.007946237061511383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PC, Inulin rep3",-0.022226632918146527,-0.014591877646744255,0.003763517312366854,-0.0021834465116262413,-0.01544722498140552,-0.1192003158750859,0.010388611592352388,0.005683492947031147,0.0064872409403324135,0.012425046451389787,-0.016580415273254566,0.012012070447883822,0.0014189567349173796,-9.853798218748746e-05,-0.007957405773076144,0.017307459539310496,0.0,0.0,0.0,0.004095986004580154,0.0033778662031347106,-0.0046394484236159115,0.0006307821178978146,-0.007007500461556695,0.005115067085081881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PC, Starch rep1",-0.021715447958558797,-0.021851661880923943,6.27907297827974e-05,-0.005920501679859377,-0.015410949303345245,-0.11320964538238264,0.002660134434700013,0.008139547685330565,-0.00011614879254590771,0.012623806081034921,-0.02025665433569388,0.007410791435024955,-0.000833001597361134,0.002468582652509211,-0.008665649128908461,0.004122463693334298,0.0,0.0,0.0,0.005483883480456742,0.004868252473798662,-0.008336778110401198,-0.0010371839526024734,0.03722324279898947,0.005063418031416154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PC, Starch rep2",-0.026331088050183925,-0.027083088823340155,0.0037210085903379045,-0.003593198135495186,-0.01357783323323185,-0.11530196490104903,0.005567668706855989,0.005555489064956253,-0.0003975279866294402,0.011731271328912541,-0.022793163386258208,0.009775605281306938,0.0012414106049320923,0.0015899989245967403,-0.008067310520193795,0.02461955010552298,0.0,0.0,0.0,0.0028384234383702278,0.00418887895616618,-0.008232136192646896,0.00283822677013549,0.019732302210547704,0.004750768701461226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PC, Starch rep3",-0.018434609799561172,-0.030151900684630327,0.00016542712565172657,-0.007011172315952451,-0.01710657511414452,-0.1133379501459951,0.008089676667004825,0.004987203143537045,-0.000654789383777165,0.013227751769802785,-0.01659526046365499,0.006672913454134354,-0.0009783823364837606,0.0012176187556575636,-0.008725898662074048,0.015312496826729992,0.0,0.0,0.0,0.005336474241180853,0.004143511293963951,-0.0065971160950985845,0.0022118252922188153,0.029526560347188605,0.0014754874039102671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PC, Xylan rep1",-0.014269063459201288,-0.01713850986212492,0.0024462428892200617,-0.002495700871063905,-0.014743602861734957,-0.07161549622700973,0.0016845575703138668,0.005174016547812654,0.006483414476229385,0.011369314102286641,-0.015447415157475252,0.006404597744007003,0.003691303838383068,-9.367919780993344e-07,-0.007675437680022284,0.0161104330657558,0.0,0.0,0.0,0.007575042989443645,0.004562021382153033,-0.0001812458986585783,0.001816343058916658,-0.008273842605677517,-0.04270274501801891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PC, Xylan rep2",-0.01530869690870697,-0.012229650144211275,0.004511160925030709,-0.0018691450323570862,-0.010230568772689862,-0.08561255011368883,0.000672272970391947,0.007019721256061035,0.0032505403035743663,0.014310694377530703,-0.0156483054059473,0.006414395462382927,0.002319122083823789,0.0007391519742933162,-0.006483649079772558,0.020560356746004385,0.0,0.0,0.0,0.005187933814119209,0.004088660058650103,-0.0035087635825303467,0.0008702568455853254,-0.005949324662373825,-0.04033032217486338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PC, Xylan rep3",-0.017111697547476403,-0.008538208959454839,0.0023082912035963755,-0.002354798706417735,-0.009674947690218687,-0.09244157230989498,0.004317081172696568,0.007778253599324009,0.004300458089194516,0.011250543387776072,-0.02085005934434858,0.00810630069876259,0.0010121888481080539,0.0014201945337382247,-0.006739262897859921,0.02590160933746533,0.0,0.0,0.0,0.00523897409100424,0.003913203413513572,-5.141201344403413e-05,0.0023265097832137894,-0.005062657929956913,-0.042275699968026444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PC, none rep1",-0.016420381563630973,-0.015197850926355883,0.002691971920430661,-0.006014094193550676,-0.01052032788707452,-0.11856239637529307,0.004376852434467185,0.007431277900256891,0.005777124850587415,0.012144262303005566,-0.01892753917723894,0.006614861058240589,0.0003798213770443745,0.0022001270407980135,-0.010901538506150247,0.02255083484744484,0.0,0.0,0.0,0.006503312587738036,0.0036905390904708314,-0.00807549868456342,0.0011126020212065086,-0.00467127045447176,0.0065906015614216945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PC, none rep2",-0.016145111056552693,-0.02156662016429684,0.005762850188396195,-0.001257885999300264,-0.005455247854644602,-0.11595957591791045,0.0005082078786058854,0.00365020288662477,0.003907062099738553,0.0105473568409004,-0.02689819247546521,0.006747246672484008,-0.0016639216210354484,0.0025604142993688596,-0.008816814490339973,0.02493334104391661,0.0,0.0,0.0,0.006665207337249409,0.0037830323725938798,-0.002088553739542312,0.001078809997574849,-0.0037834042242982186,0.006264887069436635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PC, none rep3",-0.01645046950910579,-0.015731315265663647,0.003964464031159877,-0.005905430865558712,-0.01200730837373571,-0.12818312830207024,0.0058322999914261426,0.007790225358171895,0.0031961604597216297,0.009597080910409042,-0.02195507971739227,0.009050605022771795,0.0010312062010846353,-0.000585639188912782,-0.006794081965292042,0.022955054806714704,0.0,0.0,0.0,0.0071057915213433185,0.004032012061639263,0.0007121018557385956,0.0008376520601185874,-0.001549104425040159,0.005830194435336375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7936904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PJ, AcGum rep1",-0.015865708760578526,-0.013896954896097834,0.00451578029008074,-0.0032836815376173357,-0.01839660741727461,-0.08652197301726451,0.005118504407053646,0.005222874654626304,0.0028980089571665644,0.010732260879806497,-0.015746726049956947,0.0093710322288627,-0.002706849871372635,-0.0010630309954285642,-0.0058694293959574255,0.020948636751960625,0.0,0.0,0.0,-0.02443713862618262,0.004265831278806384,-0.0036386099694804704,0.0018537094139239997,-0.006716470332308252,0.005989833049137485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"PJ, AcGum rep2",-0.018135430619797922,-0.006841520722955466,0.0014582374133169642,-0.0013392981040206823,-0.016790570477870373,-0.08280238554897633,0.005676497549495914,0.007314610777592116,0.003525610694831068,0.007963634160431946,-0.01830972472036427,0.008876297565346414,-0.001484089507298036,-0.002197544457898898,-0.007026349729435008,0.02546169199388136,0.0,0.0,0.0,-0.03437465634704991,0.004050422981381415,-0.00543993146412752,0.0020806913619691694,-0.004878942052071745,0.005986039841716939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"PJ, AcGum rep3",-0.011050528230314906,-0.018140451288358728,0.004071968182582744,-0.0015105618671937442,-0.020770736495879568,-0.0726877044327557,0.00629366832023317,0.00396649029783227,0.0049231409823352655,0.010097460902550003,-0.015020370772955094,0.003309723252261229,-0.0002436051331460464,-0.004154196505180813,-0.0030982926589521484,0.022293850909918547,0.0,0.0,0.0,-0.03578722902996974,0.004397111504592679,-0.007009080690755084,0.0016481389748779199,-0.005860142348842187,0.007104636986147275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"PJ, ArGal rep1",-0.01141200292855501,-0.011269620873711327,0.0038295443847098155,-0.0010644946958531035,-0.01466285452415997,-0.08759870159016414,0.009522939014502548,-0.0010186211222952056,0.004304857201535591,0.014714536243541671,-0.019358103248206054,0.006370748132467269,-0.0044120171327482575,-0.0009848190776326445,-0.007402384426783432,0.020883203118362212,0.0,0.0,0.0,0.005887584872543808,-0.04544358709657734,-0.0012150529636578153,0.003940854841335254,-9.812341833656551e-05,0.009259406446733258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"PJ, ArGal rep2",-0.017541495327922433,-0.016624070561744954,0.004638124389404598,-0.004724731729789214,-0.010944830588996412,-0.07898716501891613,0.005118184140460058,0.005872433742677624,-0.0008731267906048085,0.011532110089266844,-0.01672740225764838,0.005604407807642765,-0.0038495975461873126,-0.00402193315496499,-0.0046698553470725344,0.01410685369406234,0.0,0.0,0.0,0.005301324691284786,-0.027417219392955303,0.0001886690069328639,0.001802247417244045,-0.0003743458437648688,0.005364710172130303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"PJ, ArGal rep3",-0.010161571695723319,-0.007690166851336305,0.0022254069386558116,-0.009049808745357124,-0.018195110793140803,-0.07550458983941512,0.00456302423030138,0.001473937993022527,0.003797977339815009,0.009223702665079724,-0.022169142763384362,0.007392322820695965,-0.002509465336122296,-0.003713871779089624,-0.0069444904476404215,0.020346789583563805,0.0,0.0,0.0,0.004964229515330359,-0.029013007132505823,-6.670967421748553e-05,-0.0008193898708982915,-0.004114780243147502,0.008738005127419126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"PJ, Inulin rep1",-0.030833846130831677,-0.018386785152622244,0.0037142682109366776,-0.004774461341175167,-0.021385281519456345,-0.09597441199489616,0.009933507520366798,0.001532805663618176,0.001210209232839673,0.012777566615153441,-0.020514019588855185,0.013249907581643622,0.0008831921490755926,-0.0035897990942678685,-0.0054056973586028255,0.01883896480737762,0.0,0.0,0.0,0.007108942818912591,0.004006381908600979,-0.0007286503419957403,-0.00012124990197744921,-0.005170729160308837,0.0064024763960729945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PJ, Inulin rep2",-0.02476279802620411,-0.026590646192092785,0.004873912310735744,-0.004871565045958217,-0.024080025523223667,-0.08753681354563346,0.009356942613693802,0.005924008661373092,0.004469500317830935,0.011041518490422857,-0.014522698802704164,0.008099393634633585,-0.004528606840494004,-0.003816660371693696,-0.004213341044431383,0.016055490344085474,0.0,0.0,0.0,0.005641824599694122,0.0035037859055128944,-0.005110912441530011,0.0007728070765733703,-0.004174552912061865,0.007242728111080146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PJ, Inulin rep3",-0.023161488635973494,-0.023322640647265046,0.003223826869983565,-0.0038694977387785908,-0.022700517724522137,-0.1032234716178341,0.010396144386719574,0.0020940879038111736,-0.0003524650159207256,0.016957292837852782,-0.02086156599223614,0.009405782456425104,-0.003984608203172682,-0.0012219711630181874,-0.005772641092877496,0.022046993705020713,0.0,0.0,0.0,0.004965935644101012,0.004128662009130822,6.094354966824827e-05,0.001759200682016935,-0.0021099033105102466,0.008315192416987636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"PJ, Starch rep1",-0.02645432460883802,-0.0342054537751458,-0.0005020684190094478,-0.007217996902763845,-0.013928030238232829,-0.08406207308850505,0.008561461601744999,0.0057502965900031,-0.00278823669661175,0.01556533858180046,-0.019389811242845924,0.009101171717047694,-0.001970750872384418,-0.0081363959221,-0.007813050975515084,0.00573026963255622,0.0,0.0,0.0,0.0026391482624140653,0.004636661765927618,-0.008581634025004777,0.0004397383738647816,0.03239783526821569,0.0030011965029618903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PJ, Starch rep2",-0.02324693983759392,-0.03390697409991514,0.0030616498569195918,-0.007638841345906256,-0.016327006529000668,-0.07957123331556266,0.002035446619106964,0.006808487830514256,-0.0013297142427075971,0.013715626787055625,-0.023606404902582822,0.011805814716287636,-0.00033367321403189045,-0.004112900998443369,-0.00636063292114572,0.001405682038854468,0.0,0.0,0.0,0.002409745034846393,0.0037112918140535995,-0.011568228748034344,0.0007062977586280206,0.030257588616487655,0.004858210577883503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PJ, Starch rep3",-0.019787507795474748,-0.03103763705966147,0.0014143289591778386,-0.006162453317506747,-0.015940509692511776,-0.10618448086252269,0.0074914895506067725,0.0022740655900402515,0.0037291213768449686,0.01719706879420714,-0.02160007823766633,0.008576694941994817,-0.0010407511754469431,-0.005528436154127122,-0.008652907196771016,0.01170356674627825,0.0,0.0,0.0,0.0036643598330291806,0.004318151863461189,-0.006903015444563196,0.0005161708796566182,0.02987475488334894,0.004851295162330973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"PJ, Xylan rep1",-0.012880825507031247,-0.012232294666834854,0.004622440610758284,-0.003093815906481309,-0.013546628190035166,-0.0796143748882142,-0.00011789021844213661,0.0017305071008476348,0.004852077627385205,0.011451726108789443,-0.011376745553517885,0.006821023127572104,-0.0010715023529800519,-0.0018427000381052486,-0.004707798752933739,0.021289238379421555,0.0,0.0,0.0,0.005181692124090411,0.003837208520959721,-0.0012034203789450893,0.0003839255852455448,-0.004272985499013554,-0.04143556610935114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PJ, Xylan rep2",-0.01865606614811854,-0.015145364554429597,0.004716717145321042,-0.0030839602818543265,-0.011988466168669137,-0.06699548643421042,0.0024423815648664114,0.004705824704671448,0.0043440230868079435,0.014829561905088747,-0.013509275357831611,0.0070888958634300675,-0.004059776389463383,-0.0011191232333129136,-0.006914651378650555,0.016425210589712316,0.0,0.0,0.0,0.003269282675940881,0.0031344528056003835,-0.006177195862612939,0.00372178350659934,-0.00475584608248689,-0.03949963077902794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PJ, Xylan rep3",-0.015256765769286591,-0.017273600673811004,0.00525952516800978,-0.0010921997238289244,-0.011515003645961936,-0.06204579115760596,0.002264328368685461,0.005655845718627626,0.0024211057275533698,0.01456075607037003,-0.01880550120364536,0.008963804869827896,-0.003890794627368452,-0.00591367880898443,-0.003630624598061497,0.011106323533776134,0.0,0.0,0.0,0.006918119534172793,0.0036943289773030703,-0.0009229127216068174,0.0020322077924554986,-0.004461877806620164,-0.045294303812763906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"PJ, none rep1",-0.016851902764967897,-0.022918121240694412,0.002262028753757475,-0.004535958150571044,-0.021203816235065457,-0.09483932096511127,0.0035729697211222197,0.003285959102213382,0.002577845611694183,0.012501868277110835,-0.015471853857690636,0.004850598170676013,-0.0027608727596022866,-0.004364709185267036,-0.006180895341729576,0.02239445976912975,0.0,0.0,0.0,0.006605113853107797,0.00401625319976698,-0.0038315809670497083,-0.0011044161699034932,-0.003454480740157041,0.008224123238839885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PJ, none rep2",-0.02056351453912529,-0.025072267925874758,0.002938173144039782,-0.002172560136426581,-0.018368586447428573,-0.0914361791363494,0.005609174116768621,0.003696867103942415,0.004797324821014296,0.008775594032962216,-0.022856757254763084,0.006991720524701205,-0.004971234127879143,-0.002081841663880784,-0.005950371866876428,0.0187139847823842,0.0,0.0,0.0,0.006196759590371089,0.0035656432333317644,-0.0027754228494384077,0.0028397630222819045,-0.003656163554299964,0.008553186450153589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PJ, none rep3",-0.020824049450457096,-0.008147701123221355,0.001140793746506624,-0.002258218059485608,-0.01409866076132113,-0.11312270913103765,0.004381456845863299,0.0034885554794560794,0.0041015838086605055,0.008619272886690767,-0.024247653607956384,0.007882002500647845,-0.002158369799567897,-0.002539582694457337,-0.0075207052295180885,0.02347598507661711,0.0,0.0,0.0,0.006589071787893772,0.004134295128963208,-0.0017188149758360603,0.0008718488805673355,-0.001780311282385482,0.00650520129298622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RI, AcGum rep1",-0.013570387715643105,-0.010378716843710702,0.002556419948285277,-0.002101384306495841,-0.014553391323848204,-0.08681126803159717,0.003805215170776303,0.003109320264986968,0.004080453020605173,0.008530791298570957,-0.015568774616853758,0.005038470050150696,-0.00038322170011021855,0.00032756437970833457,0.001132914581420747,0.023873876384036107,0.0,0.0,0.0,-0.034460808941247784,0.0029560769247737807,-0.0056861047378995175,0.0004365433024411849,-0.006326822624965148,0.00676652659916065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
"RI, AcGum rep2",-0.011589060002429917,-0.006937239610336047,0.0027975401451641843,-0.0028804407201030034,-0.02055292349139398,-0.08791214618831872,0.005772999193180692,0.0013880301266908659,0.002452594976533544,0.015406714943660936,-0.016820346782491963,0.008910168693824248,-0.004352102090011942,0.0009515841203657067,0.0010732635042884143,0.02156899214129556,0.0,0.0,0.0,-0.041728455635972994,0.0036901149119843127,-0.005310530207035216,0.001813445927744562,-0.0024178483692759824,0.007448935867710545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
"RI, AcGum rep3",-0.013549530733038084,-0.011845653869888999,0.0026139941574497647,-0.0023573540930043554,-0.021433888326653026,-0.08473973273722964,0.004994685114784674,0.005994217974895777,0.007131738703359258,0.0103991243920543,-0.015466344109313053,0.005647273717278783,-0.004111178883097389,-0.0006041466715660947,0.0010282993485981754,0.020000798272138295,0.0,0.0,0.0,-0.02862346559762955,0.003823201839219439,-0.007597128457643767,0.0009192450581626449,-0.006090281019833958,0.006639416840943422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
"RI, ArGal rep1",-0.016709151207046077,-0.012021033074706795,0.0037739602510224696,-0.0030788961222225964,-0.010922797076742758,-0.10086501480842179,0.008367621438069775,0.0044653233242305836,0.0001877532509917562,0.016525629630142993,-0.016226467251438986,0.00611337715590542,-0.0007501446015455482,-0.0018326927823099242,0.002211058000949295,0.018117776171050287,0.0,0.0,0.0,0.005233939665962349,-0.03404846393926577,-0.004891108542003419,0.0010473428734324173,-0.001025599082085219,0.009100878248837862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
"RI, ArGal rep2",-0.007903716393153778,-0.004183859423818914,0.006520145315338263,-0.0008858661556785777,-0.021913541978733107,-0.10035530261864718,0.008897620652886956,0.006155694560571147,0.002692325514825907,0.011778690940277144,-0.02646668060259386,0.009427017234265804,-0.0029771911505271083,0.001187203665348619,0.0025100470232692633,0.02402033499188044,0.0,0.0,0.0,0.005793581015684388,-0.04272276601161469,-0.005964869545264678,0.002930691309950567,-0.003377689306031574,0.007611421956257387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
"RI, ArGal rep3",-0.015310379402203993,-0.015449935975061224,0.0005870068513534267,-0.005063638331537896,-0.0076393601027402004,-0.10655769143930892,0.01071276396851648,0.0054561012119732095,0.0034307848526672897,0.015486521961336786,-0.020464697158472104,0.007845757376741279,-0.00035778587514703926,-0.00028383112089200427,0.0011380659992044628,0.023578019450333984,0.0,0.0,0.0,0.007212080088528722,-0.03988629663532431,0.000887971859086644,0.00044394500553607903,-0.00020903380079702943,0.007216922888024285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
"RI, Inulin rep1",-0.019215876854617484,-0.0191107332774184,0.004142982295968315,-0.006693448786708442,-0.023470521416853775,-0.12272413281554527,0.006823695478114217,0.00295044718818231,0.0025963113186034284,0.012848726280710914,-0.01408570457419211,0.012165936062281781,0.00310312321917577,0.0026942299848253097,0.0019786770777268825,0.02360620749775659,0.0,0.0,0.0,0.005593652569434857,0.005160290199247272,-0.005222210350700397,-0.0028242541273886495,-0.004491139575839045,0.006947033926844595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
"RI, Inulin rep2",-0.01907866912809285,-0.007367058968679474,0.0037847298417579044,-0.003927734595808117,-0.026576012295078152,-0.1356983815743165,0.006604141576046294,0.009760905978354542,0.0010419393161481077,0.014283536919815975,-0.01850056636231867,0.006589656069197438,0.004225177659907125,0.002579429403624751,0.0017925294166938838,0.018950628184459428,0.0,0.0,0.0,0.00579716831107031,0.004044028784741054,0.0003272048180753525,0.00034294408153403807,-0.004213396127928388,0.008011090010404587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
"RI, Inulin rep3",-0.020510027428919615,-0.014358095789158887,0.006497774666005914,-0.0048987234079025,-0.02635520511391488,-0.1279891349104318,0.0063700767335566595,0.007297537130388346,0.005673274330117483,0.016222115568816663,-0.01934344738891179,0.009625062041661957,-0.0011259183287620552,0.0032717903313988998,0.0016918456249616352,0.020756798257881945,0.0,0.0,0.0,0.006536865542558106,0.003388592404398052,-0.0010502107695422405,0.002763594500720499,-0.00825949335640127,0.006568220681087537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
