Experiments,RIabs<--ACabs,RIabs<--BAabs,RIabs<--BHabs,RIabs<--BLabs,RIabs<--BUabs,RIabs<--CAabs,RIabs<--CCabs,RIabs<--CHabs,RIabs<--DFabs,RIabs<--ELabs,RIabs<--ERabs,RIabs<--FPabs,RIabs<--PCabs,RIabs<--PJabs,RIabs<--RIabs,RIabs<--pH,RIabs<--Lactate,RIabs<--Butyrate,RIabs<--Acetate,RIabs<--AcGum,RIabs<--ArGal,RIabs<--Inulin,RIabs<--Pectin,RIabs<--Starch,RIabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*BA, Starch",0.005775768844918774,0.027685342451388182,0.003095089224251833,-0.0023539629849520603,-0.022944356355477466,-0.0021380527893250633,-0.011888291581787848,-0.002432002845135601,-0.00029786605387926215,0.020154399705881423,0.00425417922437191,-0.005703907812183557,0.012729295143349601,-0.007978830229152332,0.03100887078791857,-0.051640786697918724,0.0,0.0,0.0,-0.010052756030451165,-0.010398450216109105,-0.04199729703366755,-0.012917148325253617,0.12004087514159356,-0.04281706308099356,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*BA, Xylan",0.004603299380026082,0.03784214140677993,0.004724814695390788,-0.004740964201363652,-0.022082600756125018,-0.0014014718579975069,-0.0042600688338279725,-0.00033266863023692834,0.0016381214863874687,0.01425487852909349,-7.625140588391773e-05,-0.003704853311858397,0.0067761278762058785,-0.008337726460939103,0.052037287537347196,-0.03958175862377341,0.0,0.0,0.0,-0.003618925555863165,-0.007193374975838443,-0.04334187497130849,-0.019158681231466204,-0.033539747561920775,0.18121985229917553,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*BH, *AcGum",-0.0002961200983686883,-0.008386865149844778,-0.00028816417198289547,-0.000713556297123432,-0.004806589592586863,-0.00022674778645688848,-0.003581594177945094,-0.0003294615752317694,-0.0004396520182490347,0.007421222644096071,-0.00018399422480301395,-0.0017846582728353417,0.0003624894944104284,-0.003757517801767046,0.015805015990679912,-0.018959098288958722,0.0,0.0,0.0,-0.0013022931495850734,0.005546087378805333,0.0004361018403009934,0.003988103995268996,-0.009306213974275373,-0.0006996771456165746,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*BH, *ArGal",0.0024188505485653877,-0.008059836145151744,-0.00011282942511818707,-0.0012508462674238456,-0.004533165886320851,-0.0012961031293327163,-0.003038597130639987,-0.0008352514559572394,0.00027284830808639544,0.007898441200906582,-0.0007437393848191619,-0.003488383448936722,5.1992572844028383e-05,-0.003961985598910938,0.016907452422786847,-0.01478891715746034,0.0,0.0,0.0,0.0036438654972748316,-0.00413779230280356,-0.002285918495194478,0.005669788890941576,-0.005075609148903326,-0.0047574350068515,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*BH, *Inulin",0.0007278263399546792,-0.011030094061385502,-0.0005760196596384049,-0.001202990460124883,-0.005147277706048705,-0.001106999221850525,-0.005660530592907559,0.00029571777717633753,-0.0005673619156534028,0.005602040422910994,-0.0011930165372111587,-0.002011904283003373,0.0010355124520984565,-0.0033416501398790964,0.012546020292422992,-0.017239356521855702,0.0,0.0,0.0,0.006009417101740838,0.005022892616689205,-0.01103564916009253,0.00456776651469144,0.0007646415721286424,0.002037842917171392,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*BH, *Pectin",0.0017613296617161147,-0.007871458462693475,-0.0004904996028000663,-0.000973275297067382,-0.005567891001701354,-0.001812315000729127,-0.003682552403347059,-0.00025124137374487807,-0.0005714133991436533,0.005361069776117802,0.000788748027248816,-0.0027288604019717723,0.0015369416129860016,-0.0024833420359275556,0.012060343758626418,-0.01651373369449919,0.0,0.0,0.0,0.004485702870244331,0.005127680230547081,-0.002632051100107757,-0.0039039607176726515,-0.0037856167046861223,0.0006432245265353807,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*BH, *Starch",0.0009957871857014572,-0.007728432562540879,-0.00040956391190940665,-0.0014731004664843737,-0.007124425775625489,-0.001241792179644107,-0.0037665727497501814,-0.00011137113313783309,-0.0008433463492176749,0.005578229508616707,0.0004974479228258131,-0.002169356193732132,0.0017470408129421145,-0.0034658537703481586,0.01132591368461197,-0.012984664094719017,0.0,0.0,0.0,0.006552717252211138,0.004336919158019803,0.0005632597817616034,0.004005832760171457,-0.018622310659424827,0.0028344589912078604,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*BH, *Xylan",0.0006534320725636051,-0.00798307621682232,-0.000642720674249259,-0.0009205761721188372,-0.003696732473644344,-0.001929452077231624,-0.002315100102939389,0.0008161150901155046,-0.00041838905012065705,0.004152451042424549,0.0011302860690788792,-0.0015235794504935096,0.0004674011502753606,-0.0016036681255156345,0.008171194713901387,-0.01674428967589682,0.0,0.0,0.0,0.004379135705530643,0.0035359045727686444,0.0016866064139387826,0.005793710699812934,0.00034187382933768313,-0.014853710945356974,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*BH, AcGum",0.00022694956511259092,-0.006974786242300812,-0.0009061593189835549,-0.0010651638054034929,-0.0032580530372532932,-0.00047566406767476715,-0.0009749109399589625,-0.00018485066904263045,-0.00032173736190254016,0.004310456829314883,-0.00023510137742215937,-0.0011276714097369805,0.0010026767612858253,-0.0020084456693042407,0.008789927265183494,-0.013302156898108392,0.0,0.0,0.0,0.019720345589924942,-0.001869869330389933,-0.006002556539394638,-0.00466956715014848,-0.005936375504190272,-0.0062404579161243,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*BH, ArGal",0.0015482108464295213,-0.004897816221822392,-0.00090680525384166,0.00032747409899126296,-0.005913849479772829,-0.0007776456156914884,-0.006800779761238534,-0.001317610195414586,-0.0005402564088051971,0.004426700923253189,-0.00013311996717344638,-0.0015886535868048666,0.003128877082331614,-0.0024408059973608366,0.015320668643848463,-0.013792856623503299,0.0,0.0,0.0,-0.0011052545058456336,0.03487872733988546,-0.012614623257382346,-0.0032683377272703425,-0.011880731958557256,-0.013154682533984835,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
