Experiments,ACabs<--ACabs,ACabs<--BAabs,ACabs<--BHabs,ACabs<--BLabs,ACabs<--BUabs,ACabs<--CAabs,ACabs<--CCabs,ACabs<--CHabs,ACabs<--DFabs,ACabs<--ELabs,ACabs<--ERabs,ACabs<--FPabs,ACabs<--PCabs,ACabs<--PJabs,ACabs<--RIabs,ACabs<--pH,ACabs<--Lactate,ACabs<--Butyrate,ACabs<--Acetate,ACabs<--AcGum,ACabs<--ArGal,ACabs<--Inulin,ACabs<--Pectin,ACabs<--Starch,ACabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*BA, Inulin",0.022437065777114847,0.0049448743657293645,0.004718135601248253,0.0012979818067767386,0.028192028421061964,-0.019523449954153466,-0.01682671149515293,-0.0006515294101766562,0.0008960536164654933,-0.01193206999704919,-0.028046782207251954,0.005001880293712019,0.013845451156693422,0.010202379064973106,0.0011017940879206767,-0.006841915204105053,0.0,0.0,0.0,-0.0024010586611587902,-0.005614356657659463,0.06339038920504127,-0.035389632291414515,-0.012295616674660281,0.0027349870584227813,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*BA, Pectin",0.0617234289188954,-0.011316549982875583,0.0012835370588370374,0.004337094167078081,-0.00790224390019748,-0.012101928823712204,-0.02221611443060366,-0.0010093336797911995,0.001087328890677204,0.006702599268914624,-0.027490703361955558,0.002597560176456513,-0.008545336079021746,0.0034488869890232,-0.005430000006983227,-0.008085659778761594,0.0,0.0,0.0,0.0004742606915533525,0.00032789165069433947,-0.018716782310300252,0.24206864978186793,-0.008813732766800302,0.004158609316430312,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*BA, Starch",0.016840656715529884,-0.02158094396814704,0.0018775380047207522,0.00946168161843988,-0.0013177300142970952,-0.009963043021376834,-0.013349156079983167,0.005208256560462443,0.000990085865116932,-0.006545141347768634,-0.02118247856386006,0.0002279582306404011,0.02239828248169612,0.002917625288563697,0.00022087777880105063,-0.02117853403768756,0.0,0.0,0.0,0.0017324263077567916,-0.002227170544422487,-0.036790730174292206,-0.03024760512889109,0.06699242863126775,0.00023408140394497913,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*BA, Xylan",0.002073757724667138,0.020970933811569756,0.0009257666173983694,0.0010331426992673766,0.0010276328484443104,-0.005933683049780402,-0.00678880865092982,-0.00028622202236544043,-0.005034235908057203,0.012817461846226995,0.005299059409986842,0.0008590946422720496,0.0017330387844280766,0.003884609449146823,-0.002245820269665935,-0.019813195062293246,0.0,0.0,0.0,-0.00018948039378632292,0.003335974983532321,-0.026407080837102102,-0.02175075086341663,-0.0019247760615226895,0.0011329503983936518,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*BH, *AcGum",0.019807256306098264,0.007035664605315439,0.003396776297383688,0.005118449452248487,0.0013737190032208503,-0.013499812391501935,-0.022269106526774437,-0.00249049314467067,-0.00021994551982391927,-0.0008317884785885167,-0.030108931180597705,0.004147192061116751,0.00026319108056751096,0.004262435932389715,-0.006271562842144207,-0.02329588174904612,0.0,0.0,0.0,-0.0014640762148932977,-0.00235884759998457,-0.01612959547730332,0.010195155355402014,0.003960578720169989,0.0019533244799822573,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*BH, *ArGal",0.02258574336005205,0.012750032399357724,0.005896420372142034,0.004953365094790405,0.0027752020701088693,-0.012559160856022078,-0.02214913643811914,-0.0026153832724825896,0.000412058599970557,0.000354290856895121,-0.03057250813073055,0.0050600734166800975,-0.004956588277762589,0.005674175918948923,-0.004428986742753874,-0.023762617724185642,0.0,0.0,0.0,0.006301651419225063,0.0002639367075806304,-0.012614278884773901,0.010061478577554227,0.006212833029302684,0.0032511151463470683,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*BH, *Inulin",0.020230767407708548,0.007621677240187471,0.0031928401906043302,0.00046809318221428266,-0.0020246776565909386,-0.01160489344630729,-0.022662247095087712,-0.0033924293534999543,0.00046670987101440995,0.0033380981873382216,-0.02989284173246812,0.003222090864384716,0.0007589116853407835,0.00491375178776004,-0.005359679872847416,-0.024991903319446875,0.0,0.0,0.0,0.0052621256568553786,-0.0015681304630230763,-0.026109630001539538,0.007483588953248479,0.008168384738435801,0.0006521902893754563,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*BH, *Pectin",0.004753737917847253,0.006736300823024727,0.0010726148973811765,0.003775045185942542,0.005012149980122394,-0.013881697756322945,-0.022792015815661707,-0.0034222646531733595,-0.0002974130357192328,0.0010680490173399456,-0.02784506196748804,0.003361771718006243,0.0009473002939061685,0.003683862937614321,-0.004959991514174776,-0.03249142478474162,0.0,0.0,0.0,0.004997572574595158,-0.0019836378901858212,-0.020026498158377676,-0.0390433040549132,0.0043257702294398435,0.0023974722115830942,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*BH, *Starch",0.01443432160314511,0.0035442458990622653,0.002603718987242742,0.002422917728227649,0.007931825590573928,-0.012333635734394192,-0.022869811575351787,-0.002416216630319303,-0.00030117611739445847,0.0031807138398289676,-0.02777547522448003,0.0034878696619787004,-0.0007212106942791822,0.004757865915413607,-0.005027277186004952,-0.02133011867884885,0.0,0.0,0.0,0.004459734078158031,0.0007377156996252867,-0.015052337124097075,0.012607170051302423,-0.012259702000089669,0.0007948534004390255,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*BH, *Xylan",0.015866427420723167,0.005324460441585291,0.001327635679732671,0.0042082201867279685,-0.0008366536662321194,-0.013363040363924073,-0.025123296830464496,-0.0031638935005122953,-0.0004271385259926327,0.009929317287592727,-0.028160878880457443,0.0037813748317686007,0.00020859038795937278,0.004283338697119193,-0.006288111802529206,-0.024436296574263407,0.0,0.0,0.0,0.006417166290127418,-0.00045550582591782907,-0.015156917255371811,0.01274519614282657,0.00562655129215934,0.00232822815040973,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*BH, AcGum",0.0034147309952161533,0.0057313018740916795,-0.010111895824189891,-0.004249491197141734,-0.009182037262415343,-0.008573704475367611,-0.01699590532193807,-0.00287681619213386,-0.0013215863095088437,0.00394169355827299,-0.016334679694846272,0.0007825059282847415,0.001433146783066068,-0.0008282189968634737,-0.004636496312238952,-0.035684557199816815,0.0,0.0,0.0,-0.004447396382350813,-0.002366673358800737,-0.02361106273887509,-0.033544468313286245,-0.015099520529197023,0.0034272640562531616,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*BH, ArGal",0.008432223845950581,0.006267331280660899,-0.001935567549345169,0.008855387405915693,-1.969209110194998e-05,-0.008349123686044057,-0.01196871377781711,0.0020568183166059582,-0.0002730577303604647,0.0018723436351865525,-0.013803141349079933,0.0013560168402777478,0.011039232987571847,0.006590204603800719,-0.0005246963436630629,-0.019843823134221814,0.0,0.0,0.0,0.0008955317905003375,0.010813708179207009,-0.018755628301508044,-0.027455328995869912,-0.0007539106185801996,0.01022324826314368,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
