Experiments,ACabs<--ACabs,ACabs<--BAabs,ACabs<--BHabs,ACabs<--BLabs,ACabs<--BUabs,ACabs<--CAabs,ACabs<--CCabs,ACabs<--CHabs,ACabs<--DFabs,ACabs<--ELabs,ACabs<--ERabs,ACabs<--FPabs,ACabs<--PCabs,ACabs<--PJabs,ACabs<--RIabs,ACabs<--pH,ACabs<--Lactate,ACabs<--Butyrate,ACabs<--Acetate,ACabs<--AcGum,ACabs<--ArGal,ACabs<--Inulin,ACabs<--Pectin,ACabs<--Starch,ACabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*EL, Starch",0.020351553215560588,0.013043787221170288,0.0005567295061932365,0.003336323620751501,0.002086668542840264,-0.018485919914462343,-0.022502956558018924,-0.012208894122899936,0.0018436191722073355,0.00431085785935548,-0.029968801987442107,-0.0029159327875822785,0.0005135732186450193,0.004484672006219626,-0.001186162919991396,-0.02542752578007904,0.0,0.0,0.0,-0.005584690012037756,0.002258835213936188,-0.04313155099326236,-0.031588259673762054,0.07764614920978521,-0.00484077028168196,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*EL, Xylan",-0.002670283983038231,0.00042282416993244006,-0.0004536963559009805,0.0021300500394268477,-0.007038108631968499,-0.013822083824568177,-0.010554234548895196,-0.0019793668541718623,0.0009051552601158628,0.008626690650866794,-0.022248158784244552,0.0013138296988538713,0.001533885682848367,0.005251957975666632,0.00028057883493602426,-0.04228810039941561,0.0,0.0,0.0,-0.0010257486897436057,-0.0017418787721544511,-0.04225487920963629,-0.03570292042144998,-0.020444891430776227,-0.02691001658581875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*ER, *AcGum",0.035838559455322945,0.006152931025082415,0.00035638217560269734,0.001565689041533254,-0.006207074903121048,-0.015278413819826465,-0.023853238500993367,-0.0031240353690968306,0.0015651496254246338,-0.0009863531470976081,0.04289525220339948,0.00425335738977248,-0.003328806858679111,0.007972380549392916,-0.0048390892977741625,-0.013067500575191593,0.0,0.0,0.0,-0.0008731160439889525,0.0006062606078657238,-0.019088720099323178,0.013478513002734293,0.008590177179906856,0.0006013115893372073,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*ER, *ArGal",0.03547661237418653,0.009974796921014786,-0.0011175870582122694,0.004381726066666573,-0.0023314279207790416,-0.01306673339991407,-0.021929366723210972,-0.0026782940141856677,0.002901173275472087,-0.00442201977680353,0.04260223857211796,0.003977079885927113,-0.0039220789328894825,0.0060415062274445175,-0.005779825487936084,-0.01292231275869364,0.0,0.0,0.0,0.006332802834327925,-0.001378776892511684,-0.017458982373672452,0.011071760448711838,0.010220129893754011,-0.001056575085121121,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*ER, *Inulin",0.03016462242654101,0.011334720195525073,0.0008436666039580656,0.0050561343124983,-0.006748076938939365,-0.012619942443614656,-0.02375235391950066,-0.002583084575493228,0.0017815010461278936,0.0054634166119450845,0.04055000622333451,0.004456150906837799,-0.006938372595574367,0.006251890480687674,-0.00725808765061877,-0.01625789668919011,0.0,0.0,0.0,0.0050431352294981495,-0.001213081628930839,-0.03408149326220155,0.014711925613439895,0.006834193452854048,0.0003282752726227025,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*ER, *Pectin",0.022442611749707294,0.006843668979338624,0.00043237425640902695,0.0030732806577262535,0.0004852408069101238,-0.01267200007018718,-0.02310598213225603,-0.0033853335754776546,0.0010908862381157553,-0.0029454153894700793,0.0390171557944268,0.00500726843591441,-0.0006699017731642182,0.005636734806678512,-0.005856687872755257,-0.02063573707064444,0.0,0.0,0.0,0.0051895406901497744,-0.0030657723012634305,-0.020829529018056667,-0.04108112706294791,0.005275283197618344,-0.0008611074208535927,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*ER, *Starch",0.026177676447921173,0.007118003755299881,0.0021623625911094914,0.002636975123631682,0.0008570921912112031,-0.013098432502963324,-0.024137912063266743,-0.0028014129061590533,0.0010395990659228767,0.0003158044594932708,0.03877727777273818,0.005432028670541266,-0.0026499207580292757,0.006582318142225798,-0.006402140431614086,-0.013875024314461783,0.0,0.0,0.0,0.005171917020766573,0.0020051315672356966,-0.016109548830003904,0.013751300856979055,-0.016153603888709435,0.001160295105285266,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*ER, *Xylan",0.039600283191962675,0.0073746408259665434,0.002406529062850907,0.003545462549240751,-0.008287240756167605,-0.013351571962914683,-0.02895637636242265,-0.0013715539051389163,0.0022052096338434643,0.0004391942884434343,0.043438410253518016,0.003452011149545961,-0.0033285623365505172,0.006817735576663505,-0.006579902534457769,-0.01544499581341039,0.0,0.0,0.0,0.007243004130538217,-0.0006768603004853828,-0.01896945587867363,0.015449336725710467,0.010183881249448114,0.003940760060636836,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*ER, AcGum",0.007694808701053261,0.007619905975562604,0.0017466047888791006,-0.0010016500196334999,0.0010682166596366603,-0.009546616101976147,-0.020126621947539124,-0.002104920501905409,-0.00020874626680531224,0.005997010029175065,0.01769564552571286,0.003583342532034624,-0.00010105644860728163,0.0047384168106046586,-0.004303891342133283,-0.023364980075169704,0.0,0.0,0.0,-0.0032761804590171013,-0.0021939966124905775,-0.03802882322787561,-0.04000426912680269,-0.019020074442536988,0.0022893228237940507,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*ER, ArGal",0.019360134234990587,0.0025742474062876272,0.002456746859983965,-0.0010449585597962134,-0.005392442567443306,-0.011324149482798846,-0.024480315491726454,-0.001110063002190808,0.0009893432022495716,0.005735576052049342,0.01731170633215118,0.001992251054299149,0.0013222315153953704,0.007259091060100631,-0.006258970120583069,-0.011337518711489707,0.0,0.0,0.0,0.00020831474018367937,0.010475308735092934,-0.03549310131591152,-0.03426680820147422,-0.009235514009540733,0.0038533652887086985,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*ER, Inulin",0.041094407041303134,0.0031015121445737075,0.005922009812837297,0.0020796486828476217,0.02861938169734044,-0.01671897684901275,-0.02359532758339562,0.001689981465989892,0.0010056683624332628,-0.006349550704895096,0.04455469832755625,0.004415642243217337,0.013188231836327098,0.009758146610110997,-0.00022272812795232457,-0.009666723906993864,0.0,0.0,0.0,-0.0009927991422062554,-0.0035952955086461552,0.07175768424502826,-0.03642045861025425,-0.01829700224863535,0.0031633236547085357,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*ER, Pectin",0.08881787264126945,0.01629293901083822,0.0020464309542016514,0.0024001761229539443,-0.017172079911794178,-0.013268311983821068,-0.025856144818562,-0.00029296908442946794,0.004377272081646052,-0.002090028780935838,0.03969849992289462,0.0026192403847182352,-0.010593784764747729,0.005966533501209185,-0.006719655000858685,0.006772801401093604,0.0,0.0,0.0,0.001297529979016295,0.0035344838588075218,-0.020284180576828386,0.25585598958571526,-0.01275356044146148,0.005337406589056957,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*ER, Starch",0.0354596453583376,0.02125567675144835,0.001527049937708814,0.005650672157379716,-0.0024345883236012683,-0.016752413808452816,-0.02933373281478204,-0.00664840321564539,-0.00044195967303081,-0.010381003848531028,0.04140777427279813,0.000750403349203142,-0.007593430401757358,0.0034445920730517676,-0.006131404429166154,-0.024142742684449662,0.0,0.0,0.0,-0.005582419312982398,0.0004258244459263309,-0.03358807142231275,-0.04094013347036459,0.09151054164225404,-0.0034223374707454974,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*ER, Xylan",0.006326137025925246,0.005179097698154775,-0.0019362499327822183,0.004843370653688908,0.003173880710012533,-0.011278008934618396,-0.016441104445945133,-0.006204388846897265,0.001443250357088716,-0.005260260359130121,0.03438133146952499,0.004544488805430855,-0.005962759939615022,0.005008592878214336,-0.0015953549310903663,-0.03188739826564085,0.0,0.0,0.0,-0.0022981332327154545,-0.002401506883007559,-0.0393817551180043,-0.04214669028805062,-0.03248878664421764,-0.02472269339656288,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*FP, *AcGum",0.013159403190524738,0.004711155772039835,-0.0011142339989204304,0.003868171810595827,-0.0005170458326624203,-0.013698450455611404,-0.021815577808936882,-0.0024906709265302526,-0.00019913086667656835,-0.0034223380600186927,-0.03411851613782346,-0.008246805148029866,-0.0037199149678715264,0.00709253469312733,-0.006219980299303477,-0.023225502503019843,0.0,0.0,0.0,-0.00221914191306992,-0.00018870463933456962,-0.019394892644645143,0.009248575867069042,0.0038332716392522515,-0.0010600792531940064,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*FP, *ArGal",0.015894768917086445,0.007856678846715525,-0.0031550764309411687,0.004257786665958437,0.00018889074383134243,-0.01500571540726179,-0.021245821841399778,-0.0033909423581578516,-7.584977810355821e-05,0.002242317891425707,-0.028878415962681172,-0.008301779570227319,-0.0062841435725038705,0.007482134156267753,-0.004667876924980769,-0.024744656107134444,0.0,0.0,0.0,0.007278685546056791,-0.0008317177607254551,-0.016913940061561085,0.008046895470470189,0.004812891616232016,-0.0010416169862516905,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*FP, *Inulin",0.013244785773144524,0.007202375281432816,-0.001961417933079329,0.0006089482549577952,-0.004249386474151504,-0.013058245988054707,-0.02316358363509855,-0.003909839031032541,-0.00028875329277732126,0.003862596817991951,-0.028046093614433297,-0.006067595020444557,-0.0030248845791952163,0.006212204448370771,-0.0037581308567049836,-0.020186116007072007,0.0,0.0,0.0,0.004453720825470306,-0.0020837189528075126,-0.03204961565492505,0.0023238021702590315,0.0054847003147006045,-0.001838011184537954,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*FP, *Pectin",0.005852893338623372,0.003204237027093769,0.00016736257651990107,0.0025863315689970156,0.00026520218276841995,-0.014317108522253957,-0.01929526346396993,-0.004260665080933407,-0.0002530538350005036,-0.0025021073823286743,-0.02796662105755373,-0.007452219432558527,-0.0023568821927024554,0.008186132789335469,-0.005414268927310002,-0.03154724346558479,0.0,0.0,0.0,0.003966678664596243,-0.0014640632712028256,-0.02449357267045839,-0.03796564307402481,0.0028912209169092485,-4.7836340117184044e-05,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*FP, *Starch",0.015049091216854075,0.004376456391235644,0.000259344776753675,0.00251782050610266,0.0016197908762842406,-0.013529749579558313,-0.020684364735233513,-0.002836219941011885,0.00047838204455646574,0.0006394422503018909,-0.030060698894614525,-0.007476235443556848,-0.0006400517797605567,0.00686799409121952,-0.004773517074910077,-0.022549461265179246,0.0,0.0,0.0,0.0043104272327301185,0.000629507892511109,-0.019877629972655665,0.009898429234427486,-0.013893543704497545,-0.002389059118418531,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*FP, *Xylan",0.016618159229613162,0.006291599917987529,0.0016799600168385285,0.0036571104147217494,-0.0014424350222742009,-0.014012302940880711,-0.025473372515460304,-0.0027810691898180672,0.0008761541486125095,0.006270128737457774,-0.03376262265511534,-0.006440276429903779,0.0008516230679709801,0.004973662780089812,-0.0064455888157879775,-0.02457792384973304,0.0,0.0,0.0,0.004858063202859326,-0.0009776195130226284,-0.019007285607301378,0.007170163258402185,0.004443901543590156,0.002508515577593987,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*FP, AcGum",0.0032889278029853645,0.008867324306206271,0.010836754023012792,0.0002898472767661919,-0.003599423347041012,-0.006563105616210538,-0.00454183173958551,0.01244889050976119,-0.0009409131770106878,0.005707397246733309,-0.0023949913545088337,-0.0016688831463794818,0.013176708660003813,-0.004018695468760349,-0.003438872823661024,-0.024369847805831915,0.0,0.0,0.0,0.006987126975066282,-0.002825101997533982,-0.017790251102467833,-0.024254358802837404,-0.009674205317754637,0.009196868836879729,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*FP, ArGal",0.010687833285297859,0.008052970082075757,0.0031718192825263185,-0.0007821642421185969,-0.0009914126882160255,-0.00879734436134723,-0.013528114689344707,0.003142875200984153,5.501774901693539e-05,-0.0005903329911895776,-0.011383055207234894,-0.002678350085731257,0.016299156223169783,0.006792254187166694,-0.0006949479894881893,-0.016723866875876084,0.0,0.0,0.0,-0.0015726101093671541,0.018772732465612618,-0.024126858138055964,-0.02334132050502707,-0.00512643080035394,0.00808150725354525,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*FP, Inulin",0.019499424934725867,-0.0003183086724443869,0.004710878257385711,0.0028602530324662273,0.030091061395677646,-0.018832909085533835,-0.019757969391278246,0.0005523330134085641,0.0010636199638247499,-0.008624174411154607,-0.028418251391161574,-0.008003549738363785,0.011584550665522164,0.00696558799763972,0.0014759565153243859,-0.02205338008786467,0.0,0.0,0.0,-0.0023850841473110696,-0.005982921145517719,0.03953977200710638,-0.036962369168177245,-0.014800159103152428,0.0026967573343691497,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*FP, Pectin",0.06636321149766446,0.009232018391009084,0.0017400898183272651,0.0032514561797407516,-0.012905124701898212,-0.01352746310135858,-0.021994507366960694,-0.0012801232256672592,0.0020072592193768756,0.003378096532753923,-0.02868995788507163,-0.004798098260706127,-0.007419852951372211,0.008723481389778583,-0.006024228580804037,-0.0025252766077491343,0.0,0.0,0.0,-0.00010813957164910876,0.0005331674379042594,-0.017529100297357547,0.2424938086005435,-0.00991352768445557,0.006590595504438338,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*FP, Starch",0.022038876005363736,0.012907919247888701,0.0015917556605894458,-0.0024802734846757217,-0.0016503986259075725,-0.015367313810539516,-0.025376130697232765,-0.005378771256655457,-9.471185420724488e-05,-0.008417660461061379,-0.02500637177631936,0.000244080002673649,-0.0033507558491758325,0.002530557521703568,-0.0033656946290284385,-0.025059885043142868,0.0,0.0,0.0,-0.005110942797566002,0.0019214417218145997,-0.027860876209187233,-0.037243859829719776,0.07543466673486611,-0.0013932020496577025,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*FP, Xylan",-0.0013385327905416496,-0.004537982322614301,0.0004550360304049485,0.0006631043070757937,-0.014485010513189163,-0.011658571036532523,-0.017883655797182155,-0.0034332444595003664,-0.00044633926739069533,-0.007271577798846093,-0.01915228284726089,-0.006656694596802645,0.002860559048977765,0.004682273615828971,-0.0027934516356749963,-0.048411549801345564,0.0,0.0,0.0,-0.002571008164774289,-0.0017184146476740172,-0.03911150650883263,-0.030681713386015462,-0.019754501345821407,-0.05181974966417658,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.0,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*FullComm, *AcGum",0.007347835182127629,0.015275860382243994,0.006106517767025665,0.015930520703338766,-0.0015548194022002547,-0.010100672900338063,-0.012041147844865919,0.004270830853757532,-8.763753131709427e-05,0.002578307857567613,-0.01355756499296562,0.0020546439425511787,0.01679689199663699,0.0011506303501400085,-0.00013645192608237276,-0.022160385738719594,0.0,0.0,0.0,0.004357935121621599,-0.0014222847712649543,-0.01956336091611196,-0.030544523326680062,-0.008299695417623628,0.008317925047806717,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*FullComm, *ArGal",0.008664054892618548,0.008706580868668176,0.002638719914989039,-0.0004944435744123032,0.00012271819890222736,-0.006338072615590961,-0.012846812950447204,0.00040033663623034987,-5.9945341199636e-05,0.00021937767721035164,-0.017439648424359883,0.0016494033688848678,0.02041365911083465,0.0043366847695274794,-0.002895033658397468,-0.013606895702806387,0.0,0.0,0.0,-2.3942697285251835e-05,0.016821357586675068,-0.024449085492471403,-0.025803745795379984,-0.003873629452322018,0.008577718219127166,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
"*FullComm, *Inulin",0.02683482175523585,-0.0003134979409250344,0.0035387569488110854,0.0021689676019278443,0.03078217375346206,-0.01932060116732662,-0.018206489962440998,-0.0004579968056218202,-0.001009772468188947,-0.0105253714221445,-0.035180616010488434,0.004581447357989171,0.0158194248767739,0.008854948090897362,0.0007567742585458541,-0.01931856488131664,0.0,0.0,0.0,-0.002724399355832826,-0.005864423137496817,0.047364485411989427,-0.036950823813676835,-0.014781007444147358,0.0026404461290009994,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*FullComm, *Pectin",0.0705408204626292,0.00836252244358713,0.0014791029090569772,0.0025888118596578188,-0.009382156394422055,-0.012237632561644368,-0.0224277743214572,-0.0014188908523117944,0.0019649325234984793,-0.0030690059700811474,-0.028796662372452295,0.0027343307824974758,-0.009101931074295534,0.00876534693535756,-0.004336827261034736,-0.000581325476311824,0.0,0.0,0.0,-3.1443192538888164e-05,0.0008729727193713163,-0.019401337379081687,0.2394794321170246,-0.010128718193789778,0.006908614363690668,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*FullComm, *Starch",0.021567114149643615,0.009190746906467461,0.0003425015636127106,-0.0010539029072970168,-0.0013723058642988847,-0.015264549487355084,-0.02695574300194329,-0.003186493544754656,-0.0011169971991330377,-0.008194023610346695,-0.0296157637975094,-0.00045181182297793394,-0.0019184954379769898,0.0018279253352772099,-0.004901692630215123,-0.01990903568538753,0.0,0.0,0.0,-0.005931592737747866,0.0008038147488100969,-0.032426678558642216,-0.035734372566538775,0.06392577276988463,-0.003325586458668113,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*FullComm, *Xylan",0.0017872875107621615,-0.021632391244850377,-0.0018217841019345963,-0.00034780225801196994,-0.008484167244116011,-0.008830718928948043,-0.011650499440729618,-0.004058403447270393,0.00018048648976466922,-0.005769526061009277,-0.01536963701248169,0.0026370701938867574,0.0011173053788529185,0.004110792697491973,-0.0030731644083491776,-0.036695274809714074,0.0,0.0,0.0,-0.0036894752923399207,-0.002145738111470234,-0.0392591021235355,-0.03399585727178916,-0.021830919395116246,-0.046139373687011265,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*FullComm, AcGum",0.009681053071875464,0.018746123306283894,0.007725505450401793,0.005882044858722524,-0.0014532271179963244,-0.01249515636400743,-0.010134262346069924,0.0015718224788592611,-0.002294914365153421,-8.658865805375793e-06,-0.006927964838898993,0.00225966583514078,0.015799045279960743,0.0009028290974145591,-0.0008662654239345681,-0.019459734604778615,0.0,0.0,0.0,0.008578650306232954,-0.001685799805616791,-0.023331451758911662,-0.02763192618096416,-0.008933454781601376,0.008795437675646762,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*FullComm, ArGal",0.008085555296221915,0.002406530649485914,0.0015330034358934932,0.00020999904467978238,0.0037361880806698043,-0.008257199008525774,-0.009640932591124014,-0.0004928392510522494,0.0002655133461071687,0.004548417060551318,-0.014652258997613733,0.002237345439974557,0.017079963950778952,0.0034053398008373646,-0.003183694805272601,-0.016215843985873193,0.0,0.0,0.0,-9.297645650804065e-05,0.01636661984365095,-0.01972494666041298,-0.027127282456071534,-0.0020774353464896034,0.006310293227434158,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
