Experiments,PJabs<--ACabs,PJabs<--BAabs,PJabs<--BHabs,PJabs<--BLabs,PJabs<--BUabs,PJabs<--CAabs,PJabs<--CCabs,PJabs<--CHabs,PJabs<--DFabs,PJabs<--ELabs,PJabs<--ERabs,PJabs<--FPabs,PJabs<--PCabs,PJabs<--PJabs,PJabs<--RIabs,PJabs<--pH,PJabs<--Lactate,PJabs<--Butyrate,PJabs<--Acetate,PJabs<--AcGum,PJabs<--ArGal,PJabs<--Inulin,PJabs<--Pectin,PJabs<--Starch,PJabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.001872040331363678,-0.014031466717521349,0.00827234797179699,0.00033859660228093463,-0.0334215002755324,0.0,-0.0037595940132935843,-0.00713709369301796,-0.01227114163339138,0.006819625695546468,0.0013633519411087036,-0.0005981052915255228,-0.01128012811144193,0.0220986461887757,0.006479596719145775,0.0,0.0,0.0,0.0,0.010890159755945206,0.01617678503195445,-0.0023666545748710632,0.0,-0.000296186034878095,0.014594800770282745,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.0019098880390326183,-0.01878152663509051,0.008284076427419981,-0.003036273643374443,-0.03617541305720806,0.0,-0.0025071067114671073,-0.006124197194973628,-0.005289794877171516,-0.0021230950951576233,-0.004951031878590584,0.008188087493181229,0.012549235795934996,0.024758901447057724,0.014340893055001894,0.0,0.0,0.0,0.0,0.015190841009219488,0.026074275374412537,0.0,0.006178177893161774,0.0032794090608755746,0.010341272378961245,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.002966495230793953,-0.015310206760962805,0.004145018135507901,0.004326138645410538,-0.020991248389085133,0.0,0.002263928453127543,-0.00022959336638450623,-0.0024075526744127274,-0.008138416334986687,-0.0013009949276844661,-0.0015431952973206837,-0.005462961892286937,0.020341668898860615,-0.0015559233725070953,0.0,0.0,0.0,0.0,0.01125446024040381,0.0,0.0012307129800319672,0.005762503792842229,0.004541480292876561,0.006040676807363828,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,0.00040289387106895447,-0.014188837260007858,0.013881339225918055,0.0159045634791255,-0.13793982937932014,0.0,0.006932316347956657,-5.4848380386829376e-05,-0.0009133089333772659,0.018435176461935043,0.007294811774045229,0.0054996320977807045,0.0005148500204086304,0.07461108779534698,0.012262598611414433,0.0,0.0,0.0,0.0,0.0,0.13807522458955646,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,8.825398981571198e-05,-0.006362040216724078,0.008429224913318953,0.004255341986815135,-0.05973658959070841,0.0,0.009856763606270155,-0.0036393900712331138,-0.006674837941924731,-0.00940493494272232,0.002105599269270897,-0.002923176313440005,-0.010121760269006094,0.027330894023180008,0.016000378876924515,0.0,0.0,0.0,0.0,0.0,0.011289268732070923,0.004464226464430491,0.00599445216357708,0.007768213128050168,0.0211340319365263,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,-0.0005602305755019188,0.001165853813290596,-0.0053314766846597195,0.0043385811150074005,-0.004150996450334787,0.0,0.0067215366289019585,0.005278132390230894,-0.0009975284337997437,-0.0030533233657479286,0.0018490874208509922,-0.0005321800708770752,-0.005181313492357731,-0.0015619397163391113,0.0014080563560128212,0.0,0.0,0.0,0.0,0.0,0.0,0.0006077410653233528,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,-0.007832955103367567,-0.0032954243943095207,0.01357268262654543,-0.0023010936565697193,-0.009984171018004417,0.0,-0.002224287483841181,-0.004218908026814461,-5.071517080068588e-05,-0.0005089924670755863,0.0030231447890400887,-0.0024526063352823257,-0.004148857668042183,0.0031338389962911606,0.002661182079464197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014627162832766771,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,-0.005621977150440216,-0.010367539711296558,0.004444975405931473,0.0009730304591357708,-0.004571440163999796,0.0,0.0010461155325174332,-0.0009586643427610397,-0.000696938019245863,0.003421312663704157,-0.008733909577131271,-0.0014014411717653275,0.0013658609241247177,0.009360296186059713,-0.0007720328867435455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012512351851910353,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,-0.006443433463573456,-0.040254972875118256,0.008167732506990433,0.005079294554889202,-0.03452640352770686,0.0,0.023808603640645742,0.004014282021671534,-0.0014321603812277317,0.013570565730333328,-0.0014426596462726593,0.004913991317152977,-0.001628456637263298,0.03557873284444213,0.00788796367123723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04659997019916773,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,-0.01173443254083395,-0.03109276434406638,0.006137887481600046,0.010909323114901781,0.0,0.0085015962831676,0.017495364882051945,-0.0010618758387863636,-0.00403060857206583,0.004419752396643162,-0.02122544450685382,0.001792397815734148,0.00010695727542042732,0.07412788039073348,0.017077614553272724,0.0,0.0,0.0,0.0,0.07431079586967826,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.002808391427000364,-0.04174793449540933,0.004882117733359337,0.007719715436299642,0.0,0.0032521399358908334,0.0087287159015735,-0.01272506887714068,-0.006563227623701096,-0.022863614062468212,-0.010463858644167582,0.0014610402286052704,0.010072531178593636,0.07531415422757466,0.01612180657684803,0.0,0.0,0.0,0.0,0.02497134047249953,0.04711976461112499,-0.003706973666946093,-0.002711408461133639,-0.0014391628404458363,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.003368167827526728,-0.04612887588640054,0.007908879468838373,0.013387920334935188,0.0,0.0038588127742211023,0.013003005335728327,-0.013332149013876915,-0.008190025885899862,0.002245988075931867,-0.0053392089903354645,-0.0021010693162679672,0.005545616149902344,0.09100757787624995,0.01686895328263442,0.0,0.0,0.0,0.0,0.02084856977065404,0.04662605561316013,-0.0008969809859991074,0.003714644039670626,0.0,0.023176169643799465,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.002002989873290062,-0.04661437620719274,0.006032389899094899,0.018114791562159855,0.0,0.0010658974448839824,0.013917205234368643,-0.006834380328655243,-0.006695132702589035,0.0017073893298705418,-0.008333723371227583,-0.00013634686668713888,-0.002454084033767382,0.09368894062936306,0.02074590263267358,0.0,0.0,0.0,0.0,0.021869393686453503,0.04454483216007551,-0.0023280816773573556,0.0,0.0008173144112030665,0.025865014021595318,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.0016474959750970204,-0.040761470794677734,0.006925313423077266,0.010206351056694984,0.0,-0.0003287338962157567,0.01693492444852988,-0.019930032392342884,-0.006082149222493172,-0.007293865705529849,-0.02044098700086276,0.0005860657741626104,0.011582075928648313,0.08199308502177398,0.01917070895433426,0.0,0.0,0.0,0.0,0.02410609337190787,0.0400438259045283,0.0,0.002818221847216288,-0.007884415487448374,0.022786655152837437,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.010771499946713448,-0.04474218934774399,0.0059365953008333845,0.008350624392429987,0.0,0.0020327077557643256,0.01386923591295878,-0.015433487792809805,-0.004350983848174413,-0.007447884728511174,-0.011501980945467949,0.0036496936033169427,0.0006558292855819067,0.03554650582373142,0.020454845080773037,0.0,0.0,0.0,0.0,0.022816759223739307,0.0,0.0003199453155199687,-0.0015677536527315776,-0.004528336847821872,0.023869715631008148,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,0.009333646856248379,-0.001168141607195139,0.012138857040554285,0.009159227833151817,0.0,-0.028824471402913332,0.017167665995657444,-0.009817073587328196,0.0015714955516159534,0.008122898638248444,-0.013174802530556917,0.007725486531853676,0.02820266829803586,0.1982553405687213,0.03593878261744976,0.0,0.0,0.0,0.0,0.0,0.1937019913457334,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.0038398647059996924,-0.043381720781326294,0.005520835518836975,0.0065765126297871275,0.0,-0.0022848223646481833,0.010780465478698412,-0.01617867375413577,-0.0043525708218415575,-0.01749087932209174,-0.007601908718546231,-0.0033392819265524545,0.008805923163890839,0.06923918736477692,0.013276214400927225,0.0,0.0,0.0,0.0,0.0,0.0415994127591451,0.0006116690735022227,0.012659534811973572,0.001614427814881007,0.021302231897910435,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,-0.00037549808621406555,-0.006379945203661919,0.0028087859973311424,0.0046347323805093765,0.0,0.006772739812731743,0.009011272341012955,-0.00800909660756588,-0.0026549268513917923,0.0006620967760682106,0.0034372536465525627,-0.0014432277530431747,-0.007628133520483971,0.0009667491540312767,-0.0015983358025550842,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020446628332138062,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,-0.009211459197103977,-0.021341529674828053,-4.29423525929451e-05,0.009606319945305586,0.0,0.001766313798725605,-0.005236143711954355,-0.02074743714183569,-0.004734895657747984,-0.01664442801848054,-0.0019087661057710648,-0.0044464897364377975,-0.0022664228454232216,0.020873432978987694,0.005542587023228407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021177177783101797,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.0018457695841789246,-0.02707843715324998,0.00395740894600749,0.005223838612437248,0.0,0.0007491079159080982,-0.00243308674544096,-0.004230884835124016,-0.0002606273628771305,-0.018211908638477325,-0.004554400220513344,-0.003987725358456373,0.007573525886982679,0.01982128992676735,-0.0005488647148013115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02213499415665865,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.0020889583975076675,-0.0780464606359601,0.01342908525839448,0.009350369684398174,0.0,0.020458714105188847,0.029278306290507317,0.0006385114975273609,-0.008629529271274805,0.009091491345316172,-0.0035664639435708523,-0.0012990841642022133,0.012838336173444986,0.09911181591451168,0.015049997717142105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07681743055582047,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,-0.008854887913912535,-0.010706245433539152,0.005516900680959225,0.0,-0.024906901642680168,0.009374799206852913,-0.000342600978910923,-0.006187750957906246,-0.001149829477071762,0.014311521779745817,-0.013698784168809652,-0.0014073560014367104,0.0022145104594528675,0.020221500657498837,0.016631619539111853,0.0,0.0,0.0,0.0,0.023670317605137825,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.0048463356991608935,-0.010078402856985727,0.0033137090504169464,0.0,-0.02556390066941579,0.00363445778687795,0.004376457383235295,-0.005686473722259204,-0.0033520696063836417,-0.0012719544271628063,-0.004306957746545474,0.0055429401497046156,-0.00143087903658549,0.004406980549295743,0.007711390654246013,0.0,0.0,0.0,0.0,0.012024348601698875,-0.0032837186008691788,-0.0032903732111056647,0.007312687734762828,-0.002211478849252065,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.012362891187270483,-0.007349416613578796,0.008811318626006445,0.0,-0.048085534324248634,0.004659516736865044,-0.001704600950082143,-0.0037713746229807534,-0.001684652641415596,0.0017067814866701763,0.0029847448070844016,0.00166631614168485,-0.0054016076028347015,0.011642761528491974,0.005794700856010119,0.0,0.0,0.0,0.0,0.013988060255845388,0.017977306619286537,0.004918596396843593,0.002409817030032476,0.0,0.017053458839654922,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.005421636005242665,0.0002261319508155187,0.00966914122303327,0.0,-0.05179309658706188,-0.004377694179614385,0.0026445984840393066,-0.0142131969332695,-0.0005472290019194285,0.001980442553758621,-0.004701285933454831,0.005277955283721288,0.005407232791185379,0.022877370938658714,0.00549489011367162,0.0,0.0,0.0,0.0,0.015777284900347393,0.01782033033668995,-0.0005163302024205526,0.0,0.00462782879670461,0.008829542125264803,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.0051256213337183,-0.006724141538143158,0.003212918837865194,0.0,-0.0366264625142018,-0.007312618816892306,0.005826037377119064,-0.0067770810176928835,-0.003826009730497996,0.0003055607279141744,0.0008639382819334666,0.0004011150449514389,-0.007040763894716899,0.026188668484489124,0.001488873114188512,0.0,0.0,0.0,0.0,0.014518970623612404,0.016345242659250896,0.0,0.00284335824350516,0.000985518718759219,0.015930928910772007,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.0014560967683792114,-0.0019037326176961262,0.01420385887225469,0.0,-0.00489794338742892,0.002540677785873413,0.0068736399213473005,-0.013217092181245485,-0.0032989059885342917,0.0038890900711218515,-0.011000958581765493,0.0002155012140671412,-0.001551283523440361,-0.0021785435577233634,-0.004714405785004298,0.0,0.0,0.0,0.0,0.004762808481852214,0.0,0.0014367842425902684,0.0063219020764033,-0.003121891369422277,0.007096591095129649,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.004690973088145256,-0.0016514835879206657,0.011215671431273222,0.0,-0.12468731217086315,-0.002656112425029278,0.014179710764437914,-0.002280698623508215,0.0009579719044268131,0.018160441890358925,-0.006253961008042097,0.011971333995461464,0.011607078369706869,0.09715154580771923,0.012019806541502476,0.0,0.0,0.0,0.0,0.0,0.06512118503451347,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0031962295373280845,-0.012467961758375168,0.009359794358412424,0.0,-0.04893460124731064,-0.007264578094085057,0.0039781437565883,0.00086795041958491,4.676853617032369e-05,-0.014103942240277926,-0.003423929214477539,0.0015994248290856679,-0.0015865899622440338,0.008507361014684042,0.001991524671514829,0.0,0.0,0.0,0.0,0.0,0.01743459887802601,-0.0030922163277864456,0.0039167627692222595,0.0056463250269492464,0.008639690776666006,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.0001922985538840294,-0.00624815933406353,-9.409617632627487e-06,0.0,0.007521145977079868,0.0002504237927496433,0.001474758144468069,-0.004010274074971676,0.0016534402966499329,0.005701905582100153,-0.0026333006098866463,-0.00021801237016916275,-7.654540240764618e-05,-0.00546684954315424,0.006230639293789864,0.0,0.0,0.0,0.0,0.0,0.0,-0.004362060688436031,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,-0.020013338420540094,2.2063497453927994e-05,0.0036683385260403156,0.0,-0.0015199682675302029,-0.0014587482437491417,-0.002903222106397152,-0.00982099398970604,-0.0008905632421374321,-0.0005366438999772072,0.008864353876560926,-0.001373447012156248,0.0032979301176965237,0.014103033114224672,0.00030624866485595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008254957385361195,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,-0.0026896465569734573,-0.003650737926363945,0.004852425307035446,0.0,-0.004298064857721329,0.0020080418325960636,0.0013731475919485092,-0.002679686062037945,0.0005366993136703968,-0.0010100388899445534,-0.0016449582763016224,-0.002375898417085409,-0.0006324667483568192,0.007780848536640406,-0.0020515951327979565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004481930285692215,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,-0.011470167897641659,-0.03060002764686942,0.004011217504739761,0.0,-0.03199629578739405,0.008450948633253574,0.012624155264347792,0.004734258633106947,-0.0019054003059864044,0.010821077972650528,-0.008544753305613995,0.001454345416277647,-0.0010309945791959763,0.043075612746179104,0.009901246055960655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03023095615208149,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,-0.0017670798115432262,-0.0056420788168907166,0.0,0.009480687323957682,-0.030977710150182247,-0.006275224965065718,0.005712706129997969,0.0002151881344616413,-7.200101390480995e-05,0.004976557567715645,-0.0036584059707820415,0.003969338722527027,0.0058626094833016396,0.018804946448653936,0.016871105413883924,0.0,0.0,0.0,0.0,0.03221219824627042,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.004227146506309509,-0.010708168148994446,0.0,0.00401459572215875,-0.04578547117610773,0.0031711061795552573,0.009635388230284056,-0.017504920562108357,-0.0061274245381355286,-0.010133212432265282,-0.013796416421731314,-0.0006440536429484686,-0.009501619885365168,0.015810150653123856,0.013756764431794485,0.0,0.0,0.0,0.0,0.01635173335671425,0.017127276087800663,0.005946368599931399,0.007145890966057777,0.009714429577191671,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.003558159495393435,-0.012846453115344048,0.0,0.013391556218266487,-0.05295189097523689,0.0007280763238668442,0.004998509461681048,-0.005101766437292099,-0.0014268246789773305,-0.005728057896097501,-0.006057664752006531,0.00474663016696771,0.002947219337026278,0.01731587325533231,0.01153575504819552,0.0,0.0,0.0,0.0,0.010905607293049494,0.025291658317049343,0.001412704586982727,0.006278444702426593,0.0,0.0016580373048782349,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.0031558231761058173,-0.01809711754322052,0.0,0.010997020329038302,-0.04281379779179891,-0.007452224691708882,0.002602276081840197,-0.006321600327889125,-0.0004758300880591075,-0.004595078527927399,0.0007916204631328583,0.0007041835536559423,-0.001745549961924553,0.016179392735163372,-0.00015199991563955942,0.0,0.0,0.0,0.0,0.015471916024883589,0.021483444919188816,-0.00026443849007288617,0.0,0.004061253120501836,0.01954011929531892,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.003906063735485077,-0.02580861436824004,0.0,0.0050391219556331635,-0.04097900725901127,-0.002260783687233925,0.0076088812202215195,-0.007067989557981491,-0.0035568885505199432,0.006954889744520187,-0.012573393682638804,0.0021839955200751624,0.0036301761865615845,0.03752932325005531,0.0029825704793135324,0.0,0.0,0.0,0.0,0.012744411826133728,0.011747238536675772,0.0,0.004130352288484573,0.0007167942821979523,0.01199493370950222,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
