Experiments,ELabs<--ACabs,ELabs<--BAabs,ELabs<--BHabs,ELabs<--BLabs,ELabs<--BUabs,ELabs<--CAabs,ELabs<--CCabs,ELabs<--CHabs,ELabs<--DFabs,ELabs<--ELabs,ELabs<--ERabs,ELabs<--FPabs,ELabs<--PCabs,ELabs<--PJabs,ELabs<--RIabs,ELabs<--pH,ELabs<--Lactate,ELabs<--Butyrate,ELabs<--Acetate,ELabs<--AcGum,ELabs<--ArGal,ELabs<--Inulin,ELabs<--Pectin,ELabs<--Starch,ELabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Pectin,0.000531662255525589,-0.030316781485453248,0.002014043740928173,0.0031302510760724545,-0.0011694834101945162,0.0003523689229041338,-0.008707842556759715,0.027207170380279422,0.008193762740120292,0.23730561323463917,0.006089448928833008,0.006071994546800852,-0.00048529566265642643,0.0,-0.012855944223701954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047086551086977124,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Starch,-0.017315715667791665,-0.03842276078648865,-0.00037275394424796104,0.004293516045436263,-0.004462621873244643,0.002569830510765314,-0.02814645494800061,0.01806633430533111,0.005556782125495374,0.17966397106647491,-0.0100129822967574,0.005505915847606957,0.011446277727372944,0.0,-0.01641591521911323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09559472696855664,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Xylan,0.015112967579625547,-0.004115118877962232,0.0031173654133453965,0.01223637186922133,-0.02389136585406959,-0.0074670584872365,-0.010851304396055639,0.02289887983351946,0.008068753289990127,0.16816969332285225,-0.008090840186923742,-0.000711929751560092,0.013850504299625754,0.0,-0.015702641918323934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0865936289774254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum,-0.01257634349167347,-0.03303444059565663,0.0011841976083815098,0.014890633057802916,-0.011782356537878513,0.00048047490417957306,-0.017819499131292105,0.0252658287063241,0.005455448292195797,0.22888072952628136,0.0033844858407974243,0.00047353003174066544,0.0,0.005137627478688955,-0.014463492669165134,0.0,0.0,0.0,0.0,-0.005131878424435854,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.01814109894136588,-0.02148439424733321,0.0005253255367279053,0.008386686444282532,-0.002430284395813942,0.004201722020904223,-0.019009655341506004,0.026280212526520092,0.007036307826638222,0.2463532698651155,-0.0032774495581785836,0.0028774508585532508,0.0,0.0005160855750242869,-0.015288373455405235,0.0,0.0,0.0,0.0,-0.010042450080315271,0.004488512873649597,0.0019902909795443216,0.011345623681942621,-0.021038243547081947,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.004534844309091568,-0.019669898475209873,-0.0007696002721786499,0.005928702652454376,-0.004311547304193179,-0.0020706895738840103,-0.012383856189747652,0.026416322216391563,-0.0007266647492845854,0.24877906714876494,-0.002018418163061142,-0.0004036420335372289,0.0,-0.0032211672514677048,-0.014907134075959524,0.0,0.0,0.0,0.0,-0.008467730755607287,0.004636550322175026,0.004221196596821149,0.011472578470905622,0.0,-0.018977726499239605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.006599077334006627,-0.01893565710633993,-0.0062765755380193395,0.006268625768522422,-0.012592794373631477,0.013161375187337399,-0.018832959234714508,0.022560253118475277,0.00520731167246898,0.2268197244654099,-0.007841247133910656,-0.001110051137705644,0.0,-0.0069232334693272906,-0.018148042882482212,0.0,0.0,0.0,0.0,-0.00652432565887769,0.0037806276232004166,0.002185277951260408,0.0,-0.018163449441393215,-0.020383802553017933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.00959052766362826,-0.031075472322603066,0.00037059932947158813,0.012798702033857504,-0.003854434316356977,0.0021731480956077576,-0.01846147111306588,0.025881545307735603,0.004149553676446279,0.22948353613416353,-0.002970553313692411,0.0025025863821307817,0.0,-0.0021503474563360214,-0.01216350868344307,0.0,0.0,0.0,0.0,-0.006575903544823329,0.007058802371223767,0.0,0.007755659520626068,-0.01408092180887858,-0.023125869842867058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.0023578908294439316,-0.033032770889500775,-0.0016078725457191467,0.010343724551300207,-0.006788957553605239,-0.0016159738103548686,-0.020265615234772365,0.026800699221591156,0.013236459344625473,0.21645196061581373,0.004012950696051121,0.003592599183320999,0.0,0.0004040484006206195,-0.01310819216693441,0.0,0.0,0.0,0.0,-0.009694496790568033,0.0,-0.0029853226927419505,0.006878442130982876,-0.023440775151054066,-0.019236402586102486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal,-0.014712043572217226,-0.020355844404548407,-0.006479713134467602,0.01077755680307746,-0.01610041782259941,0.010531641077250242,-0.022538604214787483,0.030740128830075264,0.006310305092483759,0.24103640345856547,0.0026382822543382645,-0.003418893087655306,0.0,-0.015746871009469032,-0.01832457259297371,0.0,0.0,0.0,0.0,0.0,0.0069913738407194614,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.01237108496328195,-0.02160279390712579,-0.0022271362443765006,0.009243891884883245,-0.004062617818514506,0.0029013920575380325,-0.016831692308187485,0.02352840018769105,0.005154656246304512,0.23229193376998106,-0.004313624153534572,0.0034424147258202233,0.0,0.002216088895996412,-0.0074906448523203535,0.0,0.0,0.0,0.0,0.0,0.006868621334433556,0.0005104759087165197,0.013656470303734144,-0.021181787053744,-0.01857031819721063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Inulin,-0.009156015701591969,-0.01428366987966001,-0.0004328673239797354,-0.00945823872461915,-0.021652477560564876,0.0011008032597601414,-0.020814652554690838,0.02340117492713034,0.008415481192059815,0.2282789102755487,-0.01356651505921036,0.0031721454579383135,0.0,0.005431247176602483,-0.010150824906304479,0.0,0.0,0.0,0.0,0.0,0.0,-0.03852855251170695,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Pectin,0.0050889658741652966,-0.03071682807058096,0.0022052819840610027,0.008179496508091688,0.01179858110845089,0.0018993029370903969,-0.007012503687292337,0.029076860519126058,0.007278912700712681,0.2327461908571422,0.007717999862506986,0.005695395404472947,0.0,0.0011282195337116718,-0.0075921190436929464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028164299204945564,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Starch,-0.007900162716396153,-0.039607412298209965,0.0007075751200318336,0.005587534396909177,-0.03046614828053862,0.015577531419694424,-0.01662136591039598,0.021493393229320645,0.003987142350524664,0.15270086575765163,-0.014853102737106383,0.008271627826616168,0.0,0.011468112468719482,-0.014553607674315572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07424143934622407,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Xylan,-0.001312089036218822,-0.01482762093655765,0.001870799227617681,0.012227390892803669,-0.02810799446888268,-0.0065104013774544,-0.018110122997313738,0.0160354299005121,0.004889824660494924,0.1696046742144972,-0.002847492112778127,-0.0002956031821668148,0.0,-0.005668596480973065,-0.011978180147707462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0959094064310193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum,-0.018114183098077774,-0.03201162023469806,0.002084643580019474,0.011044255457818508,-0.011561748338863254,0.0011155714746564627,-0.014875373803079128,0.02618576935492456,0.006005268543958664,0.24785801209509373,0.013864714652299881,0.0,0.01697234297171235,0.003804244101047516,-0.019286569906398654,0.0,0.0,0.0,0.0,-0.01238248497247696,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.007856439178188642,-0.013788003474473953,-0.009137055526177088,0.0012761745601892471,0.003902647023399671,0.008731981118520101,-0.021578354761004448,0.019165269409616787,0.0088010523468256,0.25462003983557224,0.0017739689598480861,0.0,0.0032739018400510154,-0.002874039734403292,-0.01749943693478902,0.0,0.0,0.0,0.0,-0.008414708077907562,0.010324939464529356,-0.007054492210348447,0.003320101027687391,-0.022533451517422993,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.021060180539886158,-0.02071486475567023,-0.002991393208503723,0.013687721764047941,0.0007333761701981226,0.004571470121542613,-0.01901423993209998,0.023059799646337826,0.004863577584425609,0.2512323272724946,-0.00291440449655056,0.0,0.011864243696133295,-0.0010088024040063222,-0.014819236472249031,0.0,0.0,0.0,0.0,-0.007220401739080747,0.010294046873847643,-0.0034353615095218024,0.0051312074065208435,0.0,-0.020701974009474117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.00035250776757796604,-0.007383594910303752,-0.0005346648395061493,0.006019975369175275,-0.010977108652393023,-0.0004278576622406642,-0.023311105246345203,0.023680598785479862,0.0068278443068265915,0.22832744816939035,-0.001526293655236562,0.0,0.011877005298932394,0.001936652387181918,-0.014410336501896381,0.0,0.0,0.0,0.0,-0.0070833005011081696,0.0024399940545360246,-0.0021587982773780823,0.0,-0.023260023755331833,-0.020399195452531178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.0132412180925409,-0.02707544093330701,-0.00026829633861780167,0.012984169647097588,-0.0010461180160442989,0.005207943730056286,-0.017466260120272636,0.02706092440833648,0.006831329315900803,0.23437841795384884,0.004358405247330666,0.0,0.01742176090677579,-0.005770610024531682,-0.014740008860826492,0.0,0.0,0.0,0.0,-0.007664915174245834,0.008222240644196669,0.0,0.006664069990317027,-0.02489101638396581,-0.01963455757747094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.010392475252350172,-0.030342339848478634,0.0028657528261343637,0.013134146109223366,0.0016819772620995839,-0.0024529052898287773,-0.024774340291817982,0.025305042043328285,0.007732427368561427,0.2258137216170629,-0.0005820405979951223,0.0,0.00013869876662890115,0.008249058698614439,-0.020866974256932735,0.0,0.0,0.0,0.0,-0.005395079652468364,0.0,-0.0010571939249833424,-0.003489589939514796,-0.02308862842619419,-0.018115675076842308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal,-0.012882243376225233,-0.00857133837416768,-0.004831051453948021,0.008275093510746956,-0.009799703024327755,0.008361803367733955,-0.02198357880115509,0.014954593032598495,0.004524554125964642,0.27073879772797227,0.0005715382285416126,0.0,0.018863233271986246,-0.009432853665202856,-0.017058325465768576,0.0,0.0,0.0,0.0,0.0,9.904010221362114e-05,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.01683929469436407,-0.021783807935814064,-0.003580197071035703,0.002976775790254275,0.015160096809267998,0.00714575902869304,-0.016409290333588917,0.022203401507188875,0.008420346304774284,0.2240644625077645,-0.0023829229176044464,0.0,0.0036898994197448096,0.0029914197511970997,-0.018052323410908382,0.0,0.0,0.0,0.0,0.0,0.00743809062987566,-0.0004374627023935318,-0.0005512709418932596,-0.0192152950912714,-0.019681405896941822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Inulin,0.00277690589427948,-0.011019394267350435,-0.0035894643515348434,-0.011011820752173662,0.0053060101345181465,0.0032850627321749926,-0.028238116297870874,0.02169492864049971,0.008791214786469936,0.21600485616363585,-0.0070594612043350935,0.0,-0.008082309854216874,0.0016806023195385933,-0.011528053670190275,0.0,0.0,0.0,0.0,0.0,0.0,-0.05860740225762129,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Pectin,0.006221681833267212,-0.017886430956423283,0.002379037905484438,0.006348279770463705,0.012615483719855547,-0.005217000842094421,-0.007430904894135892,0.030609174398705363,0.008924504043534398,0.22114657785277814,0.006966600427404046,0.0,0.002228256082162261,0.005740492604672909,-0.0199711499735713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05198962241411209,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Starch,-0.008791783358901739,-0.03800590988248587,-7.056631147861481e-05,0.009431416867300868,-0.010642454260960221,0.006542181363329291,-0.024434917606413364,0.017499790294095874,0.008516493951901793,0.1783622377552092,-0.01615503104403615,0.0,0.015291572432033718,0.008011108613573015,-0.014474407536908984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08782242774032056,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Xylan,0.00024050648789852858,0.005432815873064101,-0.004793166182935238,0.01120322453789413,-0.02718954044394195,0.0004889479605481029,-0.01690884493291378,0.02282079984433949,0.005257867276668549,0.17926951171830297,-0.005666072829626501,0.0,0.012363771442323923,-0.011070543434470892,-0.01694529445376247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09054067393299192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum,-0.004700878169387579,-0.02610082528553903,0.0007329694926738739,0.022570341359823942,-0.012117740698158741,0.003302881494164467,-0.018307579215615988,0.02587746037170291,0.00420951284468174,0.24452359764836729,0.0,-0.00039135199040174484,0.016150115057826042,0.0033778706565499306,-0.014646477997303009,0.0,0.0,0.0,0.0,-0.031927735544741154,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,8.597349127133687e-05,-0.025097842638691265,0.0005589313805103302,0.011661378666758537,0.0004935149724284807,0.00965929962694645,-0.02272658795118332,0.0217993992070357,0.007532387350996335,0.25477965486546356,0.0,0.0042076849689086275,-0.004862640053033829,0.0016199306895335515,-0.023188857672115166,0.0,0.0,0.0,0.0,-0.011010821908712387,0.00887176642815272,-0.008262166132529577,0.0018911703179279964,-0.01842850570877393,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.006880847737193108,-0.011326278870304426,0.00291277344028155,0.01728968508541584,-0.004679743821422259,0.0016484589626391728,-0.021376043558120728,0.02177943444500367,0.007966491393744946,0.2442031322667996,0.0,-0.0027850711097319922,0.0009306718905766805,0.003990774353345235,-0.017145081733663876,0.0,0.0,0.0,0.0,-0.009012875457604727,0.008048032720883688,-0.006738188986976941,-0.002094308535257975,0.0,-0.017529019465049107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.0030770394951105118,-0.009606529648105303,-0.001801759625474612,0.01354704269518455,-0.008171697768072287,0.00010324455797672272,-0.02426885316769282,0.021327051644523937,0.006380525728066762,0.2300522569566965,0.0,-0.0022940716395775476,0.01119083104034265,0.0028060643623272576,-0.01533542387187481,0.0,0.0,0.0,0.0,-0.010265544056892395,0.009811430548628172,-0.0021824010958274207,0.0,-0.018550066898266476,-0.01972017250955105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.007667056595285733,-0.016462841381629307,0.001530883212884267,0.017000272249182064,-0.0048917413999636965,0.00974699854850769,-0.015944141894578934,0.02636958348254363,0.0024583706011374793,0.2387507731715838,0.0,-0.0016229823231697083,0.004314479107658069,-0.0067603569477796555,-0.018955717484156292,0.0,0.0,0.0,0.0,-0.008427032579978308,0.009054454664389292,0.0,0.001045302798350652,-0.026107830305894215,-0.02141036403675874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.01428605274607738,-0.025179225951433182,0.005137506872415543,0.009491303004324436,-0.0010077937816580136,0.005358326559265454,-0.019296038585404556,0.022772072193523247,0.005270886855820815,0.2235998079801599,0.0,0.0018705337618788083,-0.0023767277598381042,0.006093578723569711,-0.029354628796378773,0.0,0.0,0.0,0.0,-0.01161529558400313,0.0,-0.0030982385699947677,0.0002228766679763794,-0.01710250476996104,-0.022283653418223064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-ArGal,-0.010067354422062635,-0.006012146361172199,-0.004067096393555403,0.0077353003434836864,-0.008527305442839861,0.012543766293674707,-0.021243581548333168,0.029586959164589643,0.0037241759710013866,0.24959081644192338,0.0,-0.0019199177622795105,0.004773830063641071,-0.008799006696790457,-0.014572721440345049,0.0,0.0,0.0,0.0,0.0,-0.0073975734412670135,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.006754448947807153,-0.016234569251537323,0.0016662199050188065,0.006789545528590679,0.008711932847897211,0.016432926524430513,-0.024273593289156754,0.025636150501668453,0.0077673935641845064,0.23908025088409582,0.0,-0.005580428056418896,-0.009020418549577395,-0.003481583669781685,-0.02699829327563445,0.0,0.0,0.0,0.0,0.0,0.010082547863324484,-0.0029443205955127874,-0.002589290961623192,-0.015946621696154278,-0.022981009756525356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Inulin,0.0010568094439804554,-0.01632760837674141,-0.0006579707842320204,-0.0025269663892686367,-0.0007908265106379986,-0.006533193867653608,-0.02970200078561902,0.025067387148737907,0.008803869597613811,0.2290123663842678,0.0,0.0015086964704096317,-0.0054113289806991816,0.00872152647934854,-0.0153034923132509,0.0,0.0,0.0,0.0,0.0,0.0,-0.04003693349659443,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Pectin,0.004419287899509072,-0.025822361698374152,0.006561563350260258,0.0134461410343647,0.005107413977384567,-0.0034555138554424047,-0.006396081298589706,0.025384514592587948,0.006280675996094942,0.2435116406995803,0.0,0.0038804018404334784,0.0013306962791830301,0.0076377554796636105,-0.016305042430758476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050986310467123985,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Starch,-0.0036267314571887255,-0.03482729056850076,0.0013068737462162971,0.004531309939920902,-0.023181444499641657,0.00911681167781353,-0.016951026627793908,0.03230747627094388,0.003453766228631139,0.19567207666113973,0.0,0.002855428261682391,0.01324038254097104,0.011693533975630999,-0.010370090138167143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06950482726097107,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-Xylan,0.019126238184981048,0.0033731756266206503,0.005874942406080663,0.01514237851370126,-0.028965639416128397,-0.002223199116997421,-0.013759896857663989,0.02177033550105989,-0.00022802245803177357,0.19419431732967496,0.0,-0.004815489985048771,0.0017874701879918575,-0.01562028145417571,-0.021310549462214112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10336113232187927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
