Experiments,ELabs<--ACabs,ELabs<--BAabs,ELabs<--BHabs,ELabs<--BLabs,ELabs<--BUabs,ELabs<--CAabs,ELabs<--CCabs,ELabs<--CHabs,ELabs<--DFabs,ELabs<--ELabs,ELabs<--ERabs,ELabs<--FPabs,ELabs<--PCabs,ELabs<--PJabs,ELabs<--RIabs,ELabs<--pH,ELabs<--Lactate,ELabs<--Butyrate,ELabs<--Acetate,ELabs<--AcGum,ELabs<--ArGal,ELabs<--Inulin,ELabs<--Pectin,ELabs<--Starch,ELabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.0032446403056383133,0.009302476731439432,-0.003826047914723555,0.010229814487198988,0.004115429396430652,0.0,-0.02314178521434466,0.02638138954838117,0.008058315142989159,0.2078324444591999,-0.0028790930906931558,-0.007315596876045068,-0.0018559700498978298,-0.0024041831493377686,-0.023022291250526905,0.0,0.0,0.0,0.0,0.0,0.0036286345372597375,-0.004277666409810384,-0.006014315411448479,-0.024060378161569435,-0.021250134333968163,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.014002385782077909,0.007639858638867736,-0.0079972087405622,-0.011473686434328556,0.006563066737726331,0.0,-0.023797595407813787,0.050530018750578165,0.006053964141756296,0.19979644799605012,-0.014230326283723116,0.0005677491426467896,-0.00965274590998888,0.0015367998275905848,-0.018187340116128325,0.0,0.0,0.0,0.0,0.0,0.0,-0.051240726141259074,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.01021803985349834,-0.010751581052318215,-0.00040390086360275745,0.0016980990767478943,0.014316017273813486,0.0,-0.009655794128775597,0.03146465355530381,0.00722590321674943,0.23784285923466086,-0.006038348656147718,-0.0014864392578601837,-0.01574764377437532,-0.0015399404801428318,-0.02262082090601325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05642376560717821,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.017449081409722567,-0.022985104471445084,-0.00414007855579257,0.004609567113220692,-0.019289392279461026,0.0,-0.027781118405982852,0.022768464405089617,0.004023244371637702,0.1746163188945502,-0.020051368046551943,-7.447251118719578e-05,0.01515269954688847,-0.00014290167018771172,-0.023964368971064687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08980971085838974,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.002522048191167414,0.006289157783612609,-0.006285618292167783,0.009081264492124319,-0.03103340440429747,0.0,-0.021973152179270983,0.03299236297607422,0.0044147849548608065,0.1681863705161959,-0.0030040976125746965,-0.007930439081974328,0.002802601084113121,-0.019099280005320907,-0.025463051162660122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09521419485099614,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,0.0029807458631694317,-0.011227440787479281,-0.001045942772179842,0.013117168098688126,0.0,0.0031752060167491436,-0.014741748105734587,0.026844144333153963,0.006478332448750734,0.2743725653272122,0.01080023730173707,-0.0005719903856515884,0.011507720686495304,-0.00659470958635211,-0.021692538168281317,0.0,0.0,0.0,0.0,-0.020337762776762247,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.0123312429835399,-0.009672129526734352,-0.0017077326774597168,0.006801874066392581,0.0,0.007907277594010035,-0.013562013705571493,0.031458815559744835,0.007146843088169892,0.2488547476629416,-0.006054959570368131,6.276369094848633e-05,-0.005515233303109805,-0.001675603911280632,-0.01686323309938113,0.0,0.0,0.0,0.0,-0.011854102835059166,0.006023912380139033,-0.01331233885139227,-0.008701187868913015,-0.028637321045001347,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.005937476331988971,-0.0018301388869682949,-0.002582027887304624,0.008926099787155787,0.0,0.003929443346957366,-0.01867127666870753,0.03094484657049179,0.007693314303954442,0.25030015657345456,-0.0075743915513157845,0.0014280459533135097,-0.0021096126486857734,-0.006523496160904567,-0.018039553115765255,0.0,0.0,0.0,0.0,-0.010669320200880369,-0.0027026248474915824,-0.007891670179863771,-0.0015879481409986813,0.0,-0.0231269213060538,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.002185605466365814,-0.0007007475942373276,-0.0024544140323996544,0.009064537473022938,0.0,0.012846328318119049,-0.015460879231492678,0.02034717456748088,0.009451120781401793,0.2291123786320289,-0.004283503008385499,-0.001480010027686755,-0.005408299465974172,-0.00708934882034858,-0.02035761283089717,0.0,0.0,0.0,0.0,-0.005595450289547443,-0.005899813026189804,-0.01153864711523056,0.0,-0.02873395010828972,-0.02331820564965407,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.00022529282917579016,-0.01030403437713782,0.0027498342096805573,0.008347061152259508,0.0,0.006269412425657113,-0.013321143264571825,0.026285893594225247,0.007741858251392841,0.2439658579727014,0.002564392052590847,-0.004531248472630978,-0.005853952839970589,-0.0059746795644362765,-0.024778311451276142,0.0,0.0,0.0,0.0,-0.007825095827380816,0.0027649300172924995,0.0,-0.011220236619313559,-0.02681406183789174,-0.023673714759449165,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.008366997043291727,-0.003507849139471849,0.0017291785528262456,0.005342084914445877,0.0,0.004078099193672339,-0.015557893551886082,0.02480738361676534,0.007224331920345624,0.20184730955710015,0.005728886462748051,0.0008983214696248373,-0.0004485162595907847,-5.578063428401947e-05,-0.017432634718716145,0.0,0.0,0.0,0.0,-0.004992399364709854,0.0,-0.012355264276266098,-0.008320419738690058,-0.026791803849240143,-0.022444659533600014,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,0.00121743930503726,-0.007693236228078604,-0.00685306079685688,0.012429505586624146,0.0,0.019556454150006175,-0.03114184271544218,0.03306733909994364,0.007021697238087654,0.2664615858811885,0.012575797736644745,-0.010485127102583647,0.0032249665819108486,-0.026706166565418243,-0.018796422518789768,0.0,0.0,0.0,0.0,0.0,-0.010913797654211521,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.0005373166253169378,-0.002822587266564369,-0.0003216546028852463,0.00401186632613341,0.0,0.014921897401412329,-0.016611861065030098,0.024701793988545735,0.007127682988842328,0.2186408806592226,-0.003716412310798963,-0.0019430381556351979,-0.009736941196024418,-0.005985946394503117,-0.02235811824599902,0.0,0.0,0.0,0.0,0.0,-0.003506428562104702,-0.010766003591318926,-0.005193009972572327,-0.023850615757207077,-0.024030051194131374,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,-0.007850297493860126,-0.011312926886603236,-0.0005818002391606569,-0.0023470905143767595,0.0,0.0015613064169883728,-0.016372941434383392,0.032531333388760686,0.009541450068354607,0.20938688679598272,-5.293451249599457e-05,1.7601996660232544e-07,-0.011065049679018557,0.00035245518665760756,-0.014352360973134637,0.0,0.0,0.0,0.0,0.0,0.0,-0.1013786168769002,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.014446712913922966,-0.020497088902629912,0.004845381714403629,0.005166112910956144,0.0,-0.004767690901644528,-0.003953186795115471,0.031179364421404898,0.011484883725643158,0.2214669738896191,0.0080018425360322,0.0019406373612582684,0.0012024014722555876,0.004225550685077906,-0.011458415072411299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09296046569943428,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.0007927869446575642,-0.040657141245901585,-0.0016022732015699148,0.003132474608719349,0.0,0.004271388286724687,-0.028173944097943604,0.025159598561003804,0.004174602217972279,0.1723288947250694,0.000933817820623517,0.0018841123674064875,-0.002712202607654035,0.008635554579086602,-0.018026995821855962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08676734170876443,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.018147168098948896,9.045260958373547e-05,-0.005176573526114225,0.0085011578630656,0.0,-0.00373426778241992,-0.00985603709705174,0.043614013120532036,0.0007653075736016035,0.2083344948478043,-0.012942524161189795,-0.009696986060589552,0.0043806975008919835,-0.009570096153765917,-0.031602187315002084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10820977971889079,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,-0.008755126036703587,-0.018804191844537854,0.003282575635239482,0.0,-0.011578507721424103,-0.0008973702788352966,-0.02105643367394805,0.01913310750387609,0.008538197726011276,0.23908076528459787,0.02194825978949666,-0.0012477710843086243,0.01817277679219842,0.0035861956421285868,-0.018739774823188782,0.0,0.0,0.0,0.0,-0.022168750874698162,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.0029361682633558908,-0.018380212287108105,-0.0005734028915564219,0.0,0.00728852270791928,0.0008134404197335243,-0.01487478738029798,0.024267812569936115,0.004407228281100591,0.2495764847844839,0.010330829148491224,-0.0010910481214523315,-0.003609842931230863,0.005501207585136096,-0.01814679739375909,0.0,0.0,0.0,0.0,-0.01032815563182036,0.009538636853297552,-0.0069231148809194565,-0.0013095028698444366,-0.023074939846992493,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.00809057243168354,-0.013219676290949186,-0.001799055685599645,0.0,-0.00269319706906875,0.00011967107032736142,-0.012909425732990107,0.022185612780352432,0.003865473593274752,0.24861964024603367,0.008082294215758642,-0.003810506003598372,0.0052478307237227755,0.001510399083296458,-0.014267027378082275,0.0,0.0,0.0,0.0,-0.00876442218820254,0.011112105722228685,-0.00784161671375235,-0.0053920845190684,0.0,-0.021954594800869625,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.0012741781150301297,-0.006847640499472618,-0.003192723107834657,0.0,-0.006919812721510728,0.006458509713411331,-0.02195155868927638,0.025676395744085312,0.004309716944893201,0.2264563717568914,0.0010214118907848995,-0.00343164149671793,0.0033361815537015596,-0.005416433326900005,-0.019276098658641178,0.0,0.0,0.0,0.0,-0.008887101896107197,0.0054790473853548365,0.003244042086104552,0.0,-0.020308048153916996,-0.022148239115873974,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.010311917712291082,-0.020845907429854076,0.0014262174566586812,0.0,-0.003850530212124189,0.007507356194158395,-0.019862498467167217,0.02605407095203797,0.004247016583879788,0.21868393197655678,0.0026974864304065704,0.004479408264160156,0.0011129962901274364,0.0034805952260891595,-0.012111385042468706,0.0,0.0,0.0,0.0,-0.007418392226099968,0.010684078559279442,0.0,0.0075147369255622225,-0.016172509640455246,-0.02248963713645935,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.0014860124016801517,-0.031839173287153244,0.0030102658395965896,0.0,-0.00027648545801639557,0.011436589062213898,-0.019736208021640778,0.028550706182916958,0.0049148670708139735,0.22031055142482123,0.005374450236558914,-0.002127271145582199,0.0006860035161177317,-0.0014272136613726616,-0.026154274120926857,0.0,0.0,0.0,0.0,-0.011408552216986815,0.0,-0.0017495956271886826,-0.002489124114314715,-0.01848374369243781,-0.020270845231910545,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.010934068355709314,-0.004354605916887522,-0.006205820944160223,0.0,-0.01075006602331996,0.013133772183209658,-0.02662637224420905,0.029473010916262865,0.00438988720998168,0.24168652389198542,0.0017724097706377506,-0.006833156105130911,0.00445697084069252,-0.012530688662081957,-0.014532157219946384,0.0,0.0,0.0,0.0,0.0,0.0019904938526451588,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.004880305379629135,-0.013215415800611178,3.052006165186564e-05,0.0,0.0038715380554397902,-0.0037835013742248216,-0.017951922491192818,0.024998163804411888,0.006561392918229103,0.227548076150318,0.001365083580215772,-0.0019997283816337585,-0.0014266856014728546,0.006634278843800227,-0.01427501936753591,0.0,0.0,0.0,0.0,0.0,0.006599765891830127,-0.004574798668424289,0.001665627583861351,-0.0187420475607117,-0.022839081784089405,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.009776754770427942,-0.00881127011962235,-0.006406452041119337,0.0,-0.011048305546864867,-0.0025996300391852856,-0.030642925295978785,0.02292801346629858,0.007616905961185694,0.22055258369073272,-0.008299144683405757,0.002826001262292266,0.004147785482928157,0.0014537971001118422,-0.013238385785371065,0.0,0.0,0.0,0.0,0.0,0.0,-0.028400958515703678,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.007062769029289484,-0.025052803801372647,0.005487017799168825,0.0,0.006760970922186971,0.001683213864453137,-0.010704625863581896,0.027800031006336212,0.008833066560328007,0.21852636442054063,0.009934593690559268,0.002374425297603011,0.010435926262289286,0.0006308958400040865,-0.016328267520293593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03559609339572489,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,-0.004887523595243692,-0.045779322972521186,0.0015509574441239238,0.0,-0.020356140565127134,0.016661516739986837,-0.019387709791772068,0.02853547513950616,0.0052221984369680285,0.1698102765949443,-0.018457661382853985,0.003937328699976206,0.011985089164227247,0.010618354077450931,-0.009039090247824788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07197971956338733,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,-0.005459937499836087,-0.00783061352558434,0.0020209713838994503,0.0,-0.0323008467676118,-0.0009227996924892068,-0.016062407521530986,0.018563508987426758,0.008383892476558685,0.15677592996507883,0.0005050466861575842,-0.005134536186233163,0.014405848807655275,-0.01003206823952496,-0.01886200497392565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08715515909716487,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,-0.012170572066679597,-0.023681767284870148,0.0,0.019510445650666952,-0.011166889453306794,-0.0007604709826409817,-0.021678605116903782,0.025888986885547638,0.006353069096803665,0.2648716173134744,0.016207844950258732,-0.001661274116486311,0.007189834490418434,0.0008276021108031273,-0.01655956357717514,0.0,0.0,0.0,0.0,-0.023696667049080133,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.014051744093497595,-0.016471201243499916,0.0,0.006988472615679105,0.011331123610337576,0.008971631526947021,-0.01823595662911733,0.026281635587414105,0.006358625988165538,0.2516110905756553,-0.001195238282283147,-0.0009506549686193466,0.0022066334883371987,0.007458025589585304,-0.0191996730864048,0.0,0.0,0.0,0.0,-0.005590762943029404,0.009467987964550654,-0.010271525320907434,-0.001904998595515887,-0.022140922645727795,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.0043904539197683334,-0.010169050345818201,0.0,0.0074828993529081345,0.005921126653750737,0.008367386336127916,-0.019380272676547367,0.022513626143336296,0.006738370284438133,0.22838345852990946,0.008314918726682663,0.0019201971590518951,-0.0013422841827074687,0.0024949833750724792,-0.015683230633536976,0.0,0.0,0.0,0.0,-0.008987904836734137,0.009987310195962587,-0.005565946300824483,0.004331470777591069,0.0,-0.02177252744634946,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.00582694448530674,-0.013505548859635988,0.0,0.011131480957070986,-0.006528574352463086,0.0017349561676383018,-0.022395760441819828,0.019396549401183922,0.00750306931634744,0.23203755480547747,-0.003109763686855634,0.0028857129315535226,0.019850732137759525,-0.0012375699977080028,-0.015185030487676462,0.0,0.0,0.0,0.0,-0.007618507059911887,0.002365053010483583,0.0012845008944471676,0.0,-0.01931771170347929,-0.02017219706128041,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.0142383873462677,-0.023814648389816284,0.0,0.013249128125607967,-0.006865149984757106,-0.0011400046447912853,-0.013923324023683866,0.029263769586881,0.006517426731685798,0.23413129399220148,0.007014687483509381,0.003021464062233766,0.014206296143432459,0.002311874181032181,-0.015826326174040634,0.0,0.0,0.0,0.0,-0.008565306663513184,0.014414541112879911,0.0,0.00554605604459842,-0.021435149634877842,-0.02117489743977785,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.0004265904426574707,-0.03348871041089296,0.0,0.011962581115464369,0.003164504033823808,0.002989313875635465,-0.020639296310643356,0.023995188375314076,0.007119680754840374,0.21374333028992018,0.009831791122754415,-0.0026794951409101486,0.008488523463408152,0.0007614949718117714,-0.02343692071735859,0.0,0.0,0.0,0.0,-0.009902163098255793,0.0,-0.0037053624788920083,-0.0011057959248622258,-0.022594911977648735,-0.020275472352902096,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.017802560701966286,-0.012284656055271626,0.0,0.005710117518901825,0.0022611538879573345,0.012853623367846012,-0.020423354115337133,0.02705959719605744,0.005644948687404394,0.26331011089496315,0.003997507505118847,-0.010328407865017653,0.012576262932270765,-0.017083299346268177,-0.01719610020518303,0.0,0.0,0.0,0.0,0.0,-0.006660893093794584,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.00873553225149711,-0.022883524497350056,0.0,0.010692538072665533,0.006067818651596705,0.004249967634677887,-0.01952491483340661,0.024414132659633953,0.008312204231818518,0.24412144037584463,0.001572537546356519,0.0007736319676041603,0.00567556731402874,0.0026241817201177278,-0.02374372072517872,0.0,0.0,0.0,0.0,0.0,0.005062691246469815,-0.003032552699247996,0.0006773906449476877,-0.026059082088371117,-0.02280909102410078,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.0010586276184767485,-0.008912103483453393,0.0,-0.006727359024807811,0.00561584229581058,0.003645634977146983,-0.02859868761152029,0.023608081741258502,0.005973191931843758,0.22660223592538387,-0.009314739145338535,0.00042120879516005516,-0.007489071227610111,0.0012652799487113953,-0.01511979685164988,0.0,0.0,0.0,0.0,0.0,0.0,-0.058199422783218324,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
