Experiments,BAabs<--ACabs,BAabs<--BAabs,BAabs<--BHabs,BAabs<--BLabs,BAabs<--BUabs,BAabs<--CAabs,BAabs<--CCabs,BAabs<--CHabs,BAabs<--DFabs,BAabs<--ELabs,BAabs<--ERabs,BAabs<--FPabs,BAabs<--PCabs,BAabs<--PJabs,BAabs<--RIabs,BAabs<--pH,BAabs<--Lactate,BAabs<--Butyrate,BAabs<--Acetate,BAabs<--AcGum,BAabs<--ArGal,BAabs<--Inulin,BAabs<--Pectin,BAabs<--Starch,BAabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"BH, AcGum rep1",0.0013151936995034878,-0.1273301161588593,-5.957172167572113e-05,0.002373072516850451,-0.00179581785405224,0.0026828110285780638,0.005525872512635858,0.0008067741261964501,-0.0008106634731997136,-0.0012910722280767837,-0.00021436832675879582,0.003283937695351513,0.0017934123917736798,0.002057363997128878,-0.0015585998090153395,-0.01562739468264309,0.0,0.0,0.0,0.08949519059536133,0.0011947644332593117,-0.0131665416282009,-0.005425322399559345,-0.01735326365821741,-0.013263124280016535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BH, AcGum rep2",0.0016036297804252657,-0.12769474954428997,6.146673282439262e-05,0.0011414109932428066,-0.002137080182067373,0.0022951494208113712,0.0065656795149499755,-0.0009192302078008627,-0.0019031072289428922,-0.003126418858089229,-0.00034767651930451546,0.0022297965616665093,0.0013363690047778853,0.003265972518446771,-0.0005207820812409586,-0.016382957470010628,0.0,0.0,0.0,0.09384480902078476,0.0005024504627693807,-0.011556423104960812,-0.005745684038847684,-0.017969077397137878,-0.011911010601642458,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BH, AcGum rep3",0.0024643474106084214,-0.12352402596311136,0.001108249171890994,0.001693969929421489,-0.003835128589787269,0.002789293344725262,0.00690221732820977,-0.0012204338644038533,-0.001262646246362816,-0.0006102533079683784,-0.0013470152291384617,0.0018739817545495238,0.0023394735428420004,0.003460507905957379,-0.0006467204490168542,-0.01943652593446048,0.0,0.0,0.0,0.0889428139952096,0.0007723775099624295,-0.012994501245292752,-0.0056208329546180635,-0.01684991231188178,-0.01236669902097095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BH, ArGal rep1",-0.000189327047291127,-0.038188370466232295,0.000353222194720398,0.0014316162280738356,-0.0036687441085549916,0.001186179381541229,0.00573341734876687,-0.0019409165819260195,-0.00046849983151663483,-0.0032430350814353346,-4.5522964474829485e-05,0.0006987683898345995,0.00027857193892652315,0.0013913435505872442,-0.0006288200074976136,-0.011327514995566822,0.0,0.0,0.0,-0.00681075186722658,0.0039544835940680725,-0.007343892050399022,-0.003575833026658404,-0.01476512354544618,-0.01019871414046396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BH, ArGal rep2",0.001066543595357374,-0.04034083037383177,0.00026738692244345484,0.0023792011629451396,-0.0065551408109339815,0.0010844014297154824,0.0065819366360929865,-0.0018122386525977732,0.000180005141618577,-0.0010936323976652189,-0.00037837636911056317,0.003125941499390386,0.0016171282699162307,0.0009485852447423071,-0.0011582039465958414,-0.009318161185153507,0.0,0.0,0.0,-0.0064831604571505,0.005582875688983636,-0.009937286214395002,-0.005807948485016823,-0.015580948137424206,-0.011735541615635158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BH, ArGal rep3",-0.0008225952292030519,-0.035768396400592546,0.00037345104596831597,0.0015241531231863946,-0.00806887049566616,0.0026338124021210467,0.008341311248527331,-0.0007639984227716928,-0.0008683224869045345,-0.0027984285134483467,-0.0003996486403048045,0.002436824661086907,0.0007336341166360823,0.0008723795159973892,-0.0008726645989174191,-0.011978250658986243,0.0,0.0,0.0,-0.006439932540736415,0.004456412009894849,-0.010115908072753386,-0.00421968946741386,-0.01469328960742463,-0.010929446076466278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BH, Inulin rep1",-0.00027046458964998345,-0.0529580047709698,-0.0012616268884051928,0.003997473706575958,-0.003946190256286752,0.0022900017181580728,0.007348328806798566,-0.0012649666721170592,0.000563826970756054,-0.0038605409369549958,0.006150044939396057,0.0034629125757650913,0.0037384982305494223,0.001184763539243828,0.0010063912059095764,-0.009782839278605853,0.0,0.0,0.0,-0.009775776471942664,-0.0004328556782142678,0.0016425882770933883,-0.005738405813886362,-0.01829740589992566,-0.011163215408609671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BH, Inulin rep2",0.002667866857214408,-0.06663283093747768,-0.00048420546745712116,0.006889277735555712,-0.0038428214920515364,0.0027890500494024972,0.006961381338875403,0.0008768086694180981,0.0008902387964454569,-0.006209255036982623,0.0056915955194695445,0.0026766154932027523,0.004971892488273708,0.0018087190863761038,0.0007986766709522774,-0.008565721449188211,0.0,0.0,0.0,-0.008757296099581502,0.0006753842803564953,0.0033698679168115957,-0.006259174225005237,-0.016707324351776732,-0.01097620849074288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BH, Inulin rep3",0.0030946980687704957,-0.06962920909578149,-0.0013241301409222849,0.007090419442816215,-0.002985370582477613,0.003321384474296461,0.008624483450231228,-0.0012804285589266904,0.0022667702219702985,-0.003601431480862878,0.002967031674290245,0.0009718598984181883,0.005272352344949139,0.000916071058335629,0.004453937495973978,-0.007655453355136243,0.0,0.0,0.0,-0.009438592210750689,6.51074573397633e-05,0.0003062127174978892,-0.004976518054238775,-0.015184195547957309,-0.010642461966384537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BH, Starch rep1",0.009095937279476364,-0.17929774837907062,-0.0008089840750802653,0.004360905309969732,-0.005293197147548199,0.0017507366565140804,0.008203709574246949,-0.0007804459587416844,0.0004261291162534193,-0.004272199894555592,0.010017258485948496,0.0019924468564038954,0.0034626211005855667,0.000971367064524781,-0.0002166192098097371,-0.009515535465695639,0.0,0.0,0.0,-0.008517189926721831,0.00011513148519125839,-0.008990077547390354,-0.006137955266643655,0.10709169771014287,-0.011025451401417908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BH, Starch rep2",0.004079393719068982,-0.18634599963541734,-0.0004390321959826066,0.0037610994448716004,-0.004523509920320727,0.005601504949683494,0.008438978196883747,0.0002105410498651622,0.000794898661022841,-0.004069789676842365,0.012246773671358825,0.003584915281019424,0.004625808606770905,0.0010475710593163964,0.0010204923051324783,-0.011363113287158996,0.0,0.0,0.0,-0.0078973052769222,0.0008709881844168362,-0.007017810503867541,-0.007148672633550384,0.10578311485661701,-0.01062831040810455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BH, Starch rep3",0.007004774803803727,-0.1758473593352193,-0.0005968370508741256,0.004104416290806098,-0.006120806575160135,0.003808145292780618,0.00544919416816397,4.367545585738747e-06,0.00012016433883797214,-0.0042491651952944005,0.004432820715010167,0.0012778847833926027,0.0025367454219270814,-1.880638470703832e-05,0.0011674209176139436,-0.011212236923588945,0.0,0.0,0.0,-0.007819790791042825,9.329275312749017e-05,-0.008649934823201462,-0.004237241338599812,0.11141219634901395,-0.010026708524674178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BH, Xylan rep1",0.005669553163038057,-0.12782241983677853,-0.0005564359101382158,0.001651434100825677,-0.0022068758664483376,0.004142074087126691,0.002955674945630814,-7.815063846382553e-05,-0.0023622833209281614,-0.0006168383969502009,-0.0014738519405099472,0.0033029114438051497,0.0010668753273785094,0.002331943638961424,-0.0036098536595024853,-0.01652998405424031,0.0,0.0,0.0,-0.009934744304892693,-0.0011687293310056997,-0.01236240974712101,-0.005095520117743446,-0.017987957264889366,0.09331812443889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BH, Xylan rep2",0.0037282640300691115,-0.12433607420630076,-0.0006111906401135695,0.0028798594342714003,-0.0030910383164882652,0.004987492331049662,0.005356245884163813,-0.0014775660888037905,-0.0012469141303815621,-0.004234493589875374,0.000593776577575643,0.0024208383668552743,0.0031441316127099796,0.0025741891021078276,-0.002586274565282191,-0.015779768890616573,0.0,0.0,0.0,-0.00992975719611753,-0.0009303203377534046,-0.011141907117244873,-0.0069016267528588145,-0.018619815812192183,0.08783448735252022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BH, Xylan rep3",0.004267369825392963,-0.1327399392849342,-0.0002875114604830741,0.004543392016467723,-0.00289501096037301,0.0034658583473752822,0.0044115301509472455,-6.952522999861127e-05,-0.0012165833400054433,-0.0011963965472849914,-0.0011387746933508999,0.0026530505344271663,0.001623258543285457,0.0017931758493862373,-0.001566976698284799,-0.01627543635497039,0.0,0.0,0.0,-0.009067741734060374,-0.0010695772567255925,-0.008210885733027352,-0.006314891823990779,-0.017756194504485887,0.08968034709380433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BH, none rep1",0.002136449395594272,-0.03881560401991009,-0.0005064134299755098,0.0037648260271684695,-0.005680930255488916,0.002794856117530303,0.005955992887981912,-0.0018603549321944053,0.00021730132908983675,-0.0021411746130748223,0.0008530681986700401,0.001980867228386077,0.002251682359386574,0.0024287155016579414,-0.0006154050948944958,-0.011762972045689823,0.0,0.0,0.0,-0.007918985403058203,-0.0004809927195310582,-0.007614488953893834,-0.004896475129168141,-0.016855032328854908,-0.010602392530576748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BH, none rep2",-0.00021282419901002677,-0.04290460559116169,-0.0002617074515331867,0.00397823916748166,-0.002452997953038324,0.0033816946060820055,0.005377491871741685,0.000666234875944528,0.0006546920233152132,-0.0020166933553462667,-0.0005527929216623308,0.0022240940989418467,0.0011102939617227416,0.0012995906936174087,-0.0006360524113882653,-0.00837161772122437,0.0,0.0,0.0,-0.008387519854374907,-0.0004975966736674308,-0.007932994875379585,-0.0067854264886541785,-0.01570921337401325,-0.009337750415910373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BH, none rep3",0.0013573278757658869,-0.0399466676840728,-0.00010055520995096712,0.002305018996650522,-0.004003298321569507,0.0023067764023488226,0.0056442319398576565,-0.00132102166048505,-0.00018343551423061975,-0.002553054981610992,0.0006544402004642926,0.002294376985254613,0.0005170160176401786,0.0013885256360200318,-0.001214256708256223,-0.006663391193882985,0.0,0.0,0.0,-0.007650528832931411,-0.0006257555532184513,-0.006301740670407361,-0.006019159726459874,-0.018123747963796965,-0.009128561898727306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BL, AcGum rep1",0.00027217668396505306,-0.12599642745981163,-0.002023700685663657,0.001294244492257184,-0.004097182296893812,0.0040806268866766604,0.006893310221758755,-0.0006930790587582357,-0.0003451031531122595,0.0023691941272806025,-0.001407998735931785,0.002974268409677526,0.002245344954796814,0.0027124621634456226,-0.0004614446633918704,-0.01933689841153947,0.0,0.0,0.0,0.08596337203444405,0.0013663202016191056,-0.007967948109250176,-0.0057366523942486815,-0.01660746769132939,-0.012864880489016127,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BL, AcGum rep2",0.0038110326450656764,-0.12333672429180961,-0.0016604993272234102,0.0006500203501094464,-0.0018184918486936533,0.002347106056457216,0.004707336469807408,0.00044817430559884725,-0.0011675310710614396,-0.002673131535676393,0.0005317422662946291,0.000832843883809719,0.0014538624679500426,0.0018107836964455519,-0.0008725506981665434,-0.011871341053735128,0.0,0.0,0.0,0.08186959322880616,0.0008818924562497578,-0.00902847779576074,-0.004612990849736062,-0.01688448682766069,-0.012785625615241854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BL, AcGum rep3",0.001828392281789671,-0.13432239023629916,-0.0017940932732414107,0.0009330887855453944,-0.003523931557481941,0.0025176414153115323,0.0051490256308831936,-0.00048467314548112983,-0.0009106576188721431,-0.0016650179705836566,0.00042782685973427484,0.003316694709726353,0.0014364279772747623,0.0032625201429155757,0.0005968815630132515,-0.012046333205970849,0.0,0.0,0.0,0.09107424911280924,0.0009152479198845956,-0.009636695142835378,-0.0044871131364594774,-0.017584651161662558,-0.012369902963665398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BL, ArGal rep1",0.0007398990203033793,-0.0350161528790539,-0.0016372165524146767,0.00047655620696869847,-0.0038120204447345315,0.0007896296866238137,0.0040966922789812095,-0.001879661010408943,-0.0001837667636573314,-0.003393016789447177,-0.0007394578290933914,0.002781150334260681,0.0008794883452355867,0.0015811950053003692,-0.00012424728071147885,-0.009501894920725713,0.0,0.0,0.0,-0.006994081320749087,0.003978908023034986,-0.0064831162498078555,-0.005002947146580978,-0.01659191231327978,-0.011331489910794931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BL, ArGal rep2",0.000835355813191696,-0.03866533238948746,-0.0021915611844848496,0.0013633658228950074,-0.003812753461639991,0.0015129421092569823,0.005530322292311626,-0.00391921510242603,-0.0009687790630215957,-0.0032569020597094833,-0.00036764978685162303,0.0023432144285603007,0.0007076992433179516,0.0018128776110031388,-0.0006488437645814634,-0.007540890576148573,0.0,0.0,0.0,-0.006210471491583369,0.0065400909632444375,-0.011133493540639229,-0.004004208281297574,-0.015549042737958103,-0.009744187197224662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BL, ArGal rep3",-0.001472359179434451,-0.034583841904320504,-0.0014166212369772517,-3.058940341526787e-05,-0.004210952977565202,0.00045891506258736986,0.006126008768650618,-0.0038057082993063042,5.436821248043673e-05,-0.003717779571359807,8.310514078898888e-05,0.002458398660475557,0.0013375436345284646,0.0015619184584780184,-2.669766714627005e-05,-0.010082533322274686,0.0,0.0,0.0,-0.00512857630171559,0.004651886670088225,-0.008676277453249151,-0.004761322056027976,-0.015239707715809342,-0.010946639901535079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BL, Inulin rep1",-0.0006499568237499756,-0.04276741179044952,-0.00024169054729017363,-0.0019113556058569395,-0.005739692212505774,0.0022110687924379664,0.005979874349114569,0.000290572225031528,0.0001798673871565952,-0.0029905289055948904,0.0016339075514538726,0.0016972331939773121,0.00193135596134446,0.0014494989067316056,0.000996801297773015,-0.009474132877181875,0.0,0.0,0.0,-0.008425165274265138,-0.0002321988344192503,0.0007265616309913729,-0.004725720308382402,-0.017021161788566545,-0.010285189551385967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BL, Inulin rep2",0.0023598640818487514,-0.049161102199418986,0.0012602275457571839,-0.004917947050522674,-0.003692032428966327,0.001826672887598927,0.006590268498455936,-0.001470192640342495,0.001504705930975351,-0.003173520510846918,0.004565317913551221,0.004036170803010464,0.0036508362994275316,0.0016694615239446814,-0.0001344325901432476,-0.009059169937602496,0.0,0.0,0.0,-0.008678468789227982,3.080532124096777e-05,0.0008095737800679424,-0.005685418683358212,-0.017530392257666047,-0.012168690721419724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BL, Inulin rep3",0.0015798369134691632,-0.051914981249719855,-0.0004135152900760822,-0.0007028909908099594,-0.004298189505934717,0.0016350706344978377,0.00542778056961569,0.001098000920293008,6.145432252775483e-05,-0.004076427095992998,0.004425912900743159,0.0031216559677638795,0.0026688157851723106,0.0015397651324217975,-0.0007514192417941292,-0.010076338057829575,0.0,0.0,0.0,-0.008313869004222482,-0.00017595109106464772,0.0043171204118566085,-0.005241613484580409,-0.01689342469992963,-0.01038425707004287,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BL, Starch rep1",0.0073286396773024065,-0.1721254474280233,-0.0006764479777352373,-0.002900229048999871,-0.00740280692042275,0.004788590224290438,0.006985598599368877,0.00021385149522260984,0.0011197068220512424,-0.004224222275343809,0.006944957385686307,0.0019195765832608425,0.002089565682478928,0.0007901089960201216,0.0011609283275902283,-0.011985916248099372,0.0,0.0,0.0,-0.007134440923956307,0.0013736207867887902,-0.0056150111200457264,-0.00736782435666431,0.10664167961952362,-0.009291941002011299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BL, Starch rep2",0.005619106204672293,-0.1601374201696705,-0.0006301492977548712,-0.0016183864206752976,-0.002991062941198997,0.005321809839118611,0.006460836748169226,-0.00022787626832723476,0.0014265518042851555,-0.004936648727479306,0.005546841128644616,0.0011919226802208224,0.003281187381256713,0.0003871384940364137,0.00018531878394159438,-0.012128534298390153,0.0,0.0,0.0,-0.007383847539736466,0.00032922922210260085,-0.008508625672283499,-0.006735298191620545,0.09838517596437173,-0.010204731811853971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BL, Starch rep3",0.004589252604002305,-0.1697583241151138,0.0005053669061850449,-0.001906912013549699,-0.0038438615202903703,0.005169560192999515,0.007046791364184834,0.001189816705882552,0.0010000563751567447,-0.0018419883518733789,0.005021776743233202,0.0015362706611102258,0.003105570303106851,0.0009751551513644787,0.001219120242378926,-0.015376501164653078,0.0,0.0,0.0,-0.007050601005215536,0.000538053101097995,-0.008683349579911341,-0.007580298190428447,0.10750650332224639,-0.010728920806537976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BL, Xylan rep1",0.008709404377097432,-0.13568092702295292,-0.00010969301347028269,-0.0007115488516336113,0.0036180174943398354,0.002698884616521273,0.002966616951267825,-0.001263257598673754,-0.0026173596659844565,-0.0024906601316549565,-0.0005130119181492117,0.0019475655799562292,0.0015300830504433635,0.0018170531127940546,-0.002603218164294961,-0.018278378600423986,0.0,0.0,0.0,-0.010028964633291415,-0.0004892188479954516,-0.00888777549632571,-0.005503493933515117,-0.01785458852452311,0.09637700810520487,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BL, Xylan rep2",0.006323844868351109,-0.13361808428202165,-0.001371191062710502,0.0006205757368694662,-0.005104647542942654,0.0029595452530140234,0.002658175131814045,3.5368193956949256e-06,-0.0011927732723680412,-0.002347082341597837,-0.002333087916062635,0.002375865273854947,0.001731878327713772,0.0016198655370284218,-0.0038347213054922506,-0.016053777088157153,0.0,0.0,0.0,-0.008908113569698551,-0.0007695123045281926,-0.009326905242421411,-0.005384947334162212,-0.016042762847447937,0.10062685610726475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BL, Xylan rep3",0.002037407486614854,-0.13288014775650067,-0.0003373088890855976,-0.0004277030141516143,-0.003956179503690113,0.00327174061062661,0.004610595803030512,-0.0004636193761094049,-0.000993823754516514,-0.004166697251864454,-0.0006657491488890232,0.00228547649119388,0.0009664051912047664,0.0025271465341475887,-0.0020109781436622137,-0.014254468466070565,0.0,0.0,0.0,-0.008794450932605698,-0.0007242840647020108,-0.005428069860420445,-0.004891152586787939,-0.017490056981755927,0.0944184544716369,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BL, none rep1",0.0033565091781995516,-0.03798267307098617,0.000693486622450027,-0.00012513052502816343,-0.0029674894921481606,0.0011775047721510586,0.0038398730196058744,-0.0014644140834835443,0.0006818254122679876,-0.003040697351098062,-5.540440197695277e-05,0.0018469652245667845,0.001808391083031894,0.0012571872533722371,-0.0006979514895515006,-0.008585513687946578,0.0,0.0,0.0,-0.007873795577748255,-0.0003279501385986794,-0.008474472127854826,-0.0042751050892878666,-0.01578271285546097,-0.010375895898111841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BL, none rep2",-0.0019958753816106106,-0.03716170315207405,-0.00040535760027441206,-0.00029632637954570945,-0.004300877636467868,0.002111265034499494,0.004682543760334903,-0.0007747227563099431,-0.00014727379788051853,-0.0030712421187622987,0.0015243457376279607,0.0008268257569183015,0.0009969670105386868,0.001014831011945552,-0.00048741196028210897,-0.007738300660117104,0.0,0.0,0.0,-0.007352056425403464,-0.00025764865292744174,-0.008396962950514121,-0.0030622493187812227,-0.014956718102436177,-0.008119514642113988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BL, none rep3",0.0006525391221723773,-0.037626883968372236,0.0004605211588469428,1.4615980061618212e-05,-0.003935929394581102,0.001437610167671334,0.004578345157206059,-0.0012885711426762006,0.0006637895564464006,-0.0030906446379694056,-6.26763447441845e-05,0.0024358649128539997,0.0016138523444533348,0.0018398079530081983,-0.0006488828242502428,-0.0068613569065928475,0.0,0.0,0.0,-0.00645938149399378,-0.00040419008074836206,-0.00740844576704231,-0.005036512670869178,-0.018193779045885258,-0.0100471552986313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BU, AcGum rep1",0.0051044931753792535,-0.1277771739187566,-0.0016216222416948194,0.0026538861322809356,0.0006748010929335263,0.003114052758636802,0.00606491532684727,-0.0025407226028090197,-0.00027672377668998364,-0.002893772936341436,0.000906365364789962,0.0011473145081915643,0.002412240689789708,0.0020110578885809945,-0.0012880489348687902,-0.013524271771311757,0.0,0.0,0.0,0.08079153714701534,0.0008974531462246729,-0.011666195570406589,-0.003923664582385258,-0.016649908897551625,-0.010983475221490317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BU, AcGum rep2",0.001409267556260934,-0.12278201096437194,-0.0024311200360005534,0.003953948029401629,0.0005957487598061569,0.0036265684782781373,0.007537038253450936,-0.00046376648782329115,-0.00021098420531912148,-0.002331487223167312,0.0017296874523162848,0.0003094274601475757,0.0020383467118848466,0.0015641510114073748,-0.0005270426703447642,-0.016891872220757328,0.0,0.0,0.0,0.08098523532802408,0.0016656769964505337,-0.015702377449382434,-0.0031953718140721316,-0.01748844943263314,-0.010758076757192613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BU, AcGum rep3",0.002499115106395699,-0.12289520650255406,-0.001932639074935155,0.0037510788017375883,0.001622758412903004,0.003868275997652247,0.00782164379954338,-0.0012822537378153994,-0.0001721541634337455,-0.0017887131429531375,0.00013000645759430926,0.00043513077565214835,0.0019860964962704624,0.0019865123385732833,0.0004219723882322971,-0.01647003849798983,0.0,0.0,0.0,0.0838628217899664,0.0011870003034445374,-0.01943810030817986,-0.005197433773428201,-0.015985161467370664,-0.011778175222941419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BU, ArGal rep1",0.0015588888830759305,-0.03924884013662284,-0.0011794559014114468,0.0021705752848224205,0.0015430892377414484,0.0003078681620007214,0.006882394560697404,-0.0004718690941279571,-0.00029838663271882296,-0.0044944808649068505,0.0021160754933953274,0.0013315477442335,0.0014831368286501293,0.0006811674227091391,-0.00046691519462249475,-0.011773848899386147,0.0,0.0,0.0,-0.008234259770675137,0.0017571748302064164,-0.01060067850757729,-0.0038259866935285657,-0.016349659352139993,-0.010255000515078957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BU, ArGal rep2",-0.0013442413322627546,-0.03851648898625916,-0.0019767707467756497,0.00039268907498229576,0.0008681304143233737,0.0011305823431096299,0.0077324508062817845,-0.0015392329916358001,-0.0011244148507036941,-0.002436727825552224,0.0005780882032757453,0.0011015213094651701,0.0010674754479392014,0.0007879197377372878,-3.468887372450362e-05,-0.009868754678490486,0.0,0.0,0.0,-0.005744544614783742,0.0005609076537869194,-0.008435200004076417,-0.003648177193985744,-0.015493016927079719,-0.01142496906728907,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
