Experiments,BAabs<--ACabs,BAabs<--BAabs,BAabs<--BHabs,BAabs<--BLabs,BAabs<--BUabs,BAabs<--CAabs,BAabs<--CCabs,BAabs<--CHabs,BAabs<--DFabs,BAabs<--ELabs,BAabs<--ERabs,BAabs<--FPabs,BAabs<--PCabs,BAabs<--PJabs,BAabs<--RIabs,BAabs<--pH,BAabs<--Lactate,BAabs<--Butyrate,BAabs<--Acetate,BAabs<--AcGum,BAabs<--ArGal,BAabs<--Inulin,BAabs<--Pectin,BAabs<--Starch,BAabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"*BA, Inulin",-0.0010129366307096042,-0.03798859981650656,-2.3888371546160004e-05,0.0019589192911305215,0.0013706594502384017,-0.0010469156165014602,-0.0038299181109124965,0.0011438819952309122,0.00010780738327990955,0.005675442286513069,-4.554651677608523e-05,-0.0003607272458347413,-0.0038351942056959326,-0.0015753141993826083,9.600901637565189e-05,-0.010568255301226268,0.0,0.0,0.0,-0.009957567372105338,-0.0008458337390964678,-0.0013954082046720119,-0.0037655850872397425,-0.011314162014221602,-0.010154330708425155,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,1.0,0.0,0.0,0.0
"*BA, Pectin",-0.002455883290279995,-0.036163336675275465,0.0004153438454324539,-0.0011871798201040782,0.0004387867095118221,-0.0005430782163007695,-0.0036769714392721644,-0.00013599759983745448,0.0005820779265327888,0.0040112906728278505,-0.0002693745239891784,-0.0005906499329615711,-0.0038842647810551256,-0.0014858241870322015,-5.739844827489449e-05,-0.011574508380144836,0.0,0.0,0.0,-0.008119172160937027,-0.0008924765309149559,-0.007130333876067942,0.008770907451821998,-0.013296771310269833,-0.010122645880010994,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,1.0,0.0,0.0
"*BA, Starch",-0.0024667882275852264,-0.12380752061747691,-0.0001006379605016924,0.0012551554478704944,0.000948899308727545,-0.0010193906504322196,-0.0021604799682443765,-0.0009529023092578751,0.00010351550850001204,0.00411920759488236,-0.004832801226187838,-0.00011344417082992323,-0.004251270639625462,-0.0019277006540108813,-0.00035649969327178913,-0.0106469630043615,0.0,0.0,0.0,-0.00838290036740628,-0.0005139022032645614,-0.004264511071484198,-0.0023584132844751554,0.08495413843881,-0.01059225423092192,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,1.0,0.0
"*BA, Xylan",-0.003182344331660054,-0.11304083950309592,-0.0001499421081759702,0.0006841832958161841,0.0003457051888108281,-0.0010141033425249805,-0.0018773020736195833,0.00042005040936849233,0.0006765594909136928,0.0035697490451010797,0.0007759923030706971,-0.00047326907854188633,-0.0031082560477608974,-0.0024398197267543205,0.0009887737255882122,-0.011710755156183784,0.0,0.0,0.0,-0.009179412649775093,-0.0014166727323423724,-0.012111605266955766,-0.004032472295855936,-0.0158931304378943,0.08480145245451819,0.9999550022498874,0.0,0.9999550022498874,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.0,0.0,0.0,0.0,1.0
"*BH, *AcGum",0.0023547744937241085,0.05856381119482896,-0.007290126975964415,-0.0015275315398519688,0.008811033357950773,0.0007010952857407663,-0.02392831290310079,0.004430294707417488,0.0012866957265545047,0.022779906823892485,0.0016845816153694302,-0.0005983241037888971,-0.00530381614511663,-0.005090540611947127,0.0015530301156369136,-0.04149089019745589,0.0,0.0,0.0,-0.02516459336673672,0.007194804229180917,0.0027122771215032444,0.004096744251860813,0.0026713146066123764,0.026491694301366806,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,0.2,0.2,0.2,0.2,0.2
"*BH, *ArGal",-0.002950009820474819,0.07595023725181817,-0.0068766429647803325,-0.0014782346327873762,0.011322624852711504,-0.00040764865550127954,-0.022420835217291653,0.004358517028052696,0.003602809050882406,0.02103589584373615,0.0016003976186568078,-0.0004872585375877939,-0.004323875860057096,-0.005206638103858988,0.0025581831688230726,-0.042297438557513736,0.0,0.0,0.0,0.026213911326432773,-0.001973812586881898,0.0026215099120004627,0.003005836424841121,0.004007427804172039,0.021987322030419653,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.0,0.2,0.2,0.2,0.2
"*BH, *Inulin",-0.0001845587366683897,0.06439256517724556,-0.00943813980980353,-0.0023138270882720278,0.007410647521980785,-0.0001430503448302067,-0.020009236032651232,0.004694450175897641,0.002937431196597488,0.016172873210161923,0.00269650063562122,-0.00048038233240897297,-0.0030264231257817963,-0.005166010638190942,0.0011997707848521823,-0.047853259125893756,0.0,0.0,0.0,0.019360423318364406,0.005255797141316264,-0.03941982647065412,0.003583054923537102,-0.0014812719178470704,0.022612852054563436,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.0,0.2,0.2,0.2
"*BH, *Pectin",-0.00029805402864109163,0.07000951847400178,-0.008610894505611876,-0.0005649477412754854,0.01102012054994702,-0.0008186797171153774,-0.024476786799390207,0.0047484114799987145,0.0014829603362489846,0.026751913037151097,-3.425812856717687e-05,-0.0007707537626000983,-0.0037058053097941625,-0.006040112471038647,0.0016986458714712766,-0.04387123048813504,0.0,0.0,0.0,0.02471032610332424,0.007738386724482885,0.0004569944925606268,-0.005758703027597883,0.00704493650489233,0.02506454736671665,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.0,0.2,0.2
"*BH, *Starch",-0.001266151824119415,0.058212933323600065,-0.008730530603365467,-0.0023508794284002343,0.011669582970101728,-0.00014589620754122806,-0.02118335665796291,0.005018929485231637,0.0030485036647455266,0.020003638301383367,0.0007119795138185677,-4.894139753146129e-05,-0.004569245304235003,-0.004630085328085859,0.0015750025111165896,-0.040617651465264235,0.0,0.0,0.0,0.021472917724062096,0.007621572139588272,-0.001167968318543651,0.0043046792139383875,-0.048104927693916985,0.020337632642212236,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.0,0.2
"*BH, *Xylan",-0.002570903218266637,0.06290851555764675,-0.009523041221228512,-0.0017735134573145363,0.007228275324133307,0.00046945882791822553,-0.02563396757976575,0.005334367247467693,0.002341391390020199,0.017066357725045892,0.0009065156599337403,-0.0008558549630371001,-0.0045144450647587086,-0.005611543652008882,0.0010457473011179384,-0.04778310485522855,0.0,0.0,0.0,0.02665551377968355,0.0061152940141883765,0.001607261554084041,0.0039666893536394274,0.004538661874830723,-0.03317312927408653,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.2,0.2,0.2,0.2,0.2,0.0
"*BH, AcGum",-0.0019147002476860215,0.08727208313278177,-0.00806716929274526,-0.0011224730753085805,0.004736519874158234,-0.0012835382839495486,-0.01654419093308124,0.0022753580405630914,0.0015326435118913609,0.010356603784655983,-0.0007885531149804597,-0.0003172215497629206,-0.0008714737133546296,-0.006085555588995872,0.0016845250282097974,-0.04414898637004874,0.0,0.0,0.0,0.19561503754251383,0.001099980588663711,-0.05000352727757258,-0.005138940577479925,-0.0439674891717732,-0.03300162938169459,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,1.0,0.0,0.0,0.0,0.0,0.0
"*BH, ArGal",-0.001460898394950411,0.03453558018092405,-0.0025744629431177254,-0.0009423153796656563,0.0033300756459886394,-0.00035127377476204606,-0.011793127151375461,0.003993759212846105,0.0017865646952255198,0.009071252190253952,3.687971525571624e-05,-6.993621757084765e-05,-0.0023452718708325522,-0.0018533023785461086,0.0011155391687696634,-0.027452566339211035,0.0,0.0,0.0,-0.017070869329300794,0.011762835872782903,-0.017234340978955678,-0.004758542473004623,-0.03813835565339435,-0.026954700713130556,0.9999550022498874,0.9999550022498874,0.0,0.09999550022498875,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.9999550022498874,0.7142892857143112,0.7936547619047618,0.9999550022498874,0.9160407086455908,0.0,1.0,0.0,0.0,0.0,0.0
