Experiments,BUabs<--ACabs,BUabs<--BAabs,BUabs<--BHabs,BUabs<--BLabs,BUabs<--BUabs,BUabs<--CAabs,BUabs<--CCabs,BUabs<--CHabs,BUabs<--DFabs,BUabs<--ELabs,BUabs<--ERabs,BUabs<--FPabs,BUabs<--PCabs,BUabs<--PJabs,BUabs<--RIabs,BUabs<--pH,BUabs<--Lactate,BUabs<--Butyrate,BUabs<--Acetate,BUabs<--AcGum,BUabs<--ArGal,BUabs<--Inulin,BUabs<--Pectin,BUabs<--Starch,BUabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.006758340517990291,-0.016076379281003028,0.0,-0.012180178018752486,0.07508549088379368,-0.020091472135391086,-0.005970091326162219,-0.0031021098839119077,0.002985498635098338,0.025497904629446566,-0.018048275844193995,-0.004650969873182476,0.0,0.0,-0.008254123909864575,0.0,0.0,0.0,0.0,0.0,0.0,0.08680609992006794,0.025730455410666764,0.00600538041908294,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.007313215009429876,-0.020505920545581507,0.0,-0.0013381133732550284,0.07570037514190464,-0.02260677346631008,0.0070429869434412784,0.001052899833987741,0.004027772585258764,0.05363732795504963,-0.012640675748972333,-0.0008359515272519167,0.0,0.0,0.0016289630576091655,0.0,0.0,0.0,0.0,0.0,0.0,0.10753519679693614,0.016985592158401713,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-PJ-RI-4Inulin-2Pectin,-0.003833782201742425,-0.014428234933053745,0.0,-0.0019371798809836892,0.10176252759993076,-0.014041310176253319,-0.0005708026754505494,0.005728272282901932,0.004575367469121428,0.03833015526042265,-0.015336166190750459,0.0,0.0,0.0073777319973005965,3.730768666547887e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.08120922519661047,0.047757919001228666,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-4Inulin-2Pectin,-0.0017590812510914272,-0.008366487765063843,0.0,-0.0034259469248354435,0.08311380414913098,-0.01368018017253942,-0.005307963738838832,-0.011292255380087428,0.005905407066974375,0.048878675481925406,-0.0012845327663752767,0.0,0.0,0.0,-0.008746714538170232,0.0,0.0,0.0,0.0,0.0,0.0,0.0888180017678274,0.043763576799796686,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-5Inulin-1Pectin,0.0011317715462711123,-0.00736198750221067,0.0,-0.0021603965303964084,0.08862733085536295,-0.026100554037839174,-0.0036462965524858898,-0.002441194581074847,0.0015892979378501575,0.041718823214372,-0.008980498856140507,0.0,0.0,0.0,0.003382655688458019,0.0,0.0,0.0,0.0,0.0,0.0,0.11777747826029857,0.015674895606935024,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-RI-5Inulin-1Pectin,-0.0028591666370630263,-0.010159508138895035,0.0,-0.004711536969989538,0.08523922739550471,-0.021395157976076006,-0.00017494754865765572,0.0009269099682569504,0.0018851342611014843,0.04266993077471852,0.0,0.0,0.0,0.0,-0.0036136861424893143,0.0,0.0,0.0,0.0,0.0,0.0,0.10848078373819589,0.019965759851038455,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.0,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-3Inulin-2Pectin-1Starch,-0.0032580231316387655,-0.027453130995854735,0.0,-0.007477684412151575,0.012489851750433444,-0.017069729370996357,-0.005966003006324172,-0.003705780440941453,0.002244768664240837,0.0,-0.022497049532830715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10338853881694376,0.043311527278274295,0.027287559723481535,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-4Inulin-2Pectin,-0.0017514157419403393,-0.004648319489899136,0.0,-0.008739648342487357,0.02203351188273657,-0.014776312125225862,0.010256695250670115,-0.003185657784342766,-0.0018974841527995608,0.0,-0.015961359654154097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07524017958591382,0.05171769635663146,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-5Inulin-1Pectin,-0.009552195091687497,-0.007973044312426023,0.0,-0.01483612179401375,0.058902861550450325,-0.013460407743141764,0.010164639069920494,-0.008811973567519869,0.001619326216833932,0.0,-0.030904464246261688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803574057739406,0.025587976777127812,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-3Inulin-2Pectin-1Starch,0.00028930971812870767,-0.011018272178868452,0.0,-0.005484807718959119,0.0183854964044359,-0.015414231042895053,-0.0035656924462980693,-0.010886152171426348,0.0007400641010867225,0.0,-0.010039829028149446,-0.0125866767225994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07539689214900136,0.026809723012977175,0.013950075643757978,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Starch,-0.00377582386136055,-0.014916046832998594,0.0,-0.0153504754934046,0.0424261341492335,-0.0038522581259409585,-0.0009444093124734031,-0.011258210572931502,-0.003371847483019034,0.0,-0.015261481309102641,-0.003365230125685533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07754980244984229,0.027255350723862648,0.015875498453776043,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Xylan,-0.004085219258235561,-0.009582726854003139,0.0,-0.0142012483233379,0.031889233738183975,-0.007187157041496701,-0.0016030237182146972,-0.012524763432641825,-0.00443113243414296,0.0,-0.025509078055620193,-0.0019886448668936887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07978319081788261,0.0322740008123219,0.0,0.016133275607393846,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-5Inulin-1Pectin,-0.0028005163185298443,-0.0021012350916862488,0.0,-0.01479927273467183,0.04404262276366353,-0.0003164098598062992,0.008146285079419613,-0.011970993783324956,-0.011270790919661522,0.0,-0.010580740310251713,0.003167164232581854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08140325737185776,0.0200187302660197,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.0021700937958324656,-0.0195622696157764,0.0,-0.0070899342022397935,0.02932447293663726,0.004923350889893139,0.0005626451662358115,-0.012459743439274676,-0.0014911145519684343,0.0,-0.003925453214084401,-0.0005020363913739429,0.0,0.0,-0.0040220701519180745,0.0,0.0,0.0,0.0,0.0,0.0,0.06914765124811846,0.015118919696439715,0.02002288938006934,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.01306247804313898,-0.01320879687281216,0.0,-0.010897325187483254,0.01567426893640967,-0.004775799701319021,0.007402896442834069,-0.007016261491705389,0.0006872996249619653,0.0,-0.014654314912417355,0.0043974849669372335,0.0,0.0,-0.0012330663773943396,0.0,0.0,0.0,0.0,0.0,0.0,0.06278016763355802,0.022776656510198817,0.0,0.006501348305712728,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-2Pectin,0.011027042702254321,-0.011450736110823022,0.0,0.00012209887305895487,0.049402619142913155,-0.008409552793535922,0.004112957459357049,-0.003120433228711287,-0.0034793027573161656,0.0,0.0006957036029133531,0.008647962835513882,0.0,0.0,0.008777016152938208,0.0,0.0,0.0,0.0,0.0,0.0,0.07957344388382302,0.011788660091244511,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Pectin,0.006469578792651494,0.002602387737068865,0.0,-0.016627271970113117,0.03917103653980626,-0.008606212575816445,0.008785064228706889,-0.009538377686921094,0.00065794230128328,0.0,-0.011885977246695094,0.010008512840916714,0.0,0.0,-0.003055170281893677,0.0,0.0,0.0,0.0,0.0,0.0,0.08416775924464066,0.017889446061518457,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Starch,0.00026560440245601867,0.00017730229430728487,0.0,-0.018256832742028765,0.023748120293021202,-0.00231518079009321,0.001117520034313202,-0.0061040181252691485,0.0033610016107559204,0.0,-0.00429156008693907,-0.0014746842078036731,0.0,0.0,0.0022837966680526733,0.0,0.0,0.0,0.0,0.0,0.0,0.0642827885846297,0.0,0.012985550281074312,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.0,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-RI-4Inulin-2Pectin,0.0037387281656265257,-0.010856016818434,0.0,0.002213902957737446,0.01437613987363875,-0.006523211114108562,0.004658581223338842,-0.006838025990873575,0.0022303063422441484,0.0,-0.010760170267894864,0.0,0.0,0.0,0.0007020242046564817,0.0,0.0,0.0,0.0,0.0,0.0,0.06708144946023822,0.04425889463163912,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-FP-1AcGum-4Inulin-1Pectin,-0.003217014390975237,-0.022437264025211335,0.0,-0.0005705059505999088,0.036734511516988276,-0.003512090723961592,0.003195256553590298,-0.006731786765158176,0.0002071702852845192,0.0,0.0,-0.00035995012149214745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010605289274826646,0.0,0.08462741491384804,0.024340948183089496,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-FP-RI-4Inulin-1Pectin-1Xylan,-0.0022916762779156366,0.0073081448467241395,0.0,-0.012643557455804613,0.030213747173547745,-0.00713695233894719,0.002190500394337707,-0.012530613897575272,-0.0005184965622093943,0.0,0.0,0.001456710406475597,0.0,0.0,-0.0008660289976331922,0.0,0.0,0.0,0.0,0.0,0.0,0.07307068910449743,0.02459448306924767,0.0,0.016583518021636538,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-FP-RI-5Inulin-1Pectin,-0.0156414776109159,-0.007663168851286173,0.0,-0.012140382453799248,0.047848129831254485,0.0010254754684865474,0.009559521730989218,-0.005248746275901795,-0.0016758871264755727,0.0,0.0,0.004208086524158716,0.0,0.0,0.004594487324357033,0.0,0.0,0.0,0.0,0.0,0.0,0.09619896244257689,0.0303223030641675,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-RI-5Inulin-1Pectin,-0.01068971332694803,-0.002628468243139131,0.0,-0.004072890483907291,0.05396018008745852,-0.0027103724756411146,2.822847593398321e-05,-0.004371631447048415,-0.0006862275657199678,0.0,0.0,0.0,0.0,0.0,-0.01347866938227699,0.0,0.0,0.0,0.0,0.0,0.0,0.1124238112852687,0.018759704239311673,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-ER-FP-4Inulin-1Pectin-1Xylan,-0.004166849609464407,-0.012659305427223443,0.0,-0.015122411819174886,0.0542862081900239,-0.00576246278360486,0.0012340893037617207,-0.01168064447119832,0.0,0.0,-0.02591553395614028,0.0010572817642241716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06073070513084531,0.024592329794541002,0.0,0.00705286362208426,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-FP-RI-4Inulin-1Pectin-1Xylan,-0.007829341338947415,-0.008740171510726213,0.0,-0.00895434725098312,0.04491673959419131,-0.005151323974132538,0.012780774105340242,-0.005814212560653687,0.0,0.0,0.0,0.0005134275183081627,0.0,0.0,-0.005178999062627554,0.0,0.0,0.0,0.0,0.0,0.0,0.06286487127654254,0.03187681664712727,0.0,0.011312462575733661,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.0,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-Inulin,-0.006231380176955256,0.0021830609004045353,0.0,-0.013348133463797898,0.06763316414736469,0.00010769165538508317,0.01121766499147333,-0.009493103828923455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12658290507207656,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.8895555222237889,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CC-DF-EL-ER-FP-PJ-RI-5Inulin-1Pectin,-0.010956758633255959,-0.008686757591717383,0.0,-0.011847687775597852,0.0815418459036771,-0.014904383679523188,-0.00015896306756664724,0.0,0.0026320772355093677,0.031749771798358244,-0.003036427914219744,-0.0012799046714516247,0.0,0.0019222894573912902,-8.014425197068383e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.10388973475817372,0.031698098187060916,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-DF-ER-FP-5Inulin-1Pectin,0.002652319236880257,0.005786624781432606,0.0,-0.016192104223938214,0.03894305069531713,-0.01278175688570454,0.006415411031671933,0.0,-0.007912196485059602,0.0,-0.0076723962667442505,0.005490364506840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929741452315024,0.026939392710725468,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,-0.003014331373075644,-0.0027694879099726677,0.0,-0.0124893207103014,0.06292443660398324,-0.009515574926303493,0.005184287929700481,0.0,0.0018046414479613304,0.0,-0.015742337538136378,0.007420728034857247,0.0,0.0,-0.00019585434347391129,0.0,0.0,0.0,0.0,0.0,0.0,0.045870652318828635,0.02641349332407117,0.0,0.005599453217453427,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-DF-ER-FP-RI-5Inulin-1Pectin,0.001209259545430541,-0.0013402742333710194,0.0,-0.008593836054205894,0.046975928358733654,-0.0014716069214046,9.567104279994965e-06,0.0,-0.0023207904770970343,0.0,-0.006621957011520863,0.011227898998185992,0.0,0.0,0.002551908977329731,0.0,0.0,0.0,0.0,0.0,0.0,0.06861353991553187,0.03540614414960146,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-ER-FP-PC-Starch,-0.005317995081777158,-0.04402182870746955,0.0,-0.0039034152565442996,0.03180803864708413,0.017613352438353973,0.0030181637114804725,0.0,0.0,0.0,-0.026344857583551304,0.0037587787146153655,-0.01588590155639078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048131810339248696,0.0,0.999950002499775,0.999950002499775,0.0,0.8895555222237889,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-PC-Inulin,0.0018846698105335236,0.00904171373695135,0.0,-0.006061634328216314,0.0733949841465801,-0.013131713913753628,0.0,0.0057076329831033945,0.005312550626695156,0.033030123263597486,-0.02353277485817671,-0.001985093019902706,0.0005770527757704258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15481819682754577,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.8895555222237889,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-3Inulin-1Pectin-2Starch,-0.006135670577778536,-0.007161518887561911,0.0,-0.0013461486600777682,0.06213662061182892,-0.007000576376038439,0.0,-0.008259087691412252,0.0045878248946631655,0.027190696502871373,-0.019652318209409714,-0.0033830808585180957,0.0,0.0,-0.004471130614333293,0.0,0.0,0.0,0.0,0.0,0.0,0.08012527112356004,0.016648378004046047,0.0251427488949369,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,0.00069620630101246,-0.021100232815917802,0.0,0.0015101173125645693,0.07347588613629341,-0.015513292568571427,0.0,0.002751974115038619,0.0013513442348031437,0.03842157843139242,-0.017056743230889824,-0.0023378381396041196,0.0,0.0,-0.010156307917307405,0.0,0.0,0.0,0.0,0.0,0.0,0.09373707138001919,0.031066677204388028,0.01119962750988848,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.005344242186230772,-0.020077472826575533,0.0,-0.009575625278932206,0.07470934607965105,-0.021252363646293387,0.0,0.003019068937967805,0.006058557780788225,0.056981586358126474,-0.023471649517031276,-0.003317277111551341,0.0,0.0,-0.015960858258254388,0.0,0.0,0.0,0.0,0.0,0.0,0.10280195837292601,0.032690830802654516,0.0,0.017236544695847174,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-2Pectin,0.003444232408785158,-0.002587021845910284,0.0,-0.002207222446385357,0.074730661801166,-0.022596723244835932,0.0,0.000859596197389894,0.004272218690150314,0.05349605157971382,-0.0031687237529291045,-0.0006482223462727335,0.0,0.0,-0.005401271757566267,0.0,0.0,0.0,0.0,0.0,0.0,0.09446759340870711,0.04799376583347718,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.006122258802254994,-0.008881602488044236,0.0,-0.007205548282298777,0.09244875216649638,-0.01619617480577694,0.0,-0.0005383351817727089,0.004531327945490678,0.05561459643973245,-0.010340461817880472,-2.91938583056132e-05,0.0,0.0,-0.0069971525938146645,0.0,0.0,0.0,0.0,0.0,0.0,0.10665298144643505,0.021369325410988595,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CH-DF-ER-3Inulin-2Pectin-1Starch,0.008711823883155981,-0.008551863598681632,0.0,-0.00644631821307398,0.009143984344388758,-0.004353432339571771,0.0,-0.004275502770074776,-0.0053889500864204905,0.0,-0.01846924792265608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07211347185962257,0.05068398355728104,0.02785452903204021,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
