Experiments,BLabs<--ACabs,BLabs<--BAabs,BLabs<--BHabs,BLabs<--BLabs,BLabs<--BUabs,BLabs<--CAabs,BLabs<--CCabs,BLabs<--CHabs,BLabs<--DFabs,BLabs<--ELabs,BLabs<--ERabs,BLabs<--FPabs,BLabs<--PCabs,BLabs<--PJabs,BLabs<--RIabs,BLabs<--pH,BLabs<--Lactate,BLabs<--Butyrate,BLabs<--Acetate,BLabs<--AcGum,BLabs<--ArGal,BLabs<--Inulin,BLabs<--Pectin,BLabs<--Starch,BLabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-5Inulin-1Pectin,0.006626039665813248,-0.009067366986225048,0.0,0.10091815930273798,-0.07184252652546598,0.006921401764783595,-0.004026053602703744,-0.0011425356303031247,-0.00785046722739935,-0.10191293992102146,-0.0043437581819792586,0.0,0.0,0.0,-0.008324732525377639,0.0,0.0,0.0,0.0,0.0,0.0,0.0735491611994803,0.02049561866766049,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-RI-5Inulin-1Pectin,-0.0026964234886690973,-0.01260244776494801,0.0,0.07379895467311144,-0.11024935878813266,-0.0019384494982659817,-0.013339645811356604,0.0022478879895061255,-0.0037132216384634376,-0.07360223848372698,0.0,0.0,0.0,0.0,0.002996975276619196,0.0,0.0,0.0,0.0,0.0,0.0,0.13047410510480403,0.008623862429521978,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.0,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-3Inulin-2Pectin-1Starch,0.013179200701415539,-0.03658733055926859,0.0,0.10355564996134489,-0.05881764234509319,0.0007048368221148849,0.0042197499191388484,0.005798208341002464,-0.005665899999439716,0.0,-0.030403459118679164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284180147573352,0.0968755771405995,0.03608578792773187,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-4Inulin-2Pectin,0.014626230334951765,-0.021791335904882067,0.0,0.15059849415861426,-0.06191707881433623,-0.0023356378078460693,-0.02956114461024602,0.0059753672352858955,-0.004049411930498623,0.0,-0.016876931878782454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17131307384087927,0.11658470580975215,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-5Inulin-1Pectin,0.03285796629885832,-0.023802859087785084,0.0,0.19546761461311862,-0.039440800923676717,0.0031989863408463342,-0.015809712133237293,0.006965929597970985,-0.0011743626424244472,0.0,-0.04528665897392091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17199260506424166,0.05669262588378929,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-3Inulin-2Pectin-1Starch,-0.007896645149836937,-0.043144235025263496,0.0,0.07671569353745629,-0.08013905853860909,0.007124120809344782,0.0015776659258537823,-0.004218723624944687,-0.004514954777227508,0.0,-0.022556721232831478,-0.04305331694841799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08839018073760802,0.01906732904414336,0.012648665242724948,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Starch,0.00870354997459799,-0.011622039808167351,0.0,0.12582617863598797,-0.0447260829516583,-0.012825226644054055,-0.011683340908752548,0.01679196312195725,-0.003218145627114508,0.0,-0.018175831271542445,-0.0010311796019474666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11242976743314001,0.05536291955245866,0.046916037345201604,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Xylan,-0.024537325526277225,-0.05369554915361934,0.0,0.10421954844302188,-0.10119288278898846,-0.0030815558921959666,-0.047940354199252196,0.011239920639329486,-0.003209694599111875,0.0,-0.04096644858105315,-0.033143342265652284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12676882831793693,0.05072961119003594,0.0,0.014809244415826268,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-5Inulin-1Pectin,0.019551556603983045,-0.013324190047569573,0.0,0.17266131958458572,-0.042019480094313624,0.006088391318917275,-0.014766630530357362,0.006519320979714393,0.0006999876350164413,0.0,-0.014416051190346479,-0.011020643543452025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16883013108745218,0.046792501537129286,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Starch,-0.005074683138552834,-0.012334016316077289,0.0,0.11430706579566878,-0.04859585271162145,0.002425299190423068,-0.019274185247281018,0.028654634295140997,0.0007013139479300555,0.0,-0.02358269801034647,-0.008374664713354671,0.0,0.0,-0.00047747221063165106,0.0,0.0,0.0,0.0,0.0,0.0,0.11296584815992151,0.042541395872831345,0.047538293635143954,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.01697800083852866,-0.036066177027190435,0.0,0.11377061785691801,-0.06723784173236173,0.0036008826950017143,-0.007282699129598982,0.022778062916853848,-0.0010039560935076546,0.0,-0.0294987975674517,-0.009628809988498688,0.0,0.0,0.018847994068089652,0.0,0.0,0.0,0.0,0.0,0.0,0.13303608403486364,0.03302733126260778,0.0,0.028796802329666474,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-4Inulin-2Pectin,-0.015467124603067836,-0.010980399027984176,0.0,0.1325725863377253,-0.031342829991545945,0.006134960283007886,-0.01743103838008311,0.0020716882879949277,0.007202421935896079,0.0,-0.0013226273262666331,-0.013310477758447329,0.0,0.0,0.028471453438719943,0.0,0.0,0.0,0.0,0.0,0.0,0.10973851941525936,0.09990364416605896,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Pectin,0.01655668579041958,-0.01698315179803305,0.0,0.17364851496596304,-0.028850744685365096,0.005485319739414586,-0.0018899494575129615,0.003512671476023065,-0.001013028124968211,0.0,-0.017470410067795053,-0.0011681788083579806,0.0,0.0,-0.005568171540896098,0.0,0.0,0.0,0.0,0.0,0.0,0.1564104234178861,0.024706254816717572,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-FP-RI-5Inulin-1Starch,0.01631589259745346,-0.008370427776955895,0.0,0.14243583445851174,-0.03462679860078626,0.01122085036089023,0.0007499250479870372,0.007879120608170828,0.005410383558935589,0.0,-0.026812199529053435,-0.011462623046504127,0.0,0.0,0.004272325585285823,0.0,0.0,0.0,0.0,0.0,0.0,0.12457904261019495,0.0,0.010934564595421156,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.0,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-RI-4Inulin-2Pectin,0.032112381979823114,-0.0193780860863626,0.0,0.16758181764744223,-0.03559290720149875,0.0050938926637172696,-0.011463304143399,0.004671714641153813,-0.0027582605835050344,0.0,-0.015172510873526335,0.0,0.0,0.0,-0.006120477803051472,0.0,0.0,0.0,0.0,0.0,0.0,0.11440886296331883,0.06773188300430774,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-FP-1AcGum-4Inulin-1Pectin,0.011603423324413598,-0.02427990548312664,0.0,0.13067711284384131,-0.04351734351366758,0.009633593633770943,-0.03474379517138004,0.03791143894195557,-0.0001643943600356579,0.0,0.0,-0.011056197085417807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043036155542358755,0.0,0.13655440579168499,0.0709707036614418,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-FP-RI-4Inulin-1Pectin-1Xylan,0.02632444814985825,-0.015096575849586062,0.0,0.11471638862147099,-0.04909039485371775,0.010325299834625589,-0.009797015693038702,0.019177524372935295,-0.007937331321752734,0.0,0.0,-0.03624606256683668,0.0,0.0,0.0159893194730911,0.0,0.0,0.0,0.0,0.0,0.0,0.152193163573328,0.031083202506932948,0.0,0.03431167469049493,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-DF-FP-RI-5Inulin-1Pectin,0.02274629496387206,-0.024520519468933345,0.0,0.20001037530601024,-0.028221561387181283,0.000868300348520279,-0.009716561064124107,0.0015064729377627373,-4.992559552192688e-05,0.0,0.0,-0.004172210488468409,0.0,0.0,-0.0034983351826667784,0.0,0.0,0.0,0.0,0.0,0.0,0.18890402503311635,0.03309995844610967,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-RI-5Inulin-1Pectin,0.029036854571175007,-0.012838531751185656,0.0,0.203243438154459,-0.021901773732332958,0.017727394011758622,-0.011117510142780486,-0.0026869582721874828,-0.0024819543496483847,0.0,0.0,0.0,0.0,0.0,-0.011197377683683521,0.0,0.0,0.0,0.0,0.0,0.0,0.1786203771120026,0.02933678953420548,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-ER-FP-4Inulin-1Pectin-1Xylan,-0.005639442056417465,-0.011610060540260748,0.0,0.13930566365015692,-0.1011363172903657,-0.016468185250414536,-0.050042336946353315,-0.0035294972825795413,0.0,0.0,-0.03415150900837034,-0.04179685683920979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08709130394272506,0.03184157260111533,0.0,0.006135665019974113,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-FP-RI-4Inulin-1Pectin-1Xylan,0.010576634877361357,-0.03225121181458235,0.0,0.14706814363598825,-0.026185819250531494,0.01166835455223918,-0.018196411803364752,0.0008826097473502159,0.0,0.0,0.0,-0.007617057301104069,0.0,0.0,-0.009566610865294933,0.0,0.0,0.0,0.0,0.0,0.0,0.14360954146832228,0.05550544001162052,0.0,0.014489748701453208,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.0,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-CH-Inulin,0.02367929584378826,-0.011061584898110094,0.0,0.23261351793490606,-0.021797599495741827,0.010788532295103731,-0.013096989036120218,0.005399766506562973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2087065974764269,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.8895555222237889,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CC-DF-EL-ER-FP-PJ-RI-5Inulin-1Pectin,-0.03082645626957802,-0.0006213234669035848,0.0,0.09685830311740146,-0.10187978165991166,-0.00273502164054662,-0.028570812935119167,0.0,-0.002382222782163059,-0.017922686139012083,-0.011008558466153987,-0.0014224888428169139,0.0,-0.010414435473435065,-0.0071709007024765015,0.0,0.0,0.0,0.0,0.0,0.0,0.09603237240191768,0.022064012858797524,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-DF-ER-FP-5Inulin-1Pectin,0.0062930153993268805,-0.0143059128451915,0.0,0.1770338041297648,-0.026021978485264947,0.004224691628700211,-0.014261534570583276,0.0,0.0024536497713554474,0.0,-0.020093282573812064,-0.0029097110299127443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759944695680003,0.02686848790783967,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,-0.012905379608532207,-0.01574571653165751,0.0,0.08005429897457361,-0.05329429875645372,-0.010472068770064248,-0.03388310901613699,0.0,-0.016156240625100002,0.0,-0.04240677785128355,-0.013888867339119315,0.0,0.0,-0.004073144169524312,0.0,0.0,0.0,0.0,0.0,0.0,0.09448481206264761,0.012786652530646987,0.0,0.015499839100003656,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CC-DF-ER-FP-RI-5Inulin-1Pectin,0.005028694192878902,-0.016121871769428253,0.0,0.1788926279055886,-0.01748392218723893,0.0032420180272310973,-0.009178939426783472,0.0,0.002813426870852709,0.0,-0.03086453042924404,-0.003103596158325672,0.0,0.0,-0.009880794119089842,0.0,0.0,0.0,0.0,0.0,0.0,0.16307429210282862,0.04165522158145905,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-ER-FP-PC-Starch,-0.0052667011547347774,-0.003350684824197189,0.0,0.007265371331216201,-0.004789018618833759,0.0042745980393627415,0.0014271719543182332,0.0,0.0,0.0,0.005558817363951517,0.0017813303629341333,-0.0018739977689540904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005026886685063009,0.0,0.999950002499775,0.999950002499775,0.0,0.8895555222237889,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-PC-Inulin,0.011792170978151263,-0.012880327366292476,0.0,0.07732814271003008,-0.023317183181643487,0.0017052657436579465,0.0,-0.01589280217885971,-0.01204004343599081,0.002561782393604517,0.005737545061856508,0.004265978303737939,-0.016137165762484074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10368969081901014,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.8895555222237889,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-3Inulin-1Pectin-2Starch,-0.009404257104239044,0.0017058402573799387,0.0,0.05143470163731014,-0.06060058793381733,0.0017771217424203368,0.0,-0.012552990372676183,-0.001661011839614195,-0.03018693845061695,-0.008300630320959231,-0.002762265722541248,0.0,0.0,-0.0024718907387817606,0.0,0.0,0.0,0.0,0.0,0.0,0.053223861641634035,0.007196476902155315,0.012602570302346173,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,0.003935379428131615,-0.012521530337193432,0.0,0.08156486956731361,-0.08047838169423972,-0.0027969586252070524,0.0,0.0017860794768613927,-0.005158979774397963,-0.061567207579227054,-0.0014807128840509582,-0.00011597130009356667,0.0,0.0,-0.0021035988979479846,0.0,0.0,0.0,0.0,0.0,0.0,0.03695367687546155,0.021428599159288055,0.020554736585301513,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.013200291048954515,-0.006982801095171667,0.0,0.08840477934983723,-0.09668066126623136,0.007856614805538864,0.0,0.0005116506808382623,-0.0005262116627658115,-0.06213018632329562,-0.016311806931352132,-0.0009659766493474736,0.0,0.0,-0.004858965382856482,0.0,0.0,0.0,0.0,0.0,0.0,0.07357662991511033,0.02463187507408507,0.0,0.0030663254506447736,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-4Inulin-2Pectin,0.024235141980979178,-0.02048028436385923,0.0,0.11969585540807909,-0.11759517569508818,0.004109538056784206,0.0,-0.029696494444376893,0.0014159673204024632,-0.09260989911854267,-0.004927900930245717,-0.00602750252518389,0.0,0.0,0.0052737995154327815,0.0,0.0,0.0,0.0,0.0,0.0,0.09183701841781537,0.024769936377803486,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,0.004543546716579133,-0.005161128731237518,0.0,0.1161166573357251,-0.1357392555413147,0.011934846898333894,0.0,-0.01498866898732053,-0.006597502868519061,-0.08142219584745665,-0.0045821718457672335,-0.0033041853457689285,0.0,0.0,-0.004845461808145046,0.0,0.0,0.0,0.0,0.0,0.0,0.11162411449994478,0.01242140552494675,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CH-DF-ER-3Inulin-2Pectin-1Starch,-0.010196386814294826,-0.0437152964462127,0.0,0.0570968132288683,-0.11018556396343879,-0.013482872396707535,0.0,-0.018973611206525846,-0.016156398070355255,0.0,-0.03792636593182882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09768474634204592,0.06676227410900451,0.029092661149445035,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CH-DF-ER-FP-3Inulin-1Pectin-2Xylan,0.019848043052479624,-0.02497143978253007,0.0,0.10257735392078757,-0.07037205030210317,0.006885145977139473,0.0,0.010646475153043867,-0.003494520718231797,0.0,-0.018828208185732366,-0.002250002697110176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08510294919833541,0.04680357994511723,0.0,0.021703803446143866,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.5,0.1666666666666666,0.0,0.3333333333333333
AC-BA-BL-BU-CA-CH-DF-ER-FP-4Inulin-1Pectin-1Starch,0.02872980395331979,-0.014286764292046427,0.0,0.15239975114818663,-0.058466638810932635,0.009212410869076848,0.0,0.007211930630728602,-0.01460298728197813,0.0,-0.019786856696009637,-0.009685078938491642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14429411608725787,0.05217807069420814,0.012660643458366394,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CH-DF-ER-FP-4Inulin-1Pectin-1Xylan,0.0031759470701217653,-0.016165331471711397,0.0,0.1532645769417286,-0.08094166833907365,0.008294819993898273,0.0,0.01640840885229409,-0.01104002371430397,0.0,-0.03637889064848423,-0.006812526658177376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15150846778415145,0.04091555937193334,0.0,0.04778745025396347,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BL-BU-CA-CH-DF-ER-FP-RI-1ArGal-3Inulin-1Pectin-1Xylan,-0.0013240476084106108,-0.015855625381364542,0.0,0.08672159252797856,-0.07516132256783106,0.0017815578235861134,0.0,0.013654561055933727,-0.006604048259118024,0.0,-0.03152704216978129,-0.0034398354370804396,0.0,0.0,0.006298209759680664,0.0,0.0,0.0,0.0,0.0,0.02072837551617447,0.08697994179366265,0.03682079020997181,0.0,0.03740067837540718,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.1666666666666666,0.5,0.1666666666666666,0.0,0.1666666666666666
