Experiments,BLabs<--ACabs,BLabs<--BAabs,BLabs<--BHabs,BLabs<--BLabs,BLabs<--BUabs,BLabs<--CAabs,BLabs<--CCabs,BLabs<--CHabs,BLabs<--DFabs,BLabs<--ELabs,BLabs<--ERabs,BLabs<--FPabs,BLabs<--PCabs,BLabs<--PJabs,BLabs<--RIabs,BLabs<--pH,BLabs<--Lactate,BLabs<--Butyrate,BLabs<--Acetate,BLabs<--AcGum,BLabs<--ArGal,BLabs<--Inulin,BLabs<--Pectin,BLabs<--Starch,BLabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BL-BU-CC-EL-FP-PJ-Inulin,-0.003465503534494803,0.0,0.0,0.13254640296358486,-0.050537484730112145,0.0,-0.00307263506191044,0.0,0.0,-0.04227160488993957,0.0,0.002477922444713527,0.0,-0.01571766428392509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13129131691851492,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.6881322633868306,0.0,0.7142857142856683,0.0,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-BU-CH-PC-Pectin,-0.006333148119186885,0.0,0.0,0.022068644775763938,0.006648295791819692,0.0,0.0,-0.014753560327287567,0.0,0.0,0.0,0.0,-0.015469669143816358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00783943702270718,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.7936507936507142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-BL-BU-DF-EL-ER-PJ-ArGal-Starch,0.00024770651585780655,0.0,0.0,0.023098061255250987,-0.042122060647950724,0.0,0.0,0.0,-0.0030689122728430307,-0.013814049450537333,-0.012641318572255282,0.0,0.0,-0.00499837462288829,0.0,0.0,0.0,0.0,0.0,0.0,-0.001148704421491577,0.0,0.0,0.0015435939690528007,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.6999650017498125,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.0,0.5,0.0,0.0,0.5,0.0
AC-BL-BU-DF-EL-FP-PC-AcGum-Inulin-Starch,0.00860737689325343,0.0,0.0,0.05641241430345437,-0.027856280637459586,0.0,0.0,0.0,-0.006808449797656225,0.0017771893585829632,0.0,0.004746595655729913,-0.018883353974872633,0.0,0.0,0.0,0.0,0.0,0.0,0.019268877546141004,0.0,0.041638352705732636,0.0,0.012448094137336897,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.6881322633868306,0.0,0.7142857142856683,0.7936507936507142,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
AC-BL-BU-DF-ER-PJ-Inulin,0.012537834460310864,0.0,0.0,0.1570050290249514,-0.022569677877155216,0.0,0.0,0.0,-0.0031459677371789107,0.0,-0.02311811624377063,0.0,0.0,-0.019056922939577788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13355897017049068,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-BU-ER-FP-PC-AcGum-Inulin-Starch,-0.026743346073019963,0.0,0.0,0.03208014150508321,-0.02645282422264035,0.0,0.0,0.0,0.0,0.0,-0.0024432970139269647,-0.0034537964787047645,-0.025979989530661933,0.0,0.0,0.0,0.0,0.0,0.0,0.01310198249008793,0.0,0.031136685194304355,0.0,0.008754444129478473,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
AC-BL-BU-FP-PC-AcGum-Inulin-Xylan,-0.023629662355986136,0.0,0.0,0.05059311278806678,-0.05262418855623952,0.0,0.0,0.0,0.0,0.0,0.0,0.001231701273856492,-0.03779960818717192,0.0,0.0,0.0,0.0,0.0,0.0,0.012908656631821188,0.0,0.029833028767386388,0.0,0.0,0.01948695963826673,0.999950002499775,0.0,0.0,0.8895555222237889,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142856683,0.7936507936507142,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
AC-BL-BU-FP-PC-RI-ArGal,-0.0029717390989941177,0.0,0.0,0.016521432253560335,-0.00029129680302558523,0.0,0.0,0.0,0.0,0.0,0.0,-0.006613201066625841,-0.004176876564143282,0.0,-0.007153449297854395,0.0,0.0,0.0,0.0,0.0,0.004685130577082887,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BL-BU-PC-RI-Inulin,-0.04627826626069451,0.0,0.0,0.09859784946188722,-0.04638143987885039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1067261744020997,0.0,-0.001357910394864647,0.0,0.0,0.0,0.0,0.0,0.0,0.10214594147462201,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CA-CC-CH-DF-ER-FP-PC-Inulin,-0.003803585048602975,0.0,0.0,0.11964604744444722,0.0,2.481869381407033e-05,-0.014016692324177078,0.017614951357245445,-0.0003983258553173231,0.0,0.0008714652579763662,0.0002935995226321013,-0.07570598047712575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16039497680638148,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CA-CC-DF-EL-FP-PC-RI-Inulin,-2.9706821331511374e-05,0.0,0.0,0.11141437454068143,0.0,0.003098331067873084,-0.02390472967501568,0.0,-0.0034799958052842512,-0.011670655510185854,0.0,-0.0066676774750585146,-0.07357391856772744,0.0,-0.0016519632190465927,0.0,0.0,0.0,0.0,0.0,0.0,0.11806191483755475,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.6999650017498125,0.0,1.0,1.0,0.0,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CA-CC-ER-FP-PC-Inulin,-0.001331812107999777,0.0,0.0,0.10597320480657549,0.0,-0.002281906484658348,-0.01824673298939035,0.0,0.0,0.0,-0.009068274597541011,-0.005092259753366996,-0.06533558217102084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11852207415383952,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CA-CH-DF-EL-FP-PJ-RI-Inulin,0.0115548942602523,0.0,0.0,0.20192987481941996,0.0,0.0012613688393131547,0.0,0.009873673461539589,0.0005029219648112421,-0.03335037114827529,0.0,0.0012681755520727324,0.0,-0.023831239572483235,-0.017838410633292213,0.0,0.0,0.0,0.0,0.0,0.0,0.2053489937527996,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.0,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CA-CH-EL-ER-FP-PC-AcGum-Inulin,0.012913443188628426,0.0,0.0,0.07093807245078294,0.0,-0.001067003802112911,0.0,-0.0031510304214189882,0.0,-0.008052118061839239,0.004233122884255388,-0.00754434487822911,-0.05681809351739028,0.0,0.0,0.0,0.0,0.0,0.0,0.02252520256392334,0.0,0.06275190149798342,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.6881322633868306,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
AC-BL-CA-DF-EL-FP-PJ-RI-Pectin,-0.01000290562439224,0.0,0.0,0.0016888310252081442,0.0,0.0020814741678212,0.0,0.0,0.010215629388213805,-0.006481356377227475,0.0,-0.0012658084590878823,0.0008196807466447353,0.0018791507109594734,-0.0013750603716091616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024403647934694004,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.6999650017498125,0.0,1.0,0.20634920634916665,0.999950002499775,0.6687063737793209,0.0,0.0,0.0,1.0,0.0,0.0
AC-BL-CA-EL-PC-PJ-RI-Inulin,0.00929891255459395,0.0,0.0,0.12717103647421404,0.0,0.0010168567492530264,0.0,0.0,0.0,-0.01178666454707754,0.0,0.0,-0.06157591704536101,-0.011684396015159014,-0.007659735495288824,0.0,0.0,0.0,0.0,0.0,0.0,0.13691261188319787,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.999950002499775,0.0,0.0,0.0,0.6881322633868306,0.0,0.0,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CC-CH-EL-ER-PC-PJ-Inulin,0.004065913757166037,0.0,0.0,0.11937237645571049,0.0,0.0,-0.007436169418864525,0.008403186328136004,0.0,-0.013717925964066615,0.0037147084680887368,0.0,-0.060268253374558226,-0.012423160700843884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11852800767295636,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.6881322633868306,0.999950002499775,0.0,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CH-DF-EL-ER-FP-PJ-RI-Inulin,-0.0026598928253287854,0.0,0.0,0.18042075733208787,0.0,0.0,0.0,0.0164953194072713,0.0009354649152120818,-0.025504799620450838,-0.023728215135633945,-4.5210042077562086e-05,0.0,-0.013500120733743128,-0.012807097751647234,0.0,0.0,0.0,0.0,0.0,0.0,0.18126975623485836,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-CH-DF-ER-ArGal,0.013340241594338104,0.0,0.0,0.04432572852084903,0.0,0.0,0.0,-0.00497934151146757,-0.0013715865360082763,0.0,-0.015147643997088858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03147251906461621,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC-BL-CH-FP-PJ-Inulin,0.02152255873538946,0.0,0.0,0.24395371901214516,0.0,0.0,0.0,0.0130069378248759,0.0,0.0,0.0,0.006011447697681816,0.0,-0.0196396223220386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2259506445721184,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BL-DF-EL-PC-Inulin-Xylan,-0.001113571043154507,0.0,0.0,0.10529142773399751,0.0,0.0,0.0,0.0,-0.00587469714721947,-0.010651679935328888,0.0,0.0,-0.04156081441959197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733032352996595,0.0,0.0,0.03165556445266261,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.0,0.0,0.0,0.999950002499775,0.6881322633868306,0.0,0.0,0.7936507936507142,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
AC-BL-ER-FP-RI-AcGum,-0.015867298870273914,0.0,0.0,0.009797871158776903,0.0,0.0,0.0,0.0,0.0,0.0,-0.021548849478437517,-0.007312313249138625,0.0,0.0,-0.018823859205248913,0.0,0.0,0.0,0.0,0.03430802264177289,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.8895555222237889,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AC-BL-PJ-AcGum,-0.021256858127360993,0.0,0.0,0.03672781112519177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026475732180882585,0.0,0.0,0.0,0.0,0.0,0.03573206409134648,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC-BU-CA-CC-CH-DF-EL-ER-PC-PJ-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.0,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-BU-CA-CC-CH-DF-PC-RI-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BU-CA-CC-CH-EL-ER-FP-PC-AcGum-Inulin-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.6881322633868306,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
AC-BU-CA-CC-CH-EL-ER-FP-PC-PJ-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.6881322633868306,0.999950002499775,0.7142857142856683,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CA-CC-CH-ER-FP-PC-PJ-RI-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BU-CA-CC-CH-RI-AcGum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.20634920634916665,0.0,0.6687063737793209,1.0,0.0,0.0,0.0,0.0,0.0
AC-BU-CA-CC-DF-ER-FP-PC-RI-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BU-CA-CC-EL-FP-PC-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.6881322633868306,0.0,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BU-CA-CC-ER-PC-PJ-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CA-CC-PC-PJ-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-BU-CA-CH-DF-PJ-RI-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.05158730158729166,0.999950002499775,0.8542036897934729,0.0,0.0,0.0,0.0,1.0,0.0
AC-BU-CA-CH-ER-FP-PC-PJ-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CA-CH-ER-FP-PC-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CA-CH-ER-FP-PC-RI-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BU-CA-DF-EL-PC-RI-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.6999650017498125,0.0,0.0,1.0,0.0,0.6687063737793209,0.0,0.0,0.0,1.0,0.0,0.0
AC-BU-CA-ER-FP-PC-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BU-CA-ER-PC-PJ-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CA-FP-PC-PJ-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BU-CC-CH-EL-FP-PJ-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.6999650017498125,0.0,1.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BU-CC-CH-ER-FP-PC-PJ-RI-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.7142857142856683,0.7936507936507142,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BU-CC-CH-ER-PC-PJ-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.7936507936507142,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BU-CC-DF-ER-PJ-RI-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.20634920634916665,0.999950002499775,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BU-CC-EL-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.6999650017498125,0.0,0.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CC-RI-Inulin-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,0.5,0.0,0.5,0.0
AC-BU-CH-DF-PJ-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.20634920634916665,0.999950002499775,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-CH-EL-FP-PJ-RI-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.6999650017498125,0.0,1.0,0.20634920634916665,0.999950002499775,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BU-DF-EL-FP-PJ-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.6999650017498125,0.0,1.0,0.0,0.999950002499775,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC-BU-DF-FP-PC-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,1.0,1.0,0.0,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BU-EL-ER-PC-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.6999650017498125,0.999950002499775,0.0,0.7936507936507142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
