Experiments,PCabs<--ACabs,PCabs<--BAabs,PCabs<--BHabs,PCabs<--BLabs,PCabs<--BUabs,PCabs<--CAabs,PCabs<--CCabs,PCabs<--CHabs,PCabs<--DFabs,PCabs<--ELabs,PCabs<--ERabs,PCabs<--FPabs,PCabs<--PCabs,PCabs<--PJabs,PCabs<--RIabs,PCabs<--pH,PCabs<--Lactate,PCabs<--Butyrate,PCabs<--Acetate,PCabs<--AcGum,PCabs<--ArGal,PCabs<--Inulin,PCabs<--Pectin,PCabs<--Starch,PCabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
"AC, AcGum rep1",0.0022389912292022597,0.0014310763344507322,0.0003067930068143387,-0.0011174850064245142,0.00955673089250922,0.0023592090183361006,0.0013504276204515586,0.001386637134816158,0.00033003819259730345,0.002957654583521865,0.0010931853492828927,0.0017994732697579,-0.04685248925350607,0.0024260768379000108,0.0019385629045692366,-0.0039784798313948246,0.0,0.0,0.0,0.017024978068233894,0.0004954605304043401,-0.01672197372398593,-0.0067785872417417455,-0.001552255859767849,-0.007443433345549486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"AC, AcGum rep2",0.0012781558219682083,0.0013182714437557897,0.0010143852335485544,-0.0010504033060913733,0.01189722861501981,0.0020566818253560503,0.00139946919103915,0.0013354237978769968,0.0003571208439428701,0.0024828313087875186,0.0011734277069229966,0.0019942999690432442,-0.04304138594137675,0.002011741873046213,0.0017349788148633464,0.0004041515409269109,0.0,0.0,0.0,0.018071025179868392,0.0013036741019988609,-0.0263564436848868,-0.007916483878242701,-0.0017343483509665184,-0.007483211382376878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"AC, AcGum rep3",0.0014623813187195501,0.0013022166668352757,-0.00014312156560746065,-0.0009560116752982147,0.007528991266577081,0.0017917074415494095,0.0017222711791030382,0.0023440523411739963,0.0004780793841928246,0.0019341314880346717,0.0009590836055576803,0.0009451980482448219,-0.049343297444283944,0.0019129463090476668,0.0017540569874373352,0.000667781189761378,0.0,0.0,0.0,0.015204484985125333,0.0003925436862151727,-0.01386793074790727,-0.006751400554891337,-0.0013048601616173978,-0.00578271305103871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"AC, ArGal rep1",0.001055773174051534,0.000943005023185502,0.0007741037536073814,-0.001199201287024401,0.006594943088394673,0.0018920330398462027,0.0011939326826144352,0.0015575007941912517,0.00032807208174331654,0.0025144204556603327,0.001667283321307464,0.0012823711386458442,-0.023001536190171135,0.0011348574718629775,0.0012290198000317269,-0.0012287099269980735,0.0,0.0,0.0,-0.0007962065672671247,-0.00329864799129692,-0.015455418663438074,-0.0046924071056260305,-0.0026150592585856263,-0.007629538137804378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"AC, ArGal rep2",0.00147387546910481,0.0012159022147005252,0.0005304323695600034,-0.000872438428923488,0.005474865337495099,0.0014724607748741445,0.0005240477206693454,0.001572122642431746,0.0006668824126774615,0.0016152806317603042,0.0016193320652977987,0.0014626337054439561,-0.02466217282736166,0.0008868583511899828,0.0011211572308093313,0.001608513696119189,0.0,0.0,0.0,-0.0011234234662895852,-0.0028685303472659805,-0.015365332121198828,-0.005163306933404371,-0.0014144516185942023,-0.0075241181821647015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"AC, ArGal rep3",0.0013015045267953114,0.0004754894286055458,0.0002073692852123216,-0.0013299434225667614,0.010017781751230359,0.00284493837505579,0.001246615369719538,0.0016087876133282074,0.0003900839701633564,0.001458563890138811,0.002314383550123735,0.0015981993409381673,-0.021088052097369324,0.0011203129217028619,0.0017065651316873045,-0.0009237235437401314,0.0,0.0,0.0,-0.0012181780580431225,-0.004850309126248415,-0.018569821848280047,-0.005268501742658289,-0.0021339373917064887,-0.008657537227157843,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"AC, Inulin rep1",0.002553912321613594,-0.0009445897752249781,0.0010339379073543988,-0.0009570051086219874,0.016885278881950815,0.004839458125220104,0.0027347504059699445,0.0013662131935019408,0.0014280915878374467,0.004976025496355511,0.002011287894777276,0.0038597663729028234,-0.13103242086669942,0.004257046510888771,0.0020729497108947143,0.007066842138936574,0.0,0.0,0.0,-0.0028696064676412125,0.0026620223677971152,0.04317366861060939,-0.002548656784506007,0.00824279205280949,-0.008561173615638504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"AC, Inulin rep2",0.0042244328422979885,0.0010816022355786793,0.0011122365964745932,-0.0020122760542753064,0.01794924090870402,0.0029901645374907676,0.00141455577686429,0.0020241459772329423,0.0005394344514405181,0.006082196480340577,0.003456205138936637,0.003226189644668591,-0.12651418012820861,0.0030443444153801943,0.0012867285734550508,0.005117522410371086,0.0,0.0,0.0,-0.0020288370989940386,0.0021584230839190167,0.04524999419650571,-0.0006472240794788704,0.0008534742053598169,-0.008357783202928572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"AC, Inulin rep3",0.002927464824169874,0.00018212447789582286,0.00046910502439872733,-0.0022683414376594786,0.026162833726372233,0.0032335743172602223,0.003845032644881445,0.0019575740032914007,0.0008325573912059732,0.005412730576301164,0.002528863505206326,0.002308977875350551,-0.12359164068390699,0.004323715182359922,0.0012272698991000668,0.006298295925794678,0.0,0.0,0.0,-0.0025062482312999002,0.0022523476716808277,0.027724056309089064,0.001200662303546613,0.006590979775752534,-0.008861344133249738,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"AC, Starch rep1",0.000534924023192037,0.0013719655014574521,0.00044758557765321255,1.4719149436462554e-05,0.005938339929350398,0.0016298832481896333,0.001264044519683177,0.0013061982681128103,0.0002632007722488856,0.0009867459975860331,0.002316243468191136,0.002192360489544543,-0.03323869643478908,0.0011745086811821574,0.001431573892689564,0.0008546623494476077,0.0,0.0,0.0,-0.0015508668793534687,-0.0009278799881311983,-0.008088038557801734,-0.007111277833411639,-0.004686240017922088,-0.003873365418985486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"AC, Starch rep2",0.0011364334059709854,0.0008459138895638968,0.00021878372369842048,-0.00020453548651527307,0.006083777496083215,0.00220084106718952,-0.0003541291462765498,0.0017988457336005836,0.00047364384528588175,0.001416512040252035,0.0013434430144049906,0.001455262261866168,-0.03264034202830358,0.0012662667086855933,0.0008151103877885782,-0.0004509676281701435,0.0,0.0,0.0,-0.0014412933139299805,-0.0005084827838634902,-0.007524943556636573,-0.005966501451859419,-0.0027488525415008723,-0.004964194913310085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"AC, Starch rep3",0.0013078739257021395,0.0012136947905475447,0.0007098377699201754,-0.00020479969849640669,0.005787452635439958,0.0018209346544674854,0.0013892436772584911,0.0007863664195280183,0.0005835067006674676,0.0014501894917339074,0.0025929809996688906,0.002296497064896605,-0.03690440789965743,0.0019217827238819816,0.0014377274965359406,-0.0006619407930834729,0.0,0.0,0.0,-0.0015909592155367127,-0.00044391153549606113,-0.007760458932342854,-0.005542069201950322,-0.0018905941329219122,-0.006048356243832545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"AC, Xylan rep1",0.0014397499261593288,0.006440956259823658,0.0001203117807480415,-0.0012633650927719746,0.011586861398748377,0.0014565373144366533,-0.0009725560942156771,0.002067822120575744,0.0012681406719440775,0.0031577371560375807,0.0010861826239323086,0.0019642943592572764,-0.09282043760727077,0.0025836493811485454,0.003111665029586715,-6.92383081398235e-05,0.0,0.0,0.0,-0.0008368984770707119,0.001043361055410721,-0.016953886393457653,-0.009292757307094609,0.0025280646234750732,0.04460439627566798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"AC, Xylan rep2",0.0019758897122334365,0.0025087921490723436,0.0013465324349024083,-0.0014363075767389747,0.016396245317194948,0.0026558565509251556,-0.0006131156635555362,0.001842657960104672,0.000676934181458571,0.002574335803193124,0.0015955897716974678,0.0020622341749681663,-0.09539356655610556,0.0018107119117948113,0.002902688522061164,0.000485163658688016,0.0,0.0,0.0,-0.0007222336039624446,0.0008082268039949912,-0.020055590973828325,-0.007089358068663965,0.0012429135385900734,0.04667599064890633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"AC, Xylan rep3",0.0032133835858919393,0.004329325301911343,0.000606168450956995,-0.0015642112713645804,0.009296940862285821,0.001508805624802003,-0.000463708270849152,0.0020040854117409743,0.0012040040269494052,0.004182261180301957,0.0011723455363376592,0.0019683409778570586,-0.09369971058754759,0.0017002623858438292,0.0029668387812985617,-0.00014318076724355815,0.0,0.0,0.0,-0.0009565465541725806,0.0006282545685429467,-0.01732319801961156,-0.007069742375646124,0.004722297328778289,0.04396757451986724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"AC, none rep1",0.0023165666125714783,-0.00033233570781621044,0.0010528577847236933,-0.0018972193991596046,0.008335921556942842,0.0014843030053783548,0.0004829162968830625,0.0013329399292441935,0.0003481044467877252,0.0018639263197440985,0.0008475789944217965,0.001962874847548929,-0.0301019135329195,0.0026119159382175313,0.0009287078661674798,0.0003553104434501039,0.0,0.0,0.0,-0.0006146948191929941,0.0015268089419061485,-0.017740502584386957,-0.004590388595719228,-0.0009527028682218355,-0.006970384623855353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AC, none rep2",0.001473052293400873,0.0007315348757600242,0.0009182114196433264,-0.0011071932739154858,0.007887439840388569,0.002591599229384553,0.0018529254138808357,0.0013417399615388024,4.701182669536604e-05,0.001732401116327805,0.001272059372541579,0.0012127250382168726,-0.029335359910672362,0.0023615441073409535,2.6385658843950102e-05,0.0011073790092698548,0.0,0.0,0.0,-0.0009769476137377997,0.001648106862028891,-0.01935521319931881,-0.004718271464278753,-0.0006722066788510842,-0.007788333031772212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AC, none rep3",0.0021720155565576123,0.0014473552349954838,-0.00016129241832955367,-0.001507138222963972,0.008978398560800337,0.0022303406547077684,0.0006623073616488414,0.0015444345789199523,0.0003185625365850601,0.002334637374363162,0.0012483971565961842,0.001539977637373588,-0.0367883631697094,0.0026995005424727096,0.000920572238550945,0.00237966642122377,0.0,0.0,0.0,-0.001140693992545659,0.0015468622380020941,-0.016482793687080798,-0.0038108908139507874,0.00021591093221848677,-0.008097175854173574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BA, AcGum rep1",-0.004634996054863389,-0.0031348123249005187,0.0006889789619229057,-0.00042640663344751666,0.008969954856756059,0.0013318346474658356,0.0009181322843175043,0.0012715190301903262,0.00020446077497168037,0.001547929872335358,7.834542542695962e-05,0.0018518485797738473,-0.037877390824935644,0.0018597043026238685,0.0007877957101233984,0.0014477411911568857,0.0,0.0,0.0,0.015317898112433876,0.0007014238453385514,-0.018741149998862634,-0.00447537754069675,-0.0008707585727626628,-0.004566084947437049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BA, AcGum rep2",-0.004737905994565649,-0.0032707889792932708,0.0005074291252954446,-0.00030582627704875057,0.006555877470157363,0.0010589416824619885,0.0004523480852896514,0.001879800100048834,0.000421550684523854,0.0012210012117231425,0.0012308355835689733,0.0014195526391267777,-0.028326206019317565,0.0018505098238926045,0.0010683585153045975,0.0010759912981567058,0.0,0.0,0.0,0.013673185298896646,0.0002908343119038783,-0.021981573933735492,-0.007004038234325973,-0.001209431282159957,-0.0036198543850332497,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BA, AcGum rep3",-0.0037257857375185594,-0.002397437634115869,0.0003585434823550957,-0.0008130317155949096,0.007350708606060256,0.001021495883945714,0.001506215659901499,0.0011580300618979063,0.0005973229066214777,0.0016230237001383847,0.0008436200462959037,0.0013470269638029013,-0.03575781241482631,0.0015997865237295627,0.0012912402327426454,-0.0012523371387611732,0.0,0.0,0.0,0.01502128230661831,0.000717568886042996,-0.016003102484921164,-0.0054358027350496175,-0.0011992628228935328,-0.005600701860914176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BA, ArGal rep1",-0.0019311641707000409,-0.0015787591776725922,0.0014332601444965053,-0.000900712332434275,0.005777520231733268,0.0008563097659498447,0.0019034764263778927,0.0012483282869851049,0.00037317968312312286,0.0013873150783844967,0.001212802357463674,0.0011429478211159056,-0.02013809277930043,0.0008135074834254653,0.0004698877442966808,-0.00057228044945408,0.0,0.0,0.0,-0.0011713902322067458,-0.0018911221293224532,-0.014368419332260437,-0.004461027094247666,-0.0016713260435922577,-0.005683650517497549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BA, ArGal rep2",-0.003234461227601224,-0.0026524055368182344,0.0011646186450326981,-0.0005612401164729491,0.006758632590486244,0.0014641159501942711,0.0011724191429940132,0.0008838528530164192,0.00042007518508894846,0.0007906129871579731,0.0016560484257272703,0.0015175438629971305,-0.025471278675408528,0.00107559738511389,0.0007200772704725924,0.0005406378776851023,0.0,0.0,0.0,-0.000873870537192984,0.0005578021137890495,-0.012294014235958457,-0.004244483854960311,-0.0019966637563299046,-0.00514302562752908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BA, ArGal rep3",-0.002656323587183248,-0.0015530662577260624,0.0005588136952031738,-0.00039135513149879175,0.0075000171261754905,0.001299251316284591,0.0011373293780806391,0.000983301340179009,0.0004553959383205937,0.0014419657813215794,0.0011129084771329706,0.0017292994421652776,-0.023984415643763815,0.0012136891035532402,0.0011507074145430877,-0.0006538361209360035,0.0,0.0,0.0,-0.0007507963106036185,2.4980271065776722e-05,-0.013515356586060739,-0.0043739241878078755,-0.00225385712036355,-0.006224137610671196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BA, Inulin rep1",-0.0058538561001081355,-0.0015035763831639836,0.002000348957424816,-0.0015929664967750947,0.01768613770773465,0.0017364730076356346,0.006357546254823152,0.0015091303016313113,0.00039693792519921676,0.005450359937650236,0.0029020948826589347,0.0023621478202668104,-0.11783977852626282,0.003482635136355054,0.0005569273089482015,0.006273807266896422,0.0,0.0,0.0,-0.002526793877848169,0.002097901650281115,0.04217827716926959,-0.002313351690430533,0.0037259707803075966,-0.004835782305083491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BA, Inulin rep2",-0.009124712807719005,-0.0014152741017328064,0.0022344624361192622,-0.0015971126305786036,0.019497576898641206,0.0020639540652998447,0.0016378547445955606,0.002766982854597948,0.0004843394034965474,0.0041842663305049575,0.000869022008370269,0.0032414894737303264,-0.13267002537846564,0.0045395119141109965,0.0003057382247326044,0.007729114231399515,0.0,0.0,0.0,-0.003201876687393948,0.002107157542116261,0.057101681974123825,-0.0003563077561557293,0.008059720125218684,-0.006206972130828283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BA, Inulin rep3",-0.012425206967375497,-0.0019113813476129018,0.0015497408756478279,-0.0015153171562335686,0.029765389751304275,0.002355030171403831,0.0052663498930633065,0.001427665048871527,0.0008914814660833642,0.007116873815486377,0.0017723109742457195,0.0026636352237652647,-0.11788299343040719,0.005680105156180534,0.0022618036666377014,0.009992843112823639,0.0,0.0,0.0,-0.004092720752920615,0.0014426236396486115,0.02778041543185034,0.0021755631792951704,0.003244784261015328,-0.005308405322615396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"BA, Starch rep1",-0.003714647774838589,-0.002437092412093823,0.0005407351043752649,-0.00027639821849086144,0.004625207438895648,0.0010485011025924572,0.0008158552121709687,0.0008731131941418752,0.001001636115834117,0.000586684050715782,0.00015073883685876057,0.0014874643815512005,-0.023649702764708888,0.0012853510034355245,0.0008154700679535218,0.0012991558531807229,0.0,0.0,0.0,-0.0007926978975195776,-0.0007762533400885086,-0.006511597254059531,-0.008065481860698623,-0.0023962401598691934,-0.0036592096115716484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BA, Starch rep2",-0.0033456766376779843,-0.0025575647308406506,0.000541500660844824,-9.790223769166363e-07,0.005828350829807194,0.001257324649698355,0.0006144679430872199,0.0005361141349104308,0.0006410987658256836,0.0007171969471329993,0.0019337301794439552,0.0015840774114159013,-0.025429108375683428,0.0011523886846209117,0.0008352089393883949,0.0005362008977681402,0.0,0.0,0.0,-0.00182262036695399,-0.00016710191372443307,-0.0072151513177562835,-0.006238532427021048,-0.002448650285262953,-0.004701683986932038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BA, Starch rep3",-0.002317584359341047,-0.003064921290021051,0.0006936760297553105,-5.005294118415863e-06,0.005368099624121731,0.0013987488104877143,0.0008053069011392916,0.0011200252903456039,0.0009503271650861609,0.0006198643291877079,0.0004448147753084249,0.0015164608838544647,-0.021727516706186265,0.0013866850530559359,0.0015573243881491098,0.0002145552965389057,0.0,0.0,0.0,-0.0014980170951986857,-0.001370133017613129,-0.007584407122975047,-0.008871112084016204,-0.004412721028890121,-0.002973879528316584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BA, Xylan rep1",-0.007730647361921992,-0.012974320014261386,0.001010542073371735,-0.0008723455007103351,0.008676896684549072,0.001060534699565985,-0.0013952385600317608,0.0015053727672520016,0.0012094215599989344,0.001369226462292399,0.0013696860809895134,0.0023423533421009783,-0.04299615700305864,0.0012200433515350928,0.002171387083151124,0.001183936260640621,0.0,0.0,0.0,-0.0007067340146750218,-0.0017017868296666592,-0.017979745373807168,-0.01418223289518871,0.00029022523032670705,0.039380173010074286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BA, Xylan rep2",-0.009054346144707365,-0.008086201569742775,0.0009536857259544472,-0.0008876180259341546,0.00828502283939584,0.0006417934774336487,-0.0001438890626146035,0.0010776928405870087,0.0010322001000696952,0.002021405807780947,0.0008416489443995733,0.0014629585194316783,-0.05595029586248778,0.0013013741958209054,0.0012843285602602093,0.0020621962108733983,0.0,0.0,0.0,-0.0004050324501639061,-0.00013198140500621252,-0.017583948167210275,-0.008065477143126455,0.0009911813764748258,0.04060389215465296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BA, Xylan rep3",-0.009238633074882357,-0.007904971526427702,0.00012576558881185337,-0.0008607183108952911,0.010303551347248934,5.365446717901064e-06,-0.0009791823442686697,0.00013865856623107757,0.0008965454072776168,0.002004534918814897,0.0011824974434619584,0.0013131502143700004,-0.049970734337852755,0.00099103656174107,0.0021496046131307435,0.0014895530959421943,0.0,0.0,0.0,-0.00039689850570126024,0.0002166799481280829,-0.017057358876548034,-0.011647271946580573,0.00010217948224056928,0.03938723730092698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"BA, none rep1",-0.004320023232562976,-0.0016946258184246039,0.0004994694744660091,-0.0006355498163876215,0.006422823180698536,0.0013763263948600394,0.0008133021166378805,0.0011691099777817724,0.00020355724052272103,0.0007394099997525866,0.0011070227479054167,0.0014054904912005769,-0.024929204616187643,0.0011052532824264332,0.000714580552144484,0.0014527540433813219,0.0,0.0,0.0,-0.0006409793237054888,0.0008141634257679632,-0.014091019064865328,-0.004177828707986256,-0.000651835725558075,-0.004431605911390348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BA, none rep2",-0.005195563580332832,-0.002548253214494749,0.0005898081341927701,-0.0005495211321183227,0.00827034511603415,0.0010952299841764292,0.001378431350670077,0.0009258451304313808,0.000325616090135141,0.001258338871835308,0.0010207802937789398,0.0015150769495151262,-0.022937297118319707,0.0010350375190715901,0.0014568251862444664,-0.0007901862483810293,0.0,0.0,0.0,-0.0008502662799913771,0.0012820245799693196,-0.014749130487272687,-0.004332797739824111,-0.0009521338919346984,-0.004997618802907792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BA, none rep3",-0.003700795821337537,-0.002392574689266357,7.862332530997046e-05,-0.0007949839769439267,0.005701830085705627,0.0018149905939671127,0.0016503848618065768,0.001197909680618481,0.00038154355080967584,0.0014414299482649014,0.0006526524192568931,0.0017288841755891385,-0.022841713977977633,0.0016642685412344607,0.0008550687447528953,0.0006562790630215948,0.0,0.0,0.0,-0.00031628234904598084,0.0010214044466953385,-0.01623841394585642,-0.004881903145631606,-0.0008970570767467674,-0.004530953716656024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BH, AcGum rep1",-0.004491235474971208,0.002945720628750595,5.833291871981167e-05,-0.0008173878600990229,0.00876986270939762,0.0018453583688559855,-7.655637084760455e-05,0.0012515554915774943,0.0005731744801794947,0.001703904439610513,0.001074464328756387,0.000887345965443687,-0.03637162765234032,0.001684778101572937,0.0012428648304194212,-0.0033001165930181746,0.0,0.0,0.0,0.013004162231968206,0.0006672545920380139,-0.016733061182735997,-0.003966029973869974,-0.0008608702866529875,-0.006841302995824001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BH, AcGum rep2",-0.00411711319942366,0.0025392398644577376,0.0004666404663161795,-0.0007635431999171324,0.006503664527765729,0.0019221485660157417,0.0012267174199223517,0.0017314728628844013,7.37301463430581e-05,0.0020048786030912942,0.0006662670641460193,0.0008126890405335207,-0.03505870854397389,0.001440809738229621,0.0013496501481329855,-0.003735889256508512,0.0,0.0,0.0,0.012129296276887708,0.00037924885072491353,-0.014171651212329215,-0.005021682758392257,-0.0017446588166058056,-0.006382615891369906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BH, AcGum rep3",-0.005737228663638233,0.002286063229495829,-0.00046493715267967084,-0.0004663718186996193,0.00882002326998521,0.0016237932071089744,0.0014866249466484252,0.001909022321924566,0.0003624013201756914,0.0019994935427199707,0.0007022798569364977,0.0010796792263334444,-0.03810648173178461,0.0014330858195369894,0.0011766208750619133,-0.0010001167104664174,0.0,0.0,0.0,0.013792228461666538,0.00029578918252478904,-0.01654828493398699,-0.004936482944441114,-0.0015141148645092144,-0.005942495742982085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"BH, ArGal rep1",-0.0024908654213967652,0.0012271692155098367,8.622584864497341e-06,-0.0004669545319947335,0.006135295561768792,0.0013009784429926766,0.0009202159644866529,0.0003872836135666485,0.0004712644100866531,0.0011777007757601413,0.001103092338889838,0.001457929473200982,-0.020426974818957125,0.0004679624075916676,0.0006570141186768355,-0.002171098040416837,0.0,0.0,0.0,-0.0005181431804190979,-0.0017418715239248496,-0.011950573383576489,-0.004285745526748624,-0.0018722664666446774,-0.00713944527574561,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BH, ArGal rep2",-0.004296693657101555,0.0011595429649407212,0.00025783247653056256,-0.0009612701748582447,0.004922571899369359,0.0015911812005056575,0.001027850738133896,0.001118550381030549,0.00032363836907527664,0.0020952769267288114,0.00019746002063832565,0.0011116030913862313,-0.021666018607264217,0.0008411330365660513,0.0006837811956012789,-0.0005075453568927266,0.0,0.0,0.0,-0.0010022747169502757,-0.00044649954123253193,-0.010340890284966339,-0.0037401814724911347,-0.0027291783182458442,-0.0073892794329334386,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
