Experiments,Time,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,pH,Lactate,Butyrate,Acetate,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-4Inulin-2Pectin,0,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000506666666667,0.000666666666667,0.000666666666667,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-4Inulin-2Pectin,1,0.025178622722088,0.003467033828549,0.0,0.000568366201402,0.456682242826128,0.001250405643083,0.131690448864734,0.000625202821542,0.00386489016953,0.030805448115963,0.175284136512231,0.173579037908027,5.68366201401528e-05,5.68366201401528e-05,0.0,6.89647167629213,,,,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-4Inulin-2Pectin,2,0.076060357172364,0.007164502428065,0.009580439293343,0.001749471523132,0.276499808822646,0.011579835319779,0.471607537735764,0.0,0.001666163355364,0.124962251652296,0.123629320968005,0.045069718762595,8.33081677681971e-05,0.0,0.0,7.04222881461876,,,,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-4Inulin-2Pectin,3,0.008137424432136,0.047712236778353,0.04320445489868,0.029856737125104,0.368233091209616,0.126569148361715,0.297864859789273,0.0,0.00134648030172,0.066387333136996,0.013640430882646,0.044316764713145,0.000175627865442,5.85426218139294e-05,5.85426218139294e-05,5.90532755346245,0.0,13.97120647,23.1072308495,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-5Inulin-1Pectin,0,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000506666666667,0.000666666666667,0.000666666666667,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-5Inulin-1Pectin,1,0.110960853917058,0.030478837644108,0.000596163083503,0.009240527794302,0.378936159951805,0.004173141584523,0.25143178046753,0.018779137130355,0.013488189764263,0.126088492160955,0.100826081497501,0.153810075543859,0.0,0.0,0.0,6.82567628036955,,,,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-5Inulin-1Pectin,2,0.088538404906204,0.083572034031388,0.007021420891981,0.010960266758215,0.186324534889652,0.040587237839014,0.409811224256377,0.000770643756437,0.011302775094409,0.145394788714444,0.04264228785618,0.041614762847597,0.0,0.0,0.0,6.91144356148819,,,,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-5Inulin-1Pectin,3,0.012639681194087,0.11966352382813,0.059536442259997,0.104897541124757,0.469853569621308,0.160890147535945,0.243697778536457,0.0,0.003189452263928,0.07430242496337,0.025456554180614,0.029000390029423,0.0,0.0,0.0,6.73900158037383,0.0,15.1524932,28.6307410375,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,0,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000666666666667,0.000506666666667,0.000666666666667,0.000666666666667,0.0,0.0,0.000666666666667,6.7,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,1,0.022013968690655,0.016884500257881,0.0,0.002244142439339,0.350673972128079,0.017365387923454,0.172264648200659,0.001335799071035,0.003259349733325,0.063851195595468,0.210041045929526,0.047875038705891,0.0,0.0,0.017953139514709,6.04692062737962,,,,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
